"id","type","value","id_jo","id_country"
2339,"silver",3,8,90
2340,"none",8,18,63
2341,"none",4,14,217
2342,"none",5,13,220
2343,"bronze",9,14,232
2344,"none",1,19,217
2345,"none",9,26,179
2346,"gold",2,13,118
2347,"none",19,22,106
2348,"gold",2,22,180
2349,"gold",1,25,180
2350,"none",29,25,220
2351,"none",49,5,60
2352,"none",52,11,60
2353,"bronze",13,22,113
2354,"none",45,13,202
2355,"none",66,8,202
2356,"none",122,7,174
2357,"none",47,7,130
2358,"gold",6,22,104
2359,"silver",9,19,104
2360,"gold",10,19,104
2361,"gold",5,20,104
2362,"none",28,25,146
2363,"none",25,21,237
2364,"none",4,1,26
2365,"bronze",3,23,113
2366,"bronze",33,19,238
2367,"gold",1,14,56
2368,"bronze",7,18,220
2369,"none",15,5,90
2370,"gold",33,0,87
2371,"gold",20,8,87
2372,"none",31,19,110
2373,"none",53,20,110
2374,"silver",4,23,104
2375,"silver",9,24,104
2376,"none",5,8,190
2377,"none",3,7,190
2378,"bronze",1,19,157
2379,"silver",25,7,13
2380,"bronze",13,1,80
2381,"none",17,10,104
2382,"none",29,5,104
2383,"silver",6,7,104
2384,"gold",16,14,13
2385,"none",4,8,29
2386,"none",5,18,29
2387,"silver",11,21,35
2388,"none",10,12,29
2389,"none",38,21,248
2390,"bronze",5,19,80
2391,"gold",8,14,180
2392,"none",0,9,224
2393,"none",2,7,222
2394,"bronze",5,23,234
2395,"none",10,9,10
2396,"none",3,27,108
2397,"none",3,28,108
2398,"none",25,24,247
2399,"none",11,12,248
2400,"none",92,21,174
2401,"gold",1,23,64
2402,"gold",2,24,64
2403,"bronze",6,18,178
2404,"silver",4,0,178
2405,"gold",6,8,178
2406,"none",4,13,97
2407,"none",1,19,97
2408,"none",1,14,199
2409,"bronze",1,21,64
2410,"gold",1,0,64
2411,"none",0,2,94
2412,"none",31,4,118
2413,"none",21,0,56
2414,"silver",10,12,57
2415,"none",5,1,145
2416,"none",10,20,129
2417,"none",11,16,146
2418,"silver",21,12,46
2419,"none",18,6,46
2420,"none",25,17,46
2421,"none",26,20,242
2422,"none",4,8,187
2423,"gold",17,13,87
2424,"none",19,23,112
2425,"none",20,19,112
2426,"gold",3,1,56
2427,"none",4,19,103
2428,"none",10,7,68
2429,"none",7,26,45
2430,"none",11,9,45
2431,"none",4,14,103
2432,"gold",3,19,113
2433,"none",113,8,174
2434,"none",15,14,119
2435,"silver",5,7,174
2436,"none",7,0,42
2437,"none",6,8,42
2438,"none",13,13,78
2439,"none",9,1,217
2440,"none",8,13,125
2441,"silver",6,13,31
2442,"none",9,27,180
2443,"none",8,7,198
2444,"gold",7,0,41
2445,"none",28,6,234
2446,"none",26,17,234
2447,"gold",5,21,234
2448,"none",15,25,248
2449,"bronze",3,24,143
2450,"none",6,8,5
2451,"silver",5,20,174
2452,"none",25,4,13
2453,"none",21,10,13
2454,"bronze",6,26,164
2455,"bronze",9,9,164
2456,"bronze",10,7,80
2457,"none",14,8,239
2458,"none",14,7,239
2459,"silver",1,14,170
2460,"bronze",11,1,113
2461,"none",12,10,130
2462,"none",11,5,130
2463,"none",3,7,71
2464,"none",7,18,33
2465,"silver",6,8,80
2466,"none",65,14,206
2467,"none",2,19,63
2468,"none",9,8,9
2469,"none",3,7,9
2470,"bronze",1,12,110
2471,"bronze",2,1,110
2472,"bronze",17,14,13
2473,"none",9,20,45
2474,"bronze",14,13,80
2475,"none",1,25,55
2476,"none",11,18,99
2477,"none",2,27,125
2478,"none",1,19,145
2479,"none",4,20,145
2480,"none",6,23,145
2481,"bronze",11,1,13
2482,"bronze",3,24,80
2483,"none",7,5,45
2484,"none",12,12,171
2485,"bronze",1,8,175
2486,"silver",25,25,238
2487,"none",12,20,16
2488,"none",5,26,110
2489,"silver",0,1,95
2490,"none",19,13,95
2491,"none",7,12,237
2492,"bronze",5,7,209
2493,"none",4,12,97
2494,"silver",0,18,157
2495,"none",3,1,97
2496,"silver",12,25,234
2497,"silver",0,13,177
2498,"bronze",3,1,64
2499,"silver",6,13,64
2500,"none",47,12,202
2501,"bronze",2,1,202
2502,"silver",7,26,41
2503,"bronze",2,16,87
2504,"silver",6,0,155
2505,"none",23,28,234
2506,"bronze",3,7,104
2507,"none",3,15,104
2508,"gold",8,14,57
2509,"bronze",18,25,87
2510,"none",5,18,92
2511,"none",7,12,92
2512,"gold",12,7,87
2513,"silver",3,5,41
2514,"gold",4,8,155
2515,"silver",9,14,155
2516,"bronze",9,0,174
2517,"none",26,21,6
2518,"silver",5,4,238
2519,"none",7,13,169
2520,"none",11,9,157
2521,"silver",5,7,35
2522,"silver",0,23,108
2523,"bronze",9,20,113
2524,"silver",1,0,227
2525,"none",5,1,99
2526,"none",7,14,29
2527,"bronze",0,22,166
2528,"none",9,14,228
2529,"bronze",5,21,220
2530,"none",48,1,56
2531,"silver",11,14,113
2532,"silver",5,8,20
2533,"none",5,7,29
2534,"none",17,21,154
2535,"none",8,24,154
2536,"none",13,13,248
2537,"none",3,13,85
2538,"none",5,8,186
2539,"none",3,7,186
2540,"none",4,20,53
2541,"gold",6,25,174
2542,"gold",4,19,174
2543,"none",40,13,203
2544,"none",13,7,40
2545,"none",1,4,146
2546,"none",13,20,19
2547,"none",21,10,35
2548,"none",27,5,35
2549,"none",8,8,168
2550,"none",6,7,168
2551,"none",14,21,129
2552,"none",1,7,52
2553,"none",48,1,202
2554,"none",6,22,145
2555,"none",8,21,145
2556,"none",0,25,145
2557,"silver",31,8,238
2558,"bronze",3,21,113
2559,"bronze",7,0,113
2560,"none",2,29,192
2561,"none",2,10,146
2562,"none",3,5,146
2563,"silver",20,8,181
2564,"none",52,8,14
2565,"none",38,11,203
2566,"none",41,26,203
2567,"none",37,9,203
2568,"silver",1,11,60
2569,"bronze",3,26,60
2570,"silver",16,12,80
2571,"silver",3,9,216
2572,"gold",9,18,41
2573,"none",6,8,170
2574,"none",40,26,14
2575,"silver",3,8,216
2576,"silver",3,15,87
2577,"silver",3,16,87
2578,"none",4,21,204
2579,"gold",0,23,143
2580,"silver",8,14,80
2581,"gold",2,11,80
2582,"none",10,25,151
2583,"none",6,27,146
2584,"none",14,8,146
2585,"silver",1,24,235
2586,"none",9,12,231
2587,"none",16,18,19
2588,"none",6,12,235
2589,"none",2,7,235
2590,"none",6,14,235
2591,"none",23,11,35
2592,"silver",1,12,15
2593,"silver",1,1,15
2594,"silver",3,7,118
2595,"none",9,1,228
2596,"none",21,19,146
2597,"none",7,29,155
2598,"gold",10,4,181
2599,"silver",24,7,238
2600,"none",8,8,24
2601,"none",20,5,13
2602,"bronze",30,7,238
2603,"bronze",6,9,80
2604,"none",3,12,187
2605,"none",3,1,187
2606,"gold",7,23,174
2607,"bronze",16,12,234
2608,"none",11,21,26
2609,"none",43,7,51
2610,"bronze",0,24,125
2611,"none",7,10,28
2612,"none",3,5,28
2613,"bronze",4,24,220
2614,"none",7,27,129
2615,"none",10,29,129
2616,"gold",8,13,13
2617,"none",13,2,129
2618,"none",17,5,155
2619,"none",10,11,157
2620,"none",34,28,238
2621,"silver",2,8,114
2622,"none",10,13,19
2623,"silver",5,7,180
2624,"bronze",3,10,41
2625,"gold",6,10,41
2626,"silver",10,11,41
2627,"bronze",1,3,41
2628,"gold",2,4,41
2629,"none",8,13,54
2630,"none",28,12,86
2631,"none",23,8,141
2632,"silver",4,11,216
2633,"none",11,7,237
2634,"none",11,12,2
2635,"none",8,1,2
2636,"silver",0,12,122
2637,"gold",0,11,13
2638,"silver",0,26,13
2639,"none",11,4,10
2640,"silver",6,7,31
2641,"none",10,20,226
2642,"silver",10,3,87
2643,"silver",27,19,238
2644,"gold",10,3,87
2645,"bronze",8,4,87
2646,"bronze",28,1,238
2647,"gold",6,13,209
2648,"bronze",2,7,143
2649,"none",3,17,26
2650,"bronze",9,20,174
2651,"none",9,18,27
2652,"gold",6,14,90
2653,"bronze",2,12,90
2654,"silver",2,14,75
2655,"gold",1,14,75
2656,"gold",3,12,75
2657,"gold",25,8,181
2658,"silver",3,7,164
2659,"silver",0,22,206
2660,"gold",4,7,164
2661,"none",25,4,234
2662,"gold",7,1,13
2663,"none",45,2,41
2664,"silver",4,13,232
2665,"none",4,5,112
2666,"none",7,21,22
2667,"none",24,0,103
2668,"silver",1,23,13
2669,"none",7,9,110
2670,"silver",2,25,13
2671,"silver",7,19,13
2672,"none",7,10,157
2673,"silver",0,20,51
2674,"silver",0,18,51
2675,"none",10,8,237
2676,"none",2,7,199
2677,"bronze",12,18,113
2678,"gold",3,3,113
2679,"bronze",4,3,113
2680,"bronze",2,10,113
2681,"bronze",4,5,113
2682,"gold",3,5,113
2683,"none",45,7,124
2684,"none",32,4,232
2685,"none",4,19,24
2686,"none",11,23,24
2687,"silver",3,8,118
2688,"none",9,18,53
2689,"none",6,21,53
2690,"silver",0,22,149
2691,"none",13,0,226
2692,"silver",13,7,80
2693,"bronze",10,22,174
2694,"none",19,26,104
2695,"gold",8,7,104
2696,"gold",8,14,104
2697,"gold",3,12,104
2698,"none",11,6,220
2699,"none",21,2,220
2700,"none",4,15,105
2701,"none",4,16,105
2702,"none",2,27,105
2703,"none",10,1,103
2704,"silver",4,21,215
2705,"none",7,8,152
2706,"silver",0,14,149
2707,"bronze",0,12,149
2708,"silver",6,23,174
2709,"silver",0,12,3
2710,"none",9,8,70
2711,"none",8,8,94
2712,"none",5,18,199
2713,"none",17,18,9
2714,"silver",23,13,234
2715,"bronze",4,23,13
2716,"bronze",9,20,234
2717,"bronze",8,21,157
2718,"gold",5,18,155
2719,"bronze",7,8,57
2720,"none",2,11,3
2721,"silver",1,13,202
2722,"bronze",1,29,216
2723,"gold",1,6,216
2724,"gold",1,10,60
2725,"none",6,28,220
2726,"gold",2,20,180
2727,"silver",8,23,180
2728,"none",23,9,104
2729,"none",29,3,104
2730,"none",18,4,104
2731,"bronze",1,7,227
2732,"bronze",2,13,180
2733,"bronze",6,0,104
2734,"bronze",9,7,232
2735,"silver",10,7,232
2736,"gold",5,5,181
2737,"bronze",6,10,79
2738,"none",26,24,64
2739,"none",21,3,203
2740,"silver",5,1,41
2741,"none",22,29,216
2742,"silver",8,26,164
2743,"gold",8,26,164
2744,"gold",11,9,164
2745,"silver",4,9,164
2746,"none",23,9,155
2747,"none",28,0,124
2748,"none",45,8,124
2749,"none",38,14,21
2750,"none",18,6,14
2751,"none",21,16,79
2752,"bronze",8,9,155
2753,"gold",7,9,155
2754,"none",15,18,170
2755,"gold",1,22,164
2756,"none",34,7,86
2757,"silver",7,18,13
2758,"none",45,0,110
2759,"silver",5,12,155
2760,"gold",7,1,104
2761,"none",8,1,191
2762,"silver",2,1,57
2763,"none",4,7,5
2764,"none",5,14,5
2765,"none",4,12,5
2766,"none",5,1,5
2767,"bronze",2,25,225
2768,"none",6,1,92
2769,"none",2,2,175
2770,"silver",10,8,113
2771,"none",3,7,145
2772,"none",30,18,237
2773,"gold",2,25,64
2774,"gold",7,19,80
2775,"bronze",7,20,80
2776,"none",3,20,67
2777,"gold",5,25,13
2778,"none",10,6,155
2779,"silver",3,21,80
2780,"none",12,21,192
2781,"bronze",6,25,113
2782,"none",7,14,100
2783,"none",80,1,155
2784,"none",4,0,5
2785,"silver",0,19,40
2786,"none",3,2,145
2787,"none",2,3,145
2788,"none",3,4,145
2789,"none",2,10,145
2790,"none",22,25,57
2791,"silver",6,0,57
2792,"bronze",5,20,215
2793,"bronze",6,21,80
2794,"bronze",4,25,155
2795,"none",15,15,14
2796,"bronze",4,12,157
2797,"bronze",5,1,157
2798,"silver",0,8,227
2799,"none",3,16,125
2800,"none",4,18,132
2801,"none",7,13,137
2802,"none",2,20,137
2803,"gold",1,24,106
2804,"none",6,13,154
2805,"none",5,7,74
2806,"bronze",3,7,174
2807,"none",0,20,36
2808,"bronze",6,14,20
2809,"bronze",3,7,149
2810,"silver",1,10,64
2811,"none",3,5,64
2812,"gold",3,15,87
2813,"gold",16,12,87
2814,"none",2,19,129
2815,"none",48,26,174
2816,"none",10,15,174
2817,"none",24,16,174
2818,"bronze",10,5,14
2819,"gold",9,11,14
2820,"none",39,11,14
2821,"bronze",5,9,14
2822,"silver",13,24,174
2823,"bronze",5,18,79
2824,"bronze",8,8,41
2825,"none",20,2,13
2826,"gold",3,25,234
2827,"none",4,8,43
2828,"silver",3,13,56
2829,"gold",0,22,75
2830,"gold",0,25,75
2831,"gold",5,20,35
2832,"none",31,0,203
2833,"bronze",1,18,119
2834,"bronze",1,20,106
2835,"silver",2,22,35
2836,"silver",4,25,155
2837,"none",13,9,31
2838,"gold",0,12,106
2839,"none",4,14,84
2840,"none",7,0,53
2841,"none",5,1,37
2842,"none",10,3,64
2843,"none",12,10,64
2844,"silver",4,13,197
2845,"silver",4,19,64
2846,"none",10,21,127
2847,"none",3,17,227
2848,"none",5,2,227
2849,"none",5,3,227
2850,"gold",1,0,119
2851,"bronze",7,20,180
2852,"none",8,0,2
2853,"silver",9,14,234
2854,"silver",8,7,113
2855,"bronze",5,26,41
2856,"none",4,7,12
2857,"none",3,14,12
2858,"none",6,8,2
2859,"silver",3,0,119
2860,"silver",3,8,119
2861,"gold",12,22,87
2862,"none",31,7,179
2863,"none",30,14,179
2864,"gold",2,19,119
2865,"none",8,8,210
2866,"none",8,8,6
2867,"gold",2,19,220
2868,"silver",2,19,220
2869,"none",41,12,197
2870,"none",7,5,105
2871,"none",8,11,105
2872,"none",4,26,105
2873,"gold",2,24,31
2874,"bronze",3,20,79
2875,"none",9,3,105
2876,"silver",4,0,164
2877,"silver",7,11,164
2878,"none",15,8,248
2879,"none",18,7,248
2880,"none",4,9,0
2881,"gold",1,2,238
2882,"bronze",2,2,238
2883,"gold",4,3,238
2884,"gold",5,4,238
2885,"none",23,0,114
2886,"bronze",2,8,114
2887,"silver",3,1,114
2888,"none",6,27,157
2889,"none",2,28,21
2890,"none",8,29,21
2891,"none",3,3,21
2892,"none",5,4,21
2893,"none",6,7,55
2894,"none",13,14,171
2895,"none",14,7,95
2896,"gold",2,12,174
2897,"bronze",2,23,64
2898,"bronze",0,25,88
2899,"none",3,1,220
2900,"silver",1,1,225
2901,"none",2,20,213
2902,"none",20,26,155
2903,"bronze",3,26,155
2904,"silver",6,9,155
2905,"silver",1,2,79
2906,"none",28,3,79
2907,"none",7,0,129
2908,"none",1,8,129
2909,"gold",1,13,64
2910,"none",4,19,237
2911,"gold",4,0,234
2912,"bronze",5,8,234
2913,"none",13,6,174
2914,"none",19,8,95
2915,"none",0,10,242
2916,"none",1,5,242
2917,"silver",2,13,21
2918,"none",26,4,174
2919,"none",18,27,216
2920,"bronze",3,27,216
2921,"none",2,12,199
2922,"none",16,12,131
2923,"silver",6,14,104
2924,"bronze",4,13,104
2925,"none",3,12,168
2926,"none",7,18,42
2927,"silver",2,21,216
2928,"none",5,18,222
2929,"none",45,11,174
2930,"silver",4,1,64
2931,"gold",6,24,80
2932,"bronze",3,23,80
2933,"silver",0,21,27
2934,"gold",4,7,35
2935,"silver",1,1,174
2936,"gold",3,26,181
2937,"none",10,21,170
2938,"none",5,8,154
2939,"silver",5,1,20
2940,"none",31,0,78
2941,"bronze",24,23,238
2942,"gold",9,21,35
2943,"none",35,24,110
2944,"none",4,7,154
2945,"none",3,15,45
2946,"none",3,16,45
2947,"bronze",5,9,87
2948,"silver",6,9,87
2949,"none",4,7,169
2950,"none",5,14,169
2951,"none",8,12,169
2952,"silver",7,18,80
2953,"bronze",3,20,119
2954,"none",0,10,119
2955,"none",1,5,119
2956,"none",0,11,119
2957,"silver",2,7,119
2958,"bronze",4,0,64
2959,"gold",2,21,64
2960,"none",25,10,203
2961,"none",32,5,203
2962,"none",16,22,107
2963,"none",6,0,225
2964,"bronze",1,8,225
2965,"silver",0,7,225
2966,"bronze",0,7,225
2967,"gold",10,25,87
2968,"none",1,9,146
2969,"none",14,8,78
2970,"bronze",2,18,242
2971,"none",14,21,242
2972,"none",27,1,86
2973,"bronze",3,13,86
2974,"silver",10,12,87
2975,"bronze",4,19,216
2976,"none",4,18,210
2977,"none",8,21,210
2978,"none",4,17,192
2979,"none",26,18,192
2980,"none",9,28,155
2981,"gold",4,12,114
2982,"none",6,23,131
2983,"none",4,14,144
2984,"silver",1,25,220
2985,"silver",1,16,113
2986,"silver",3,24,113
2987,"gold",4,13,157
2988,"bronze",3,13,232
2989,"silver",4,24,80
2990,"none",9,8,137
2991,"none",3,12,193
2992,"none",2,13,193
2993,"gold",13,12,178
2994,"none",2,12,43
2995,"silver",2,28,113
2996,"none",14,18,198
2997,"bronze",5,1,174
2998,"gold",2,16,80
2999,"bronze",4,7,155
3000,"gold",2,14,219
3001,"silver",1,12,219
3002,"none",45,0,219
3003,"silver",2,0,14
3004,"bronze",3,14,219
3005,"none",10,17,155
3006,"silver",9,8,13
3007,"bronze",0,12,218
3008,"none",7,8,218
3009,"none",4,18,71
3010,"none",6,21,71
3011,"bronze",1,7,56
3012,"gold",0,6,155
3013,"none",5,22,137
3014,"none",4,1,137
3015,"silver",0,0,31
3016,"none",10,24,105
3017,"none",1,11,122
3018,"silver",0,28,215
3019,"silver",1,12,21
3020,"none",27,11,73
3021,"gold",4,13,57
3022,"none",15,10,155
3023,"silver",3,10,155
3024,"silver",4,5,155
3025,"none",22,11,155
3026,"bronze",3,12,155
3027,"none",15,3,209
3028,"none",15,8,220
3029,"none",13,7,220
3030,"none",5,1,43
3031,"bronze",0,22,143
3032,"none",8,11,206
3033,"none",9,11,145
3034,"none",3,23,213
3035,"silver",3,5,14
3036,"bronze",6,11,14
3037,"silver",0,6,41
3038,"bronze",0,17,41
3039,"gold",1,17,41
3040,"none",4,0,84
3041,"none",8,13,53
3042,"none",1,21,84
3043,"none",5,13,43
3044,"none",4,3,3
3045,"none",2,14,222
3046,"bronze",0,12,222
3047,"bronze",1,8,149
3048,"none",5,8,84
3049,"gold",0,0,3
3050,"none",15,24,123
3051,"bronze",2,24,90
3052,"bronze",1,27,41
3053,"none",10,13,196
3054,"bronze",6,25,80
3055,"none",5,7,84
3056,"gold",0,21,149
3057,"none",3,25,27
3058,"bronze",1,17,80
3059,"none",6,16,21
3060,"gold",7,13,155
3061,"bronze",0,14,225
3062,"silver",3,9,80
3063,"silver",6,20,13
3064,"none",15,25,242
3065,"none",15,19,242
3066,"silver",0,18,171
3067,"none",27,13,171
3068,"silver",6,0,35
3069,"gold",2,8,35
3070,"none",55,12,203
3071,"bronze",1,15,80
3072,"bronze",5,26,80
3073,"silver",5,28,164
3074,"bronze",13,7,113
3075,"none",2,9,15
3076,"bronze",1,4,13
3077,"gold",1,5,13
3078,"none",26,7,45
3079,"gold",8,18,157
3080,"bronze",2,10,216
3081,"bronze",5,16,164
3082,"gold",9,4,87
3083,"silver",0,12,180
3084,"gold",1,13,180
3085,"gold",9,8,232
3086,"bronze",4,4,41
3087,"none",27,12,179
3088,"none",3,24,131
3089,"none",5,1,158
3090,"none",17,26,157
3091,"bronze",1,0,130
3092,"bronze",11,22,87
3093,"none",1,13,153
3094,"silver",0,0,21
3095,"none",69,21,64
3096,"none",51,7,110
3097,"none",8,28,180
3098,"silver",3,15,164
3099,"none",2,4,240
3100,"none",11,8,55
3101,"none",7,12,55
3102,"bronze",8,14,155
3103,"bronze",4,24,13
3104,"none",7,11,179
3105,"gold",3,3,80
3106,"silver",0,4,80
3107,"none",15,25,114
3108,"silver",2,21,155
3109,"gold",1,26,13
3110,"silver",1,9,13
3111,"bronze",2,23,155
3112,"none",16,9,56
3113,"none",16,8,172
3114,"none",21,7,172
3115,"none",20,14,172
3116,"gold",12,7,155
3117,"none",5,27,45
3118,"none",11,12,239
3119,"silver",6,13,206
3120,"gold",3,1,206
3121,"none",2,8,92
3122,"none",6,16,13
3123,"gold",3,9,174
3124,"bronze",1,9,174
3125,"none",5,15,155
3126,"none",20,0,24
3127,"none",6,7,24
3128,"bronze",9,21,234
3129,"gold",2,24,13
3130,"none",21,19,114
3131,"bronze",11,22,234
3132,"bronze",4,19,13
3133,"bronze",4,13,155
3134,"silver",4,12,164
3135,"none",8,1,54
3136,"bronze",1,7,16
3137,"gold",1,1,16
3138,"bronze",1,13,16
3139,"none",2,0,4
3140,"none",5,8,4
3141,"none",8,24,99
3142,"none",1,5,114
3143,"none",18,21,9
3144,"none",13,26,56
3145,"none",8,2,95
3146,"silver",2,28,216
3147,"silver",2,7,41
3148,"bronze",2,14,41
3149,"gold",3,13,10
3150,"silver",2,6,113
3151,"bronze",9,1,232
3152,"none",11,18,169
3153,"none",4,13,98
3154,"none",3,12,192
3155,"none",5,22,129
3156,"none",2,25,129
3157,"none",6,18,129
3158,"none",10,3,129
3159,"none",11,4,129
3160,"none",12,10,129
3161,"none",9,5,129
3162,"none",9,11,129
3163,"none",3,26,129
3164,"none",8,23,129
3165,"none",8,14,141
3166,"none",3,10,179
3167,"none",8,5,179
3168,"none",4,13,123
3169,"gold",5,18,234
3170,"gold",1,0,107
3171,"bronze",1,7,73
3172,"none",6,28,129
3173,"bronze",2,22,216
3174,"silver",3,22,216
3175,"none",0,16,106
3176,"none",2,27,106
3177,"bronze",12,21,35
3178,"gold",2,0,35
3179,"silver",1,8,56
3180,"silver",1,8,203
3181,"silver",3,25,180
3182,"none",8,14,78
3183,"none",5,12,78
3184,"bronze",2,1,180
3185,"bronze",1,11,60
3186,"none",5,25,210
3187,"silver",1,1,227
3188,"none",14,9,197
3189,"gold",5,12,119
3190,"none",37,14,219
3191,"none",6,1,24
3192,"none",9,20,95
3193,"bronze",2,14,114
3194,"none",12,0,28
3195,"bronze",0,16,41
3196,"none",10,18,24
3197,"none",12,29,13
3198,"silver",2,1,157
3199,"silver",2,21,114
3200,"silver",8,12,41
3201,"none",3,14,99
3202,"none",3,12,99
3203,"none",9,19,19
3204,"none",34,23,110
3205,"none",47,21,110
3206,"none",7,0,235
3207,"none",30,7,176
3208,"none",5,18,182
3209,"bronze",2,13,197
3210,"none",10,0,247
3211,"none",7,12,247
3212,"none",11,21,247
3213,"none",7,7,247
3214,"none",4,9,112
3215,"none",32,11,178
3216,"gold",3,12,41
3217,"none",6,13,182
3218,"none",13,24,6
3219,"none",2,13,221
3220,"none",12,7,67
3221,"none",14,0,68
3222,"none",4,14,170
3223,"none",6,1,18
3224,"bronze",3,24,113
3225,"bronze",7,11,238
3226,"bronze",12,8,46
3227,"none",142,21,46
3228,"none",42,26,46
3229,"gold",27,7,46
3230,"gold",38,1,46
3231,"silver",17,13,46
3232,"none",17,8,68
3233,"gold",7,12,113
3234,"gold",4,19,13
3235,"gold",1,1,227
3236,"gold",2,14,209
3237,"bronze",2,1,10
3238,"silver",4,19,113
3239,"silver",1,22,10
3240,"none",5,10,10
3241,"none",14,14,68
3242,"none",8,8,26
3243,"none",6,12,26
3244,"none",5,13,2
3245,"none",13,23,16
3246,"bronze",1,14,51
3247,"bronze",3,7,21
3248,"silver",3,16,80
3249,"none",10,1,131
3250,"none",2,5,145
3251,"none",4,7,26
3252,"none",3,12,150
3253,"none",5,1,150
3254,"none",3,8,136
3255,"none",1,12,140
3256,"none",9,19,196
3257,"none",2,20,136
3258,"none",4,7,136
3259,"none",5,1,136
3260,"none",7,21,136
3261,"none",1,25,136
3262,"none",29,24,248
3263,"silver",8,13,115
3264,"none",4,9,179
3265,"gold",3,21,41
3266,"gold",4,28,216
3267,"none",3,22,168
3268,"none",9,25,168
3269,"none",24,3,13
3270,"none",1,9,237
3271,"bronze",3,1,114
3272,"bronze",0,11,13
3273,"none",14,18,70
3274,"none",3,29,45
3275,"silver",0,12,216
3276,"gold",1,12,216
3277,"gold",2,13,216
3278,"none",4,7,170
3279,"gold",1,18,143
3280,"bronze",2,14,31
3281,"gold",50,12,46
3282,"none",5,8,243
3283,"none",34,5,46
3284,"gold",25,13,46
3285,"bronze",26,13,46
3286,"silver",26,1,46
3287,"none",2,14,98
3288,"none",20,0,6
3289,"silver",4,1,180
3290,"bronze",6,11,113
3291,"none",1,14,71
3292,"none",5,17,55
3293,"none",4,26,171
3294,"none",4,9,171
3295,"none",5,2,192
3296,"none",0,11,192
3297,"none",0,26,192
3298,"none",3,23,171
3299,"none",6,0,99
3300,"none",3,27,64
3301,"none",4,16,64
3302,"silver",2,24,215
3303,"bronze",1,3,238
3304,"bronze",1,14,242
3305,"bronze",1,18,31
3306,"none",13,13,131
3307,"gold",3,12,31
3308,"bronze",10,12,113
3309,"bronze",10,5,238
3310,"none",1,2,27
3311,"none",1,3,27
3312,"none",1,5,143
3313,"silver",3,20,80
3314,"none",25,9,209
3315,"none",9,20,158
3316,"silver",0,20,57
3317,"bronze",4,13,157
3318,"gold",0,0,110
3319,"silver",4,17,238
3320,"none",7,1,168
3321,"none",15,19,67
3322,"gold",2,14,157
3323,"none",7,0,137
3324,"none",9,24,192
3325,"silver",1,21,209
3326,"none",5,22,192
3327,"none",4,20,192
3328,"none",7,23,192
3329,"bronze",2,4,238
3330,"none",35,18,110
3331,"bronze",6,14,209
3332,"bronze",1,21,10
3333,"none",3,7,103
3334,"none",22,26,209
3335,"none",9,13,100
3336,"none",10,13,26
3337,"none",24,25,47
3338,"none",6,24,67
3339,"gold",1,8,56
3340,"silver",0,12,197
3341,"bronze",2,14,206
3342,"none",54,13,79
3343,"silver",1,22,215
3344,"none",8,18,85
3345,"none",34,14,124
3346,"none",4,18,158
3347,"bronze",2,14,203
3348,"bronze",1,25,220
3349,"gold",1,25,220
3350,"silver",0,22,180
3351,"bronze",5,25,180
3352,"silver",1,21,171
3353,"bronze",7,7,57
3354,"none",33,14,86
3355,"none",29,7,62
3356,"none",32,12,62
3357,"bronze",0,8,10
3358,"gold",3,4,178
3359,"silver",0,4,178
3360,"silver",1,10,178
3361,"none",6,15,157
3362,"none",24,8,47
3363,"none",2,10,112
3364,"none",3,11,112
3365,"none",14,21,68
3366,"bronze",6,0,41
3367,"none",3,20,55
3368,"bronze",1,25,157
3369,"gold",0,25,216
3370,"silver",2,25,216
3371,"none",2,9,125
3372,"none",28,14,47
3373,"none",27,23,47
3374,"none",17,22,0
3375,"none",43,13,0
3376,"none",56,19,0
3377,"none",33,7,47
3378,"none",13,20,47
3379,"silver",9,9,41
3380,"silver",4,13,134
3381,"none",5,1,39
3382,"none",55,7,0
3383,"none",36,12,0
3384,"none",9,19,106
3385,"none",3,12,133
3386,"none",14,12,107
3387,"none",83,21,0
3388,"silver",1,0,0
3389,"none",37,1,0
3390,"none",47,14,0
3391,"none",46,25,0
3392,"none",39,18,0
3393,"gold",8,13,178
3394,"none",9,17,0
3395,"none",5,10,0
3396,"none",6,3,0
3397,"none",1,4,0
3398,"none",6,28,178
3399,"none",40,20,0
3400,"none",21,3,62
3401,"none",36,24,62
3402,"none",10,21,219
3403,"gold",3,9,80
3404,"bronze",7,5,41
3405,"none",13,23,100
3406,"none",6,20,100
3407,"none",1,18,65
3408,"none",40,8,219
3409,"gold",1,24,248
3410,"none",7,18,22
3411,"none",10,0,22
3412,"silver",1,8,134
3413,"gold",5,1,232
3414,"gold",1,13,232
3415,"gold",8,11,238
3416,"none",8,21,225
3417,"none",2,5,0
3418,"none",9,2,0
3419,"bronze",2,9,46
3420,"bronze",27,12,46
3421,"gold",4,21,46
3422,"silver",11,21,46
3423,"silver",0,8,0
3424,"bronze",3,7,0
3425,"gold",32,14,46
3426,"bronze",1,14,0
3427,"bronze",22,1,46
3428,"none",31,3,46
3429,"bronze",1,4,46
3430,"none",13,0,0
3431,"gold",1,14,0
3432,"silver",2,14,0
3433,"bronze",3,12,0
3434,"gold",14,18,46
3435,"gold",15,0,46
3436,"none",3,28,0
3437,"none",5,29,0
3438,"silver",22,0,46
3439,"silver",1,11,80
3440,"bronze",0,15,113
3441,"none",46,18,47
3442,"bronze",0,0,219
3443,"gold",8,10,181
3444,"silver",5,11,181
