"id","type","value","id_jo","id_country"
1218,"none",47,13,35
1219,"none",106,0,35
1220,"none",119,24,35
1221,"none",38,8,122
1222,"none",84,14,35
1223,"none",54,12,35
1224,"silver",15,24,35
1225,"none",33,11,118
1226,"bronze",1,1,11
1227,"gold",0,13,11
1228,"none",37,1,124
1229,"none",29,10,20
1230,"none",24,8,112
1231,"none",98,7,20
1232,"none",53,1,197
1233,"bronze",2,1,197
1234,"gold",2,13,197
1235,"none",16,2,35
1236,"none",27,3,35
1237,"none",102,1,20
1238,"none",26,24,75
1239,"none",10,25,75
1240,"none",12,19,75
1241,"none",23,19,31
1242,"none",37,20,176
1243,"none",112,22,113
1244,"none",86,7,31
1245,"none",7,9,145
1246,"none",42,21,90
1247,"silver",5,1,31
1248,"none",28,24,90
1249,"none",47,18,90
1250,"none",1,1,33
1251,"none",1,12,190
1252,"none",3,13,190
1253,"silver",11,8,41
1254,"silver",6,22,234
1255,"none",17,7,225
1256,"none",17,14,225
1257,"bronze",8,7,41
1258,"none",143,14,41
1259,"none",14,8,105
1260,"none",27,7,105
1261,"none",19,14,105
1262,"bronze",15,18,80
1263,"gold",5,21,80
1264,"bronze",9,12,31
1265,"none",60,13,14
1266,"none",2,28,90
1267,"none",15,5,11
1268,"none",71,23,180
1269,"silver",5,24,180
1270,"none",51,19,180
1271,"silver",5,20,180
1272,"none",25,19,90
1273,"none",15,24,150
1274,"silver",0,13,159
1275,"none",30,23,51
1276,"none",7,24,51
1277,"none",11,13,55
1278,"none",10,1,70
1279,"none",52,22,155
1280,"gold",82,18,238
1281,"none",28,0,237
1282,"none",44,5,215
1283,"gold",7,11,215
1284,"none",41,26,215
1285,"silver",7,9,215
1286,"none",21,23,105
1287,"none",11,21,24
1288,"bronze",2,22,31
1289,"gold",2,4,215
1290,"silver",3,1,215
1291,"none",5,24,158
1292,"none",3,12,159
1293,"none",5,13,212
1294,"none",3,14,43
1295,"none",100,25,104
1296,"none",5,12,128
1297,"none",6,1,132
1298,"none",5,13,132
1299,"none",14,12,40
1300,"none",3,7,159
1301,"none",6,13,166
1302,"silver",36,13,238
1303,"none",88,24,13
1304,"none",3,14,135
1305,"none",10,23,106
1306,"gold",1,25,106
1307,"none",3,1,65
1308,"none",3,8,65
1309,"none",19,22,108
1310,"none",1,12,65
1311,"none",5,20,3
1312,"none",1,13,44
1313,"none",1,7,65
1314,"silver",1,20,108
1315,"none",6,12,28
1316,"none",8,13,28
1317,"none",6,12,94
1318,"none",38,8,179
1319,"none",6,20,107
1320,"gold",31,7,181
1321,"none",62,12,56
1322,"bronze",2,1,56
1323,"silver",2,14,31
1324,"none",43,25,172
1325,"gold",27,14,181
1326,"gold",7,13,31
1327,"bronze",2,14,160
1328,"none",10,21,191
1329,"none",4,0,191
1330,"none",46,2,238
1331,"none",62,13,206
1332,"none",94,19,104
1333,"none",10,1,172
1334,"none",11,13,172
1335,"none",10,20,166
1336,"none",7,23,166
1337,"bronze",2,7,3
1338,"bronze",21,18,234
1339,"silver",4,3,80
1340,"silver",9,21,234
1341,"none",4,13,42
1342,"none",31,11,13
1343,"none",18,10,234
1344,"none",59,7,202
1345,"none",3,18,159
1346,"none",81,14,216
1347,"none",6,13,217
1348,"gold",33,20,238
1349,"bronze",25,8,238
1350,"none",3,7,99
1351,"none",15,17,13
1352,"none",113,22,238
1353,"none",138,19,238
1354,"gold",1,14,14
1355,"none",48,3,41
1356,"none",112,22,13
1357,"none",124,25,238
1358,"silver",3,13,114
1359,"none",25,7,114
1360,"none",25,14,114
1361,"none",28,28,41
1362,"bronze",3,16,238
1363,"none",65,8,110
1364,"none",31,27,238
1365,"bronze",35,12,238
1366,"bronze",17,7,13
1367,"silver",16,14,13
1368,"bronze",6,7,234
1369,"none",33,29,41
1370,"none",19,7,19
1371,"none",14,14,19
1372,"none",16,0,19
1373,"none",12,8,225
1374,"bronze",2,1,225
1375,"silver",4,19,234
1376,"gold",5,19,234
1377,"none",21,24,235
1378,"none",133,21,113
1379,"none",29,13,73
1380,"none",5,1,198
1381,"none",9,13,198
1382,"none",33,25,21
1383,"none",4,14,61
1384,"none",26,0,94
1385,"gold",36,25,238
1386,"gold",10,14,113
1387,"none",26,20,114
1388,"none",18,23,114
1389,"none",9,12,19
1390,"none",5,1,19
1391,"none",33,1,68
1392,"none",29,13,68
1393,"none",6,25,239
1394,"none",20,23,172
1395,"none",28,0,172
1396,"none",130,24,104
1397,"none",1,4,11
1398,"none",17,16,104
1399,"none",12,27,104
1400,"none",0,28,104
1401,"none",35,2,80
1402,"none",48,3,80
1403,"none",2,8,98
1404,"none",5,14,6
1405,"none",62,14,175
1406,"none",10,1,6
1407,"none",37,21,164
1408,"none",87,23,215
1409,"silver",2,8,10
1410,"none",26,12,45
1411,"none",31,26,13
1412,"none",45,9,13
1413,"none",14,20,112
1414,"none",39,18,95
1415,"none",85,9,181
1416,"none",16,18,226
1417,"silver",1,7,160
1418,"gold",7,4,164
1419,"gold",7,10,164
1420,"silver",4,7,215
1421,"bronze",3,7,215
1422,"gold",2,1,164
1423,"bronze",4,13,164
1424,"none",7,3,146
1425,"none",64,19,216
1426,"bronze",15,12,87
1427,"none",13,6,13
1428,"none",73,9,87
1429,"silver",21,0,87
1430,"bronze",2,9,216
1431,"none",67,9,14
1432,"none",93,22,174
1433,"none",113,8,180
1434,"none",58,20,209
1435,"none",21,4,73
1436,"none",8,23,55
1437,"none",12,0,170
1438,"none",48,7,242
1439,"none",48,14,242
1440,"none",73,23,176
1441,"bronze",1,7,45
1442,"none",8,12,103
1443,"silver",7,9,238
1444,"none",72,12,51
1445,"none",18,0,55
1446,"none",8,20,237
1447,"none",40,24,143
1448,"bronze",4,20,57
1449,"bronze",5,1,57
1450,"bronze",3,13,57
1451,"none",10,2,143
1452,"none",14,3,143
1453,"bronze",3,1,51
1454,"silver",1,13,51
1455,"none",75,11,113
1456,"none",27,29,113
1457,"none",28,18,171
1458,"none",13,21,171
1459,"none",16,0,171
1460,"none",14,21,134
1461,"none",48,25,155
1462,"silver",0,14,69
1463,"none",51,11,80
1464,"none",2,3,176
1465,"none",2,4,176
1466,"none",3,10,176
1467,"none",15,0,43
1468,"none",13,13,168
1469,"none",11,20,70
1470,"none",10,1,55
1471,"none",24,18,219
1472,"none",19,20,134
1473,"bronze",8,8,180
1474,"silver",6,8,180
1475,"gold",3,8,180
1476,"gold",10,7,180
1477,"bronze",8,7,180
1478,"none",60,12,240
1479,"none",64,10,115
1480,"none",11,0,199
1481,"none",10,8,199
1482,"none",1,14,221
1483,"none",25,22,242
1484,"bronze",0,20,88
1485,"silver",6,8,209
1486,"bronze",14,8,80
1487,"silver",3,24,209
1488,"bronze",1,22,209
1489,"bronze",1,7,10
1490,"gold",2,0,31
1491,"bronze",1,25,31
1492,"none",2,8,63
1493,"none",5,0,18
1494,"none",5,13,84
1495,"none",2,18,43
1496,"none",3,21,43
1497,"gold",13,22,113
1498,"none",51,14,14
1499,"none",68,1,14
1500,"none",27,15,87
1501,"none",34,16,87
1502,"none",64,7,14
1503,"none",97,19,174
1504,"none",63,21,220
1505,"none",93,23,104
1506,"none",55,26,216
1507,"none",23,6,216
1508,"none",25,17,216
1509,"none",8,14,152
1510,"none",29,7,107
1511,"none",15,0,210
1512,"none",16,7,16
1513,"none",16,14,16
1514,"none",19,12,16
1515,"none",15,1,16
1516,"none",18,13,16
1517,"none",26,18,242
1518,"none",14,0,192
1519,"none",6,8,192
1520,"none",3,7,192
1521,"none",4,14,192
1522,"silver",4,5,80
1523,"none",14,22,125
1524,"none",46,18,112
1525,"none",20,21,112
1526,"none",40,0,112
1527,"none",7,0,135
1528,"none",5,8,135
1529,"none",43,13,112
1530,"none",28,12,134
1531,"none",15,21,63
1532,"none",14,0,63
1533,"none",41,13,219
1534,"none",87,18,216
1535,"gold",2,5,216
1536,"gold",5,26,216
1537,"none",87,9,41
1538,"none",2,8,123
1539,"none",14,18,235
1540,"none",62,26,80
1541,"silver",13,5,238
1542,"none",8,12,88
1543,"bronze",9,25,13
1544,"none",5,19,99
1545,"none",4,20,24
1546,"silver",0,1,29
1547,"none",7,13,29
1548,"bronze",5,12,11
1549,"none",9,23,67
1550,"none",66,0,14
1551,"none",6,1,88
1552,"bronze",2,13,226
1553,"none",25,20,119
1554,"none",14,25,231
1555,"bronze",6,23,41
1556,"gold",1,19,164
1557,"bronze",1,20,164
1558,"none",42,23,164
1559,"none",75,20,35
1560,"silver",2,13,178
1561,"gold",5,18,178
1562,"none",193,21,178
1563,"none",105,13,178
1564,"none",90,25,178
1565,"none",40,19,178
1566,"none",22,20,178
1567,"bronze",10,21,178
1568,"none",78,18,178
1569,"none",10,25,39
1570,"none",19,23,62
1571,"gold",11,0,178
1572,"none",20,23,178
1573,"none",142,8,178
1574,"none",37,22,178
1575,"bronze",8,12,178
1576,"none",35,26,178
1577,"silver",0,12,62
1578,"gold",3,1,62
1579,"none",48,0,62
1580,"gold",3,10,178
1581,"none",10,16,62
1582,"none",131,14,178
1583,"none",122,12,178
1584,"none",37,5,178
1585,"bronze",1,11,178
1586,"gold",5,11,178
1587,"gold",12,9,181
1588,"bronze",8,9,181
1589,"none",50,11,46
1590,"silver",5,18,178
1591,"silver",5,10,46
1592,"none",26,10,46
1593,"bronze",2,10,46
1594,"bronze",4,5,46
1595,"silver",22,8,46
1596,"none",2,7,150
1597,"none",0,14,34
1598,"gold",1,16,41
1599,"none",3,8,204
1600,"bronze",17,24,35
1601,"none",38,5,20
1602,"none",27,11,20
1603,"silver",3,7,20
1604,"none",57,22,180
1605,"none",9,2,90
1606,"none",12,3,90
1607,"none",9,4,90
1608,"none",10,10,90
1609,"silver",3,24,220
1610,"gold",7,18,220
1611,"none",20,19,68
1612,"none",52,14,56
1613,"bronze",2,14,56
1614,"none",8,15,10
1615,"gold",7,20,174
1616,"gold",9,13,80
1617,"silver",2,5,216
1618,"none",28,27,14
1619,"none",20,28,14
1620,"bronze",30,18,238
1621,"none",62,0,64
1622,"gold",4,8,64
1623,"bronze",7,13,64
1624,"none",39,22,64
1625,"gold",2,7,64
1626,"none",52,14,64
1627,"none",24,27,164
1628,"none",27,28,164
1629,"none",59,8,164
1630,"none",34,25,64
1631,"none",49,26,164
1632,"none",37,23,64
1633,"none",46,19,64
1634,"silver",3,21,164
1635,"gold",2,14,64
1636,"gold",1,0,164
1637,"gold",2,12,64
1638,"silver",3,22,64
1639,"none",62,1,64
1640,"none",27,29,164
1641,"bronze",5,6,164
1642,"none",28,18,64
1643,"silver",0,18,164
1644,"gold",5,14,31
1645,"silver",4,12,31
1646,"none",21,25,110
1647,"silver",1,22,41
1648,"none",21,21,94
1649,"none",6,19,22
1650,"gold",44,19,238
1651,"none",46,21,157
1652,"bronze",4,0,157
1653,"none",80,0,157
1654,"none",77,8,157
1655,"none",26,6,41
1656,"gold",8,9,238
1657,"none",50,10,41
1658,"gold",8,20,13
1659,"none",8,23,95
1660,"none",97,19,13
1661,"bronze",12,18,13
1662,"none",21,15,41
1663,"none",29,17,41
1664,"bronze",27,21,238
1665,"gold",1,18,215
1666,"silver",11,18,215
1667,"silver",7,0,215
1668,"bronze",4,0,215
1669,"gold",2,8,215
1670,"bronze",2,8,215
1671,"silver",3,16,215
1672,"none",28,27,215
1673,"silver",2,27,215
1674,"silver",2,11,215
1675,"none",30,9,215
1676,"bronze",5,18,215
1677,"silver",6,13,215
1678,"none",44,4,215
1679,"bronze",3,3,215
1680,"none",41,11,215
1681,"silver",4,8,215
1682,"bronze",2,2,215
1683,"bronze",11,0,13
1684,"none",56,14,51
1685,"none",22,1,119
1686,"none",54,12,64
1687,"bronze",9,23,115
1688,"silver",14,1,115
1689,"none",70,11,115
1690,"none",60,26,115
1691,"silver",8,7,115
1692,"none",155,14,113
1693,"none",22,20,196
1694,"none",12,22,51
1695,"none",2,8,38
1696,"none",4,13,38
1697,"none",13,4,209
1698,"none",7,10,209
1699,"none",6,18,141
1700,"none",49,7,175
1701,"none",4,27,90
1702,"bronze",27,25,238
1703,"bronze",5,10,164
1704,"silver",5,5,164
1705,"silver",1,23,164
1706,"none",55,13,64
1707,"none",26,26,180
1708,"none",67,25,180
1709,"none",6,16,180
1710,"bronze",12,24,180
1711,"none",45,21,180
1712,"none",137,13,174
1713,"none",25,11,124
1714,"silver",10,25,113
1715,"none",16,8,59
1716,"gold",2,10,216
1717,"silver",8,10,164
1718,"bronze",8,11,164
1719,"none",15,0,105
1720,"none",20,23,237
1721,"none",19,16,234
1722,"none",20,27,234
1723,"bronze",5,22,13
1724,"silver",8,22,13
1725,"silver",1,9,234
1726,"gold",9,8,13
1727,"none",50,1,110
1728,"none",9,20,132
1729,"none",7,14,132
1730,"none",5,12,132
1731,"none",17,24,132
1732,"gold",3,21,220
1733,"gold",13,7,80
1734,"none",115,0,180
1735,"silver",4,1,232
1736,"none",48,22,131
1737,"none",100,14,60
1738,"none",93,7,60
1739,"none",122,19,41
1740,"none",19,14,146
1741,"none",26,1,146
1742,"none",72,25,174
1743,"bronze",11,19,174
1744,"silver",6,12,174
1745,"none",21,13,67
1746,"none",36,7,106
1747,"none",8,20,131
1748,"gold",5,11,113
1749,"none",69,26,113
1750,"none",27,9,35
1751,"none",80,8,35
1752,"none",16,12,172
1753,"none",12,17,10
1754,"none",14,21,103
1755,"none",6,8,103
1756,"bronze",12,8,113
1757,"none",9,9,90
1758,"silver",9,20,35
1759,"none",76,7,35
1760,"none",6,6,35
1761,"none",8,16,35
1762,"none",7,27,35
1763,"bronze",4,20,35
1764,"bronze",6,23,35
1765,"none",42,1,164
1766,"none",33,17,113
1767,"bronze",8,5,87
1768,"bronze",5,11,87
1769,"none",12,2,180
1770,"gold",10,25,113
1771,"none",10,11,45
1772,"bronze",13,23,104
1773,"none",47,19,220
1774,"none",63,1,203
1775,"none",3,10,15
1776,"none",8,14,88
1777,"none",17,25,131
1778,"none",29,0,107
1779,"bronze",5,10,80
1780,"gold",4,5,80
1781,"bronze",6,21,180
1782,"silver",11,21,180
1783,"none",32,18,175
1784,"none",12,16,220
1785,"none",11,27,220
1786,"none",29,26,124
1787,"gold",1,22,220
1788,"bronze",5,11,216
1789,"none",44,18,21
1790,"gold",15,14,115
1791,"none",7,21,212
1792,"silver",4,1,108
1793,"gold",11,11,87
1794,"gold",10,26,87
1795,"none",4,19,27
1796,"none",80,8,216
1797,"silver",5,7,216
1798,"none",31,25,157
1799,"none",25,19,157
1800,"none",4,1,167
1801,"none",7,0,71
1802,"none",6,11,125
1803,"gold",7,5,41
1804,"none",97,1,104
1805,"none",106,13,104
1806,"none",8,29,180
1807,"none",9,6,180
1808,"none",26,4,180
1809,"none",21,10,180
1810,"none",25,5,180
1811,"none",30,11,180
1812,"none",91,22,104
1813,"silver",6,25,104
1814,"bronze",13,23,174
1815,"none",18,0,26
1816,"silver",2,26,80
1817,"bronze",26,14,238
1818,"bronze",0,24,99
1819,"silver",3,21,113
1820,"silver",1,22,106
1821,"none",50,1,106
1822,"none",33,10,118
1823,"none",3,26,15
1824,"none",56,9,174
1825,"none",79,14,180
1826,"gold",7,0,13
1827,"none",25,8,114
1828,"silver",4,5,113
1829,"none",61,21,14
1830,"silver",11,9,181
1831,"bronze",14,12,232
1832,"bronze",2,22,215
1833,"none",4,5,5
1834,"none",7,11,5
1835,"none",102,12,60
1836,"none",95,1,60
1837,"none",85,13,60
1838,"gold",23,1,181
1839,"none",112,12,20
1840,"none",8,19,108
1841,"none",7,25,1
1842,"none",36,22,90
1843,"none",21,28,113
1844,"none",204,12,46
1845,"none",140,8,46
1846,"none",4,14,123
1847,"bronze",0,28,115
1848,"gold",12,20,115
1849,"none",2,27,149
1850,"gold",1,18,149
1851,"none",2,25,125
1852,"bronze",4,14,227
1853,"bronze",7,10,87
1854,"gold",12,10,87
1855,"gold",12,5,87
1856,"silver",5,3,164
1857,"none",5,13,23
1858,"none",15,3,124
1859,"none",18,17,180
1860,"none",36,3,180
1861,"none",7,3,31
1862,"none",0,10,31
1863,"none",63,21,21
1864,"silver",9,7,155
1865,"none",66,0,21
1866,"none",49,8,21
1867,"none",60,7,21
1868,"none",38,2,14
1869,"none",35,3,14
1870,"gold",6,3,14
1871,"none",14,0,9
1872,"none",13,13,239
1873,"none",59,1,206
1874,"none",6,7,137
1875,"none",13,0,67
1876,"gold",1,1,143
1877,"none",16,21,95
1878,"silver",7,25,80
1879,"none",8,12,228
1880,"silver",0,0,112
1881,"silver",6,14,57
1882,"bronze",20,13,115
1883,"none",31,12,124
1884,"gold",0,11,115
1885,"bronze",17,1,115
1886,"gold",9,23,115
1887,"none",2,3,26
1888,"none",2,2,26
1889,"none",43,8,51
1890,"none",17,8,45
1891,"none",33,19,51
1892,"none",18,25,51
1893,"none",34,18,51
1894,"none",56,0,176
1895,"none",43,26,118
1896,"silver",4,21,220
1897,"none",25,21,105
1898,"bronze",8,1,31
1899,"none",11,21,150
1900,"none",35,1,45
1901,"gold",7,21,180
1902,"none",31,27,80
1903,"none",21,15,80
1904,"none",18,16,80
1905,"none",23,8,107
1906,"none",29,27,41
1907,"silver",2,18,209
1908,"none",73,1,157
1909,"none",5,22,99
1910,"none",14,19,225
1911,"none",14,18,225
1912,"none",5,6,157
1913,"silver",3,3,41
1914,"none",61,20,157
1915,"none",31,14,110
1916,"none",40,12,110
1917,"none",84,13,157
1918,"none",7,2,176
1919,"none",38,12,219
1920,"none",34,1,219
1921,"none",117,24,180
1922,"bronze",2,25,234
1923,"none",18,9,130
1924,"none",12,15,216
1925,"none",41,25,219
1926,"bronze",10,14,57
1927,"none",10,21,131
1928,"none",7,7,131
1929,"none",25,13,124
1930,"none",3,29,5
1931,"none",12,24,59
1932,"none",17,14,95
1933,"none",12,12,95
1934,"none",12,24,68
1935,"none",13,12,70
1936,"none",16,2,10
1937,"silver",2,20,113
1938,"none",33,22,31
1939,"none",14,19,158
1940,"bronze",2,8,107
1941,"none",20,1,67
1942,"none",21,8,171
1943,"none",6,15,209
1944,"none",3,13,5
1945,"none",11,25,112
1946,"silver",7,0,115
1947,"bronze",4,8,115
1948,"silver",4,14,20
1949,"none",3,6,59
1950,"none",3,17,59
1951,"none",5,2,59
1952,"none",5,3,59
1953,"none",94,0,155
1954,"none",21,20,219
1955,"none",14,1,171
1956,"none",16,22,219
1957,"none",2,6,90
1958,"none",4,17,90
1959,"none",50,0,90
1960,"none",2,7,98
1961,"gold",8,9,87
1962,"gold",4,27,113
1963,"silver",16,18,180
1964,"silver",18,18,41
1965,"silver",16,1,234
1966,"none",18,12,225
1967,"gold",1,12,225
1968,"none",16,20,225
1969,"none",35,2,234
1970,"none",30,3,234
1971,"gold",3,17,238
1972,"gold",2,21,13
1973,"silver",5,21,13
1974,"bronze",6,12,41
1975,"none",6,29,157
1976,"none",38,22,110
1977,"gold",34,23,238
1978,"none",120,12,104
1979,"none",16,12,105
1980,"none",19,1,105
1981,"none",6,17,105
1982,"bronze",26,8,87
1983,"silver",15,14,87
1984,"silver",18,1,87
1985,"none",3,21,33
1986,"none",62,22,220
1987,"gold",34,22,238
1988,"none",5,5,31
1989,"none",8,11,31
1990,"none",28,16,14
1991,"none",47,10,14
1992,"bronze",18,12,80
1993,"none",9,4,105
1994,"none",5,10,105
1995,"none",41,1,112
1996,"none",33,7,226
1997,"none",24,28,80
1998,"none",20,29,80
1999,"none",34,23,242
2000,"none",7,20,1
2001,"none",20,14,67
2002,"silver",6,0,209
2003,"none",22,14,45
2004,"none",8,14,55
2005,"bronze",13,14,80
2006,"none",9,20,26
2007,"none",30,12,176
2008,"none",17,5,10
2009,"none",9,1,141
2010,"gold",2,20,220
2011,"none",15,0,125
2012,"none",19,18,125
2013,"none",48,13,197
2014,"silver",28,7,181
2015,"gold",0,14,118
2016,"none",20,4,124
2017,"none",16,1,179
2018,"none",41,10,232
2019,"none",19,13,59
2020,"none",22,16,115
2021,"none",38,14,112
2022,"silver",2,13,11
2023,"none",41,12,164
2024,"gold",2,24,215
2025,"bronze",3,27,215
2026,"bronze",1,28,215
2027,"none",7,20,168
2028,"silver",2,26,115
2029,"none",50,12,130
2030,"gold",1,1,130
2031,"silver",7,12,115
2032,"bronze",5,7,86
2033,"gold",1,14,86
2034,"silver",30,21,238
2035,"none",18,19,119
2036,"silver",4,19,119
2037,"gold",2,20,119
2038,"none",3,19,26
2039,"none",11,18,26
2040,"none",3,6,26
2041,"bronze",30,20,238
2042,"bronze",2,2,14
2043,"none",77,7,216
2044,"bronze",3,12,216
2045,"silver",1,8,79
2046,"none",7,9,105
2047,"silver",1,12,105
2048,"bronze",1,23,166
2049,"none",7,14,248
2050,"none",21,18,78
2051,"none",31,21,78
2052,"silver",15,12,13
2053,"none",4,14,92
2054,"bronze",17,13,234
2055,"gold",36,21,238
2056,"none",28,13,114
2057,"gold",6,13,114
2058,"silver",11,13,13
2059,"bronze",2,15,238
2060,"silver",6,14,90
2061,"none",8,21,213
2062,"none",6,0,213
2063,"none",61,9,164
2064,"none",36,0,227
2065,"bronze",3,14,15
2066,"none",2,7,72
2067,"gold",1,19,64
2068,"silver",4,12,215
2069,"gold",3,16,215
2070,"none",48,23,157
2071,"gold",8,1,113
2072,"none",13,12,218
2073,"bronze",2,1,75
2074,"none",37,4,14
2075,"silver",5,0,180
2076,"bronze",10,7,20
2077,"none",21,5,124
2078,"silver",6,4,41
2079,"none",4,8,71
2080,"none",28,18,172
2081,"none",18,19,219
2082,"none",32,23,219
2083,"none",2,18,204
2084,"none",0,0,204
2085,"none",19,19,45
2086,"gold",1,19,227
2087,"none",35,18,220
2088,"none",9,29,35
2089,"none",11,17,35
2090,"none",13,14,40
2091,"bronze",1,1,240
2092,"none",6,8,228
2093,"none",7,7,228
2094,"none",3,20,99
2095,"none",3,13,52
2096,"silver",0,18,217
2097,"none",19,21,19
2098,"none",7,1,94
2099,"gold",6,22,227
2100,"none",5,12,137
2101,"none",6,13,128
2102,"silver",1,15,41
2103,"none",16,6,80
2104,"none",24,17,80
2105,"gold",6,0,113
2106,"bronze",1,10,234
2107,"none",22,21,196
2108,"none",19,0,196
2109,"silver",30,20,238
2110,"none",42,1,47
2111,"none",32,12,47
2112,"none",32,13,47
2113,"none",48,21,47
2114,"none",38,0,47
2115,"none",6,1,84
2116,"none",15,11,209
2117,"none",44,22,206
2118,"none",45,4,41
2119,"silver",4,10,41
2120,"none",28,6,113
2121,"none",48,24,14
2122,"none",70,18,14
2123,"silver",10,13,87
2124,"bronze",1,27,164
2125,"gold",6,27,164
2126,"bronze",5,28,164
2127,"none",3,13,187
2128,"none",6,13,150
2129,"none",6,12,100
2130,"none",9,7,132
2131,"none",20,7,141
2132,"none",4,13,144
2133,"none",5,8,33
2134,"none",8,18,191
2135,"none",5,1,151
2136,"silver",3,6,164
2137,"silver",1,17,164
2138,"gold",3,17,164
2139,"silver",10,22,113
2140,"none",27,7,73
2141,"bronze",3,16,113
2142,"none",9,14,198
2143,"bronze",36,0,238
2144,"none",80,22,14
2145,"none",44,23,14
2146,"none",14,21,169
2147,"none",6,21,70
2148,"none",42,7,112
2149,"none",45,12,112
2150,"silver",4,5,181
2151,"none",19,18,103
2152,"none",26,0,95
2153,"none",26,21,146
2154,"bronze",2,1,143
2155,"none",43,20,90
2156,"bronze",2,12,227
2157,"none",9,21,59
2158,"none",16,0,59
2159,"none",33,8,11
2160,"none",24,7,11
2161,"none",10,21,61
2162,"bronze",0,13,134
2163,"gold",1,7,160
2164,"none",23,7,119
2165,"bronze",15,22,238
2166,"none",16,20,105
2167,"none",2,17,125
2168,"gold",5,18,80
2169,"none",7,25,226
2170,"none",5,19,226
2171,"gold",2,14,10
2172,"bronze",4,13,75
2173,"gold",0,13,75
2174,"none",37,14,226
2175,"bronze",1,10,20
2176,"none",13,11,227
2177,"none",8,26,227
2178,"none",7,20,151
2179,"none",6,20,61
2180,"none",7,23,61
2181,"none",15,18,133
2182,"none",15,21,133
2183,"none",4,13,222
2184,"bronze",2,18,227
2185,"silver",1,1,10
2186,"none",25,24,171
2187,"silver",6,7,114
2188,"none",6,29,227
2189,"none",4,19,1
2190,"gold",1,25,227
2191,"bronze",4,1,20
2192,"gold",2,1,20
2193,"silver",6,24,57
2194,"none",66,5,115
2195,"bronze",0,22,109
2196,"none",4,14,1
2197,"none",2,12,1
2198,"none",4,1,1
2199,"silver",11,14,209
2200,"none",5,11,11
2201,"none",1,26,149
2202,"none",16,1,196
2203,"none",44,9,46
2204,"none",1,13,140
2205,"none",15,12,196
2206,"none",26,23,196
2207,"bronze",9,18,46
2208,"none",96,18,46
2209,"none",2,13,246
2210,"none",20,18,196
2211,"bronze",28,0,87
2212,"silver",18,8,87
2213,"silver",6,1,155
2214,"none",8,27,155
2215,"bronze",2,27,155
2216,"silver",2,28,155
2217,"gold",3,28,155
2218,"none",20,7,146
2219,"bronze",4,14,60
2220,"none",55,14,202
2221,"bronze",11,8,232
2222,"silver",34,23,238
2223,"none",12,25,247
2224,"none",33,26,202
2225,"none",33,5,202
2226,"none",22,3,220
2227,"none",7,4,28
2228,"none",62,14,203
2229,"none",39,13,56
2230,"bronze",7,0,180
2231,"silver",20,22,238
2232,"none",15,0,169
2233,"none",25,20,106
2234,"none",4,14,63
2235,"bronze",9,12,20
2236,"none",38,11,202
2237,"none",22,4,202
2238,"bronze",2,14,202
2239,"none",8,8,198
2240,"silver",17,7,87
2241,"silver",10,1,209
2242,"silver",61,18,238
2243,"none",17,27,174
2244,"none",16,28,174
2245,"none",25,29,174
2246,"silver",3,27,14
2247,"none",32,29,14
2248,"silver",3,29,216
2249,"silver",1,6,216
2250,"silver",3,20,216
2251,"none",64,5,113
2252,"gold",13,14,87
2253,"none",9,1,125
2254,"silver",5,19,180
2255,"silver",15,26,238
2256,"silver",9,7,234
2257,"bronze",1,15,215
2258,"bronze",4,26,79
2259,"gold",7,13,113
2260,"none",70,12,216
2261,"silver",2,13,216
2262,"gold",6,24,104
2263,"bronze",9,25,174
2264,"none",21,24,196
2265,"silver",4,0,80
2266,"none",16,14,196
2267,"none",29,0,146
2268,"none",25,12,146
2269,"none",18,17,178
2270,"none",21,2,178
2271,"none",123,7,178
2272,"none",122,1,178
2273,"silver",9,21,178
2274,"bronze",4,23,178
2275,"none",119,0,178
2276,"bronze",7,1,178
2277,"silver",6,14,41
2278,"none",52,19,21
2279,"none",51,20,21
2280,"none",12,22,176
2281,"none",1,19,136
2282,"none",6,12,136
2283,"silver",0,8,240
2284,"none",30,0,130
2285,"none",3,12,84
2286,"none",6,21,97
2287,"none",10,0,97
2288,"none",5,7,97
2289,"none",22,12,68
2290,"none",8,23,149
2291,"bronze",0,8,3
2292,"none",30,14,134
2293,"bronze",12,26,238
2294,"none",63,8,0
2295,"none",1,8,193
2296,"none",5,14,154
2297,"silver",6,4,87
2298,"gold",2,14,114
2299,"none",8,25,225
2300,"gold",6,10,238
2301,"none",4,14,9
2302,"none",4,12,9
2303,"none",3,1,9
2304,"none",5,13,9
2305,"gold",2,8,41
2306,"gold",4,1,114
2307,"silver",5,23,234
2308,"bronze",4,11,80
2309,"bronze",4,4,80
2310,"silver",1,12,16
2311,"gold",14,12,13
2312,"silver",16,1,13
2313,"gold",0,4,232
2314,"none",34,17,220
2315,"none",20,10,202
2316,"none",38,9,202
2317,"bronze",11,19,104
2318,"bronze",15,20,104
2319,"none",4,8,53
2320,"none",4,7,53
2321,"none",4,14,53
2322,"none",4,12,53
2323,"none",5,1,53
2324,"gold",6,6,238
2325,"gold",11,13,115
2326,"none",7,21,42
2327,"none",56,26,60
2328,"none",61,9,60
2329,"none",105,8,60
2330,"none",2,13,1
2331,"none",26,1,11
2332,"none",37,20,146
2333,"none",27,23,146
2334,"none",116,14,174
2335,"gold",10,5,238
2336,"bronze",7,11,41
2337,"none",78,21,155
2338,"silver",13,20,104
