"id","type","id_jo","id_country"
21326,"none",7,206
21327,"none",14,206
21328,"none",20,13
21329,"none",1,238
21330,"none",13,41
21331,"none",0,41
21332,"none",14,209
21333,"none",12,157
21334,"none",19,
21335,"none",19,
21336,"none",19,
21337,"none",20,
21338,"none",20,
21339,"none",19,80
21340,"none",20,80
21341,"none",23,80
21342,"none",18,80
21343,"none",18,234
21344,"none",21,234
21345,"none",0,234
21346,"none",20,155
21347,"none",24,234
21348,"none",18,234
21349,"none",21,234
21350,"Gold",8,238
21351,"Gold",14,238
21352,"Gold",12,238
21353,"Gold",1,238
21354,"none",12,87
21355,"none",12,87
21356,"none",12,87
21357,"none",12,87
21358,"none",12,87
21359,"none",12,87
21360,"none",12,87
21361,"none",1,87
21362,"none",1,87
21363,"none",1,87
21364,"none",1,87
21365,"none",1,87
21366,"none",1,87
21367,"none",1,87
21368,"none",21,6
21369,"none",22,87
21370,"Silver",25,87
21371,"none",19,
21372,"none",21,80
21373,"none",20,35
21374,"none",14,35
21375,"none",12,35
21376,"none",25,35
21377,"none",5,35
21378,"none",5,35
21379,"none",5,35
21380,"none",19,35
21381,"none",17,35
21382,"none",4,181
21383,"none",4,181
21384,"none",10,181
21385,"none",10,181
21386,"none",5,181
21387,"none",5,181
21388,"Gold",11,181
21389,"none",11,181
21390,"none",12,181
21391,"none",12,181
21392,"Gold",16,
21393,"Gold",16,
21394,"Gold",16,
21395,"none",1,110
21396,"none",13,110
21397,"none",1,13
21398,"none",18,13
21399,"none",19,13
21400,"none",23,35
21401,"none",24,35
21402,"none",19,41
21403,"none",12,13
21404,"none",1,13
21405,"none",13,13
21406,"Bronze",8,13
21407,"Silver",7,13
21408,"none",13,41
21409,"none",14,13
21410,"none",19,168
21411,"none",12,41
21412,"none",21,234
21413,"none",21,234
21414,"none",21,234
21415,"none",12,155
21416,"none",12,13
21417,"Bronze",12,238
21418,"none",18,238
21419,"none",20,13
21420,"none",23,13
21421,"none",2,41
21422,"none",2,41
21423,"none",2,41
21424,"none",7,13
21425,"none",25,41
21426,"none",26,41
21427,"none",26,41
21428,"none",26,41
21429,"none",9,41
21430,"none",9,41
21431,"none",9,41
21432,"none",27,41
21433,"none",28,238
21434,"none",21,196
21435,"none",20,88
21436,"none",25,64
21437,"none",24,196
21438,"none",24,196
21439,"none",23,10
21440,"none",23,10
21441,"none",20,80
21442,"Silver",21,238
21443,"none",13,80
21444,"none",13,80
21445,"none",13,80
21446,"none",3,80
21447,"none",3,80
21448,"Silver",8,41
21449,"none",22,234
21450,"none",24,234
21451,"none",25,13
21452,"none",8,181
21453,"none",8,181
21454,"none",7,181
21455,"none",7,181
21456,"none",14,181
21457,"Gold",12,181
21458,"none",2,
21459,"none",2,
21460,"none",3,
21461,"none",3,
21462,"Gold",26,41
21463,"none",21,234
21464,"none",25,13
21465,"none",12,157
21466,"none",1,157
21467,"none",1,157
21468,"none",13,157
21469,"none",13,157
21470,"none",19,13
21471,"Silver",19,13
21472,"none",19,13
21473,"Silver",20,13
21474,"Silver",20,13
21475,"none",20,13
21476,"none",20,13
21477,"none",23,13
21478,"none",23,13
21479,"none",23,13
21480,"none",0,157
21481,"none",23,13
21482,"none",11,13
21483,"none",0,41
21484,"none",8,41
21485,"none",0,41
21486,"none",19,41
21487,"none",19,41
21488,"none",20,41
21489,"none",20,41
21490,"none",23,41
21491,"none",25,242
21492,"none",19,242
21493,"none",20,64
21494,"none",11,181
21495,"none",18,171
21496,"none",8,171
21497,"none",24,171
21498,"Silver",18,171
21499,"none",21,171
21500,"none",0,171
21501,"none",8,171
21502,"none",8,171
21503,"none",7,171
21504,"none",14,171
21505,"none",14,171
21506,"none",13,171
21507,"none",24,180
21508,"none",1,118
21509,"none",22,174
21510,"Silver",9,238
21511,"none",20,238
21512,"none",23,238
21513,"none",23,238
21514,"none",8,232
21515,"Bronze",17,
21516,"none",17,
21517,"none",13,35
21518,"none",21,35
21519,"none",21,35
21520,"none",2,35
21521,"none",2,35
21522,"none",2,35
21523,"none",7,35
21524,"none",14,35
21525,"Silver",0,35
21526,"Gold",8,35
21527,"none",17,35
21528,"none",20,35
21529,"none",24,35
21530,"Bronze",24,35
21531,"none",12,203
21532,"none",1,203
21533,"none",0,203
21534,"none",1,203
21535,"none",13,203
21536,"none",2,
21537,"none",22,220
21538,"none",21,13
21539,"none",25,227
21540,"none",7,80
21541,"none",15,80
21542,"none",15,80
21543,"Bronze",15,80
21544,"none",2,80
21545,"none",3,80
21546,"none",10,80
21547,"none",5,80
21548,"none",12,218
21549,"none",0,14
21550,"none",7,14
21551,"none",3,104
21552,"none",3,104
21553,"none",3,104
21554,"none",3,104
21555,"none",3,104
21556,"none",4,104
21557,"none",4,104
21558,"none",10,104
21559,"none",12,104
21560,"none",10,80
21561,"none",5,80
21562,"none",11,80
21563,"Bronze",26,80
21564,"none",13,113
21565,"none",9,164
21566,"none",9,164
21567,"none",9,164
21568,"none",9,164
21569,"none",9,164
21570,"none",26,164
21571,"Gold",26,164
21572,"none",9,164
21573,"none",9,164
21574,"none",9,164
21575,"none",9,164
21576,"none",6,164
21577,"Bronze",6,164
21578,"none",2,164
21579,"none",6,164
21580,"none",17,164
21581,"none",2,164
21582,"none",2,164
21583,"none",11,164
21584,"none",11,164
21585,"none",26,164
21586,"Bronze",26,164
21587,"none",26,164
21588,"none",26,164
21589,"none",26,164
21590,"none",9,164
21591,"none",9,164
21592,"none",9,164
21593,"none",9,164
21594,"none",26,164
21595,"none",26,164
21596,"none",9,164
21597,"none",9,164
21598,"none",19,64
21599,"none",20,64
21600,"none",20,64
21601,"none",20,64
21602,"none",13,64
21603,"none",20,164
21604,"none",23,164
21605,"none",20,64
21606,"none",23,64
21607,"Gold",8,64
21608,"Gold",7,64
21609,"none",28,164
21610,"Silver",28,164
21611,"none",29,164
21612,"none",29,164
21613,"none",6,164
21614,"none",6,164
21615,"none",6,164
21616,"Silver",6,164
21617,"none",17,164
21618,"none",2,164
21619,"none",2,164
21620,"none",23,155
21621,"none",23,155
21622,"none",23,155
21623,"none",23,155
21624,"none",23,155
21625,"none",23,155
21626,"none",1,155
21627,"none",13,155
21628,"none",14,155
21629,"Gold",10,164
21630,"none",19,164
21631,"none",19,164
21632,"none",19,164
21633,"none",19,164
21634,"none",19,164
21635,"none",19,164
21636,"Bronze",7,234
21637,"none",14,234
21638,"Bronze",12,234
21639,"Gold",12,234
21640,"none",1,234
21641,"none",20,
21642,"none",20,
21643,"none",23,
21644,"none",20,209
21645,"none",24,209
21646,"none",20,
21647,"none",23,
21648,"none",24,
21649,"none",21,238
21650,"none",21,113
21651,"none",0,113
21652,"Silver",8,113
21653,"Bronze",7,113
21654,"none",1,113
21655,"none",1,113
21656,"none",0,234
21657,"none",8,234
21658,"none",23,238
21659,"none",0,176
21660,"none",21,176
21661,"none",0,234
21662,"none",0,234
21663,"none",13,209
21664,"none",9,15
21665,"none",9,15
21666,"none",25,216
21667,"none",7,238
21668,"none",23,10
21669,"none",23,10
21670,"none",10,203
21671,"none",10,203
21672,"none",5,203
21673,"none",5,203
21674,"none",13,238
21675,"none",23,
21676,"none",0,234
21677,"none",8,234
21678,"none",8,234
21679,"none",4,13
21680,"none",4,13
21681,"Bronze",4,13
21682,"none",10,13
21683,"none",10,13
21684,"none",10,13
21685,"none",5,13
21686,"Gold",5,13
21687,"none",5,13
21688,"none",5,13
21689,"none",10,41
21690,"none",23,114
21691,"none",23,114
21692,"none",23,114
21693,"none",24,114
21694,"none",24,114
21695,"none",24,114
21696,"Silver",22,238
21697,"none",26,238
21698,"none",18,238
21699,"none",18,238
21700,"none",20,
21701,"none",14,41
21702,"none",12,41
21703,"Bronze",14,13
21704,"none",12,13
21705,"Gold",25,238
21706,"none",22,234
21707,"none",22,234
21708,"none",2,41
21709,"none",19,238
21710,"Bronze",20,238
21711,"none",21,238
21712,"none",12,238
21713,"none",1,234
21714,"none",0,238
21715,"none",0,238
21716,"none",10,41
21717,"none",5,41
21718,"none",23,41
21719,"none",18,41
21720,"none",23,234
21721,"none",23,234
21722,"none",23,234
21723,"none",14,157
21724,"none",24,13
21725,"none",24,13
21726,"none",21,238
21727,"none",25,13
21728,"none",25,13
21729,"none",19,13
21730,"none",19,13
21731,"none",18,234
21732,"none",21,234
21733,"none",21,13
21734,"none",0,13
21735,"none",8,13
21736,"none",7,13
21737,"none",7,157
21738,"none",19,110
21739,"none",20,110
21740,"Silver",0,238
21741,"none",23,238
21742,"none",22,175
21743,"none",18,31
21744,"none",23,31
21745,"none",24,31
21746,"none",24,31
21747,"none",7,113
21748,"none",13,175
21749,"none",19,215
21750,"none",19,215
21751,"Gold",22,238
21752,"none",1,234
21753,"none",14,216
21754,"none",13,216
21755,"none",13,216
21756,"none",13,216
21757,"none",13,216
21758,"none",13,216
21759,"none",13,216
21760,"none",13,216
21761,"Gold",20,
21762,"none",23,
21763,"none",1,3
21764,"none",21,238
21765,"none",21,3
21766,"none",0,3
21767,"none",7,41
21768,"none",0,113
21769,"none",0,113
21770,"none",13,113
21771,"none",11,181
21772,"none",7,88
21773,"none",14,88
21774,"none",21,160
21775,"none",25,248
21776,"Silver",18,41
21777,"none",7,45
21778,"none",0,234
21779,"none",21,13
21780,"Bronze",12,57
21781,"none",1,57
21782,"none",25,234
21783,"Gold",19,234
21784,"none",8,234
21785,"none",8,234
21786,"none",1,41
21787,"none",0,9
21788,"none",1,203
21789,"none",1,203
21790,"none",22,80
21791,"none",13,157
21792,"Silver",7,234
21793,"none",14,234
21794,"Silver",14,234
21795,"none",8,41
21796,"none",8,41
21797,"none",12,197
21798,"none",1,197
21799,"Silver",13,197
21800,"none",0,87
21801,"none",8,87
21802,"none",21,41
21803,"none",8,41
21804,"none",8,41
21805,"none",8,113
21806,"none",21,234
21807,"none",21,113
21808,"none",7,41
21809,"none",14,41
21810,"Bronze",12,41
21811,"none",8,113
21812,"none",8,113
21813,"none",7,41
21814,"none",14,14
21815,"none",12,14
21816,"none",22,226
21817,"none",22,226
21818,"none",19,113
21819,"Bronze",19,113
21820,"Gold",18,157
21821,"none",21,157
21822,"none",14,95
21823,"none",13,95
21824,"none",12,238
21825,"Silver",8,31
21826,"none",8,113
21827,"none",12,113
21828,"none",5,13
21829,"none",5,13
21830,"none",5,13
21831,"none",11,13
21832,"none",26,13
21833,"none",26,13
21834,"none",18,41
21835,"none",21,41
21836,"none",24,199
21837,"none",24,199
21838,"none",24,199
21839,"none",1,6
21840,"none",13,6
21841,"none",24,175
21842,"Gold",7,40
21843,"Bronze",18,13
21844,"none",4,216
21845,"Bronze",10,216
21846,"none",22,238
21847,"Bronze",25,238
21848,"none",12,248
21849,"none",23,
21850,"none",6,
21851,"none",13,95
21852,"none",23,41
21853,"none",24,216
21854,"none",0,87
21855,"none",8,87
21856,"none",22,31
21857,"none",7,174
21858,"Bronze",7,87
21859,"none",24,
21860,"none",24,
21861,"none",23,215
21862,"none",23,215
21863,"none",26,238
21864,"none",18,171
21865,"none",18,171
21866,"none",18,171
21867,"none",7,113
21868,"none",14,176
21869,"none",22,113
21870,"none",21,215
21871,"none",0,215
21872,"none",8,215
21873,"none",7,215
21874,"none",0,14
21875,"none",0,14
21876,"none",12,14
21877,"none",12,14
21878,"none",1,14
21879,"none",1,14
21880,"none",13,14
21881,"none",12,14
21882,"none",1,14
21883,"none",3,87
21884,"none",4,87
21885,"none",10,87
21886,"none",7,216
21887,"none",7,216
21888,"none",14,216
21889,"none",12,216
21890,"none",10,14
21891,"none",5,14
21892,"none",28,
21893,"Silver",29,
21894,"none",6,
21895,"none",8,213
21896,"Bronze",7,238
21897,"Gold",8,238
21898,"none",9,164
21899,"none",29,215
21900,"none",29,215
21901,"none",20,14
21902,"none",20,14
21903,"none",23,14
21904,"none",18,14
21905,"none",24,215
21906,"none",3,216
21907,"none",12,21
21908,"none",14,87
21909,"none",13,87
21910,"Silver",13,87
21911,"none",17,
21912,"none",17,
21913,"none",17,
21914,"none",7,215
21915,"none",0,87
21916,"none",4,215
21917,"none",4,215
21918,"none",4,215
21919,"Bronze",16,164
21920,"Bronze",16,164
21921,"none",16,113
21922,"none",23,174
21923,"none",22,143
21924,"none",25,143
21925,"none",19,143
21926,"Silver",20,104
21927,"none",20,35
21928,"none",21,220
21929,"none",21,220
21930,"none",0,
21931,"none",10,203
21932,"none",10,203
21933,"none",10,203
21934,"none",5,203
21935,"none",5,203
21936,"none",5,203
21937,"none",11,203
21938,"none",11,203
21939,"none",11,203
21940,"none",11,203
21941,"none",26,203
21942,"none",26,203
21943,"none",26,203
21944,"Gold",4,87
21945,"none",12,41
21946,"none",1,41
21947,"none",13,41
21948,"none",24,234
21949,"none",24,234
21950,"none",18,234
21951,"none",21,234
21952,"none",0,164
21953,"none",0,164
21954,"Bronze",20,
21955,"Gold",23,
21956,"none",8,238
21957,"none",13,10
21958,"none",14,180
21959,"Silver",12,180
21960,"none",1,180
21961,"none",1,180
21962,"none",13,180
21963,"Gold",13,180
21964,"none",19,35
21965,"none",8,175
21966,"none",20,155
21967,"none",2,216
21968,"none",3,216
21969,"none",1,234
21970,"Gold",1,234
21971,"none",0,113
21972,"none",23,164
21973,"Gold",8,232
21974,"none",7,232
21975,"none",14,232
21976,"none",3,41
21977,"Gold",4,41
21978,"none",10,41
21979,"none",5,41
21980,"none",7,41
21981,"none",24,155
21982,"none",2,41
21983,"Bronze",3,41
21984,"Bronze",4,41
21985,"none",25,21
21986,"none",19,21
21987,"none",12,180
21988,"none",1,180
21989,"none",7,179
21990,"none",14,179
21991,"none",14,179
21992,"none",12,179
21993,"none",20,35
21994,"none",20,35
21995,"none",23,35
21996,"none",23,35
21997,"none",23,35
21998,"none",24,35
21999,"none",9,164
22000,"none",17,164
22001,"none",9,164
22002,"none",23,164
22003,"none",23,164
22004,"none",23,225
22005,"none",23,225
22006,"none",24,225
22007,"none",24,225
22008,"none",24,225
22009,"none",12,19
22010,"none",1,19
22011,"none",1,19
22012,"none",1,35
22013,"none",1,35
22014,"none",0,35
22015,"none",8,35
22016,"none",7,215
22017,"none",7,215
22018,"none",1,215
22019,"none",1,215
22020,"none",8,180
22021,"none",8,180
22022,"none",25,180
22023,"none",19,180
22024,"none",18,
22025,"none",1,216
22026,"none",13,216
22027,"none",7,155
22028,"none",11,80
22029,"none",11,80
22030,"none",26,80
22031,"none",26,80
22032,"none",26,80
22033,"none",9,80
22034,"none",9,80
22035,"none",9,80
22036,"none",12,80
22037,"none",11,13
22038,"none",11,13
22039,"none",26,13
22040,"none",26,13
22041,"none",18,
22042,"none",13,41
22043,"none",24,
22044,"none",24,131
22045,"none",18,131
22046,"none",1,87
22047,"none",13,87
22048,"Gold",23,
22049,"Gold",23,
22050,"none",16,87
22051,"none",16,87
22052,"none",18,216
22053,"none",20,131
22054,"none",23,131
22055,"none",21,
22056,"none",13,155
22057,"none",8,87
22058,"none",8,87
22059,"none",8,87
22060,"none",7,87
22061,"none",4,87
22062,"none",4,87
22063,"none",18,
22064,"none",21,
22065,"Bronze",0,87
22066,"none",8,87
22067,"none",7,87
22068,"none",20,
22069,"none",2,
22070,"none",2,
22071,"none",3,216
22072,"none",4,216
22073,"none",4,216
22074,"none",4,216
22075,"none",4,216
22076,"none",27,14
22077,"none",27,14
22078,"none",28,14
22079,"none",28,14
22080,"none",22,14
22081,"none",5,87
22082,"none",23,
22083,"Bronze",23,
22084,"none",18,237
22085,"none",21,237
22086,"none",0,237
22087,"none",20,
22088,"none",22,113
22089,"none",12,104
22090,"none",0,238
22091,"none",8,238
22092,"none",8,238
22093,"none",1,242
22094,"none",1,242
22095,"none",13,242
22096,"none",13,242
22097,"none",21,143
22098,"none",8,242
22099,"none",12,242
22100,"none",7,45
22101,"none",1,45
22102,"none",1,68
22103,"none",13,68
22104,"none",24,57
22105,"none",24,57
22106,"none",24,57
22107,"none",24,57
22108,"none",24,57
22109,"none",24,57
22110,"none",24,57
22111,"none",24,57
22112,"none",13,209
22113,"none",7,209
22114,"none",14,143
22115,"none",1,158
22116,"none",0,209
22117,"none",0,209
22118,"none",24,174
22119,"none",25,234
22120,"none",11,157
22121,"none",11,157
22122,"none",26,157
22123,"Gold",13,234
22124,"none",0,157
22125,"none",0,157
22126,"none",0,157
22127,"none",8,157
22128,"none",8,157
22129,"none",8,157
22130,"none",8,157
22131,"none",8,157
22132,"none",26,118
22133,"none",7,181
22134,"none",14,181
22135,"none",0,175
22136,"none",0,175
22137,"Gold",13,31
22138,"none",21,
22139,"Bronze",0,130
22140,"none",20,
22141,"none",20,
22142,"none",20,
22143,"none",20,
22144,"none",20,
22145,"none",20,
22146,"none",14,238
22147,"none",22,13
22148,"none",22,13
22149,"none",22,13
22150,"Silver",13,157
22151,"none",18,238
22152,"none",22,13
22153,"none",22,13
22154,"none",22,13
22155,"none",22,13
22156,"none",22,13
22157,"none",7,157
22158,"none",7,234
22159,"none",1,238
22160,"none",7,155
22161,"none",14,113
22162,"none",14,113
22163,"none",12,113
22164,"none",12,113
22165,"none",1,113
22166,"none",13,113
22167,"none",13,113
22168,"none",23,164
22169,"none",6,216
22170,"none",6,216
22171,"Bronze",21,
22172,"none",22,87
22173,"Bronze",22,87
22174,"none",25,87
22175,"none",25,87
22176,"none",19,
22177,"none",19,
22178,"none",13,153
22179,"none",24,
22180,"none",24,
22181,"none",7,60
22182,"none",7,60
22183,"none",22,238
22184,"none",19,234
22185,"none",19,234
22186,"none",20,234
22187,"none",20,234
22188,"none",22,113
22189,"Silver",25,113
22190,"none",19,113
22191,"none",21,21
22192,"Silver",0,21
22193,"none",8,21
22194,"none",0,238
22195,"Bronze",0,238
22196,"none",21,64
22197,"none",26,87
22198,"none",19,155
22199,"none",3,164
22200,"none",3,164
22201,"none",3,164
22202,"Gold",4,164
22203,"Silver",4,164
22204,"none",4,164
22205,"none",10,164
22206,"none",2,164
22207,"none",2,164
22208,"none",8,234
22209,"none",8,234
22210,"none",12,234
22211,"none",12,234
22212,"none",20,14
22213,"none",27,
22214,"Gold",28,
22215,"none",7,114
22216,"none",7,110
22217,"none",7,110
22218,"none",12,110
22219,"none",12,110
22220,"none",12,238
22221,"none",12,238
22222,"Silver",12,238
22223,"Bronze",22,238
22224,"none",1,13
22225,"none",13,13
22226,"none",3,238
22227,"none",13,206
22228,"none",9,155
22229,"none",14,234
22230,"none",12,234
22231,"none",29,14
22232,"none",19,57
22233,"none",19,57
22234,"none",19,57
22235,"none",19,57
22236,"none",19,57
22237,"none",19,57
22238,"Bronze",18,80
22239,"Silver",18,80
22240,"none",21,80
22241,"none",18,80
22242,"none",0,80
22243,"none",0,80
22244,"Bronze",25,238
22245,"none",14,13
22246,"none",14,13
22247,"none",24,13
22248,"none",18,
22249,"none",19,
22250,"Bronze",19,
22251,"none",19,
22252,"none",19,
22253,"none",19,
22254,"none",19,
22255,"none",19,
22256,"none",19,
22257,"none",20,
22258,"Bronze",20,
22259,"none",20,
22260,"none",20,
22261,"none",20,
22262,"none",20,
22263,"none",20,
22264,"none",20,
22265,"none",14,87
22266,"none",12,87
22267,"none",19,174
22268,"Silver",23,
22269,"Gold",23,
22270,"Bronze",24,
22271,"Silver",24,
22272,"Silver",18,
22273,"none",21,
22274,"none",18,215
22275,"none",18,215
22276,"none",13,87
22277,"none",21,
22278,"Gold",12,164
22279,"Gold",1,164
22280,"none",21,
22281,"none",21,
22282,"none",0,87
22283,"none",0,87
22284,"none",18,164
22285,"none",21,164
22286,"none",1,164
22287,"none",13,164
22288,"none",13,164
22289,"none",14,20
22290,"Gold",18,238
22291,"none",26,14
22292,"none",20,143
22293,"none",13,87
22294,"none",8,113
22295,"none",8,113
22296,"none",8,113
22297,"none",7,113
22298,"none",7,113
22299,"none",7,113
22300,"none",14,113
22301,"none",14,113
22302,"Bronze",14,113
22303,"none",12,113
22304,"none",12,113
22305,"none",8,181
22306,"none",0,87
22307,"none",8,87
22308,"none",12,238
22309,"none",24,80
22310,"none",18,80
22311,"none",20,
22312,"none",7,113
22313,"none",7,113
22314,"none",7,113
22315,"none",7,113
22316,"none",7,113
22317,"none",7,113
22318,"none",21,
22319,"Silver",8,41
22320,"none",12,13
22321,"none",8,80
22322,"none",8,80
22323,"none",8,80
22324,"none",7,80
22325,"none",21,80
22326,"none",26,202
22327,"none",18,238
22328,"none",29,
22329,"none",29,
22330,"none",6,
22331,"none",6,
22332,"none",28,180
22333,"none",28,180
22334,"none",28,180
22335,"none",0,87
22336,"none",0,87
22337,"Silver",0,87
22338,"none",1,87
22339,"Gold",1,87
22340,"Gold",13,87
22341,"Gold",13,87
22342,"none",22,87
22343,"none",15,164
22344,"none",15,164
22345,"none",15,164
22346,"Silver",15,164
22347,"none",10,164
22348,"none",10,164
22349,"none",10,164
22350,"none",0,129
22351,"none",4,240
22352,"none",12,176
22353,"none",8,55
22354,"none",12,55
22355,"none",1,55
22356,"none",13,55
22357,"none",13,55
22358,"none",14,55
22359,"none",8,175
22360,"none",7,175
22361,"none",14,175
22362,"none",12,13
22363,"none",12,13
22364,"none",12,13
22365,"none",12,13
22366,"none",12,13
22367,"none",1,13
22368,"none",1,13
22369,"none",1,13
22370,"none",1,13
22371,"none",1,13
22372,"Bronze",7,13
22373,"Gold",14,13
22374,"none",29,238
22375,"none",14,13
22376,"Gold",12,13
22377,"none",1,13
22378,"none",25,110
22379,"none",25,110
22380,"none",19,110
22381,"none",19,110
22382,"none",1,87
22383,"none",13,87
22384,"none",13,87
22385,"none",25,87
22386,"none",19,
22387,"none",8,238
22388,"none",8,238
22389,"none",10,41
22390,"Silver",5,41
22391,"Bronze",12,31
22392,"Gold",8,155
22393,"none",7,155
22394,"Bronze",14,155
22395,"none",12,155
22396,"none",25,10
22397,"none",25,10
22398,"none",19,10
22399,"none",19,10
22400,"none",19,10
22401,"none",20,10
22402,"none",24,110
22403,"none",13,174
22404,"none",13,174
22405,"none",21,174
22406,"none",11,113
22407,"none",11,113
22408,"none",11,113
22409,"none",9,113
22410,"none",9,113
22411,"none",1,64
22412,"none",7,13
22413,"Bronze",12,87
22414,"none",1,20
22415,"none",7,87
22416,"none",14,87
22417,"Gold",1,80
22418,"none",21,
22419,"none",19,80
22420,"none",1,87
22421,"none",13,87
22422,"none",19,216
22423,"none",19,216
22424,"none",21,234
22425,"none",0,234
22426,"none",20,143
22427,"none",18,143
22428,"none",21,143
22429,"none",0,143
22430,"none",8,143
22431,"none",20,216
22432,"none",20,216
22433,"none",20,216
22434,"none",20,216
22435,"none",20,216
22436,"none",20,216
22437,"none",20,216
22438,"none",20,216
22439,"none",23,216
22440,"none",23,216
22441,"none",23,216
22442,"none",23,216
22443,"none",23,216
22444,"none",23,216
22445,"none",23,216
22446,"none",23,216
22447,"none",13,87
22448,"none",13,87
22449,"none",13,87
22450,"none",13,87
22451,"none",13,87
22452,"none",13,87
22453,"none",13,87
22454,"none",7,13
22455,"none",7,234
22456,"none",26,238
22457,"none",9,238
22458,"none",10,87
22459,"none",10,87
22460,"none",10,87
22461,"none",5,87
22462,"none",5,87
22463,"none",5,87
22464,"Bronze",21,
22465,"none",8,87
22466,"Bronze",8,87
22467,"none",14,87
22468,"Silver",19,
22469,"none",20,
22470,"none",18,155
22471,"none",8,155
22472,"none",8,155
22473,"none",12,232
22474,"none",12,232
22475,"none",7,87
22476,"none",7,87
22477,"none",13,80
22478,"none",13,80
22479,"none",13,80
22480,"none",13,80
22481,"none",13,80
22482,"Bronze",14,238
22483,"Gold",14,238
22484,"none",21,234
22485,"none",18,234
22486,"none",21,234
22487,"Gold",5,41
22488,"none",24,13
22489,"Bronze",24,13
22490,"none",24,13
22491,"none",24,13
22492,"none",18,13
22493,"Silver",20,238
22494,"none",15,238
22495,"none",13,110
22496,"none",17,35
22497,"none",17,35
22498,"none",2,35
22499,"none",2,35
22500,"none",3,35
22501,"none",3,35
22502,"none",24,
22503,"none",10,203
22504,"none",10,203
22505,"none",10,203
22506,"none",26,60
22507,"none",9,60
22508,"none",13,
22509,"none",12,
22510,"none",1,
22511,"none",13,
22512,"none",11,179
22513,"none",2,234
22514,"none",2,234
22515,"none",21,238
22516,"none",0,238
22517,"none",13,238
22518,"none",3,80
22519,"none",4,80
22520,"none",10,80
22521,"none",5,80
22522,"none",0,80
22523,"none",19,80
22524,"none",26,80
22525,"none",3,80
22526,"none",3,80
22527,"Gold",3,80
22528,"none",4,80
22529,"Silver",4,80
22530,"Bronze",4,80
22531,"none",10,80
22532,"none",10,80
22533,"none",18,113
22534,"none",10,124
22535,"none",10,124
22536,"none",10,124
22537,"none",5,124
22538,"none",5,124
22539,"none",5,124
22540,"none",11,124
22541,"none",11,124
22542,"none",11,124
22543,"none",11,124
22544,"none",26,124
22545,"none",7,234
22546,"Silver",14,13
22547,"Bronze",0,238
22548,"none",12,10
22549,"none",13,45
22550,"none",3,124
22551,"none",3,124
22552,"none",3,124
22553,"none",4,124
22554,"none",4,124
22555,"none",10,124
22556,"none",10,124
22557,"none",10,124
22558,"none",5,124
22559,"none",5,124
22560,"none",5,124
22561,"none",5,124
22562,"none",11,124
22563,"none",11,124
22564,"none",11,124
22565,"none",11,124
22566,"none",11,124
22567,"none",26,124
22568,"none",26,124
22569,"none",26,124
22570,"none",26,124
22571,"none",14,234
22572,"none",1,234
22573,"Gold",25,238
22574,"none",0,13
22575,"none",8,13
22576,"none",18,41
22577,"none",12,13
22578,"none",8,234
22579,"none",22,
22580,"none",25,114
22581,"none",8,13
22582,"none",14,13
22583,"none",14,13
22584,"none",28,238
22585,"Gold",8,238
22586,"none",14,157
22587,"Bronze",12,157
22588,"none",13,157
22589,"none",25,
22590,"Bronze",19,
22591,"none",12,21
22592,"none",1,21
22593,"Silver",13,21
22594,"none",18,41
22595,"none",21,41
22596,"none",21,41
22597,"none",21,155
22598,"none",21,155
22599,"none",21,155
22600,"Silver",21,155
22601,"none",21,155
22602,"none",0,155
22603,"none",0,155
22604,"none",0,155
22605,"none",8,155
22606,"none",8,155
22607,"none",8,155
22608,"none",8,155
22609,"none",22,80
22610,"Bronze",20,
22611,"none",21,
22612,"Gold",20,
22613,"Gold",23,
22614,"Gold",24,
22615,"none",8,80
22616,"none",8,80
22617,"none",13,80
22618,"none",13,80
22619,"none",7,228
22620,"none",1,13
22621,"none",21,80
22622,"none",3,234
22623,"none",0,234
22624,"none",7,13
22625,"none",18,234
22626,"none",7,157
22627,"none",25,238
22628,"none",19,238
22629,"none",25,238
22630,"none",19,238
22631,"none",5,13
22632,"none",5,13
22633,"none",12,206
22634,"none",1,206
22635,"none",18,238
22636,"none",21,238
22637,"none",0,238
22638,"none",11,13
22639,"Gold",26,13
22640,"none",9,13
22641,"Silver",9,13
22642,"none",9,13
22643,"none",22,234
22644,"none",22,234
22645,"none",25,234
22646,"Silver",25,234
22647,"none",18,41
22648,"none",12,40
22649,"none",20,155
22650,"none",20,155
22651,"none",20,155
22652,"none",20,155
22653,"none",20,155
22654,"Bronze",23,155
22655,"Bronze",23,155
22656,"none",23,155
22657,"none",23,155
22658,"none",23,155
22659,"none",26,113
22660,"none",9,113
22661,"none",9,113
22662,"none",9,113
22663,"none",23,176
22664,"none",9,56
22665,"none",21,21
22666,"none",23,21
22667,"none",24,21
22668,"none",24,21
22669,"none",23,238
22670,"none",20,41
22671,"none",23,41
22672,"none",18,41
22673,"none",18,157
22674,"none",21,157
22675,"none",8,13
22676,"none",8,13
22677,"none",22,88
22678,"none",8,172
22679,"none",7,172
22680,"none",14,172
22681,"none",13,41
22682,"none",21,175
22683,"none",0,175
22684,"none",10,41
22685,"none",8,234
22686,"none",8,234
22687,"none",8,234
22688,"none",8,234
22689,"none",8,234
22690,"none",8,234
22691,"none",8,234
22692,"none",19,238
22693,"none",7,215
22694,"none",7,215
22695,"none",14,215
22696,"none",14,215
22697,"none",12,215
22698,"none",12,215
