"id","id_country","year","value"
202,104,2013,"380.3"
203,137,2013,"10.8"
204,155,2013,"3,589.0"
205,14,2013,"888.1"
206,174,2013,"1,594.2"
207,175,2013,"624.2"
208,180,2013,"358.2"
209,203,2013,"120.9"
210,202,2013,"91.2"
211,79,2013,"970.0"
212,215,2013,"2,341.4"
213,105,2013,"134.1"
214,164,2013,"1,191.3"
215,216,2013,"1,748.5"
216,234,2013,"5,159.8"
217,21,2014,"1,479.0"
218,35,2014,"249.7"
219,60,2014,"632.8"
220,64,2014,"1,017.3"
221,87,2014,"7,421.0"
222,73,2014,"85.2"
223,110,2014,"257.3"
224,90,2014,"587.0"
225,209,2014,"3,806.0"
226,80,2014,"12,418.0"
227,56,2014,"216.4"
228,113,2014,"4,306.0"
229,59,2014,"53.8"
230,124,2014,"62.3"
231,130,2014,"57.9"
232,131,2014,"240.6"
233,104,2014,"490.9"
234,137,2014,"7.9"
235,155,2014,"3,422.0"
236,14,2014,"937.9"
237,174,2014,"1,770.8"
238,175,2014,"507.6"
239,180,2014,"470.1"
240,203,2014,"117.8"
241,202,2014,"103.8"
242,79,2014,"936.0"
243,215,2014,"2,471.8"
244,105,2014,"138.8"
245,164,2014,"1,251.3"
246,216,2014,"1,805.9"
247,234,2014,"5,039.0"
248,21,2015,"1,551.3"
249,35,2015,"181.2"
250,60,2015,"646.5"
251,64,2015,"1,083.4"
252,87,2015,"7,594.0"
253,73,2015,"80.8"
254,110,2015,"267.5"
255,90,2015,"618.0"
256,209,2015,"4,207.0"
257,80,2015,"12,012.0"
258,56,2015,"210.5"
259,113,2015,"4,315.0"
260,59,2015,"58.0"
261,124,2015,"64.1"
262,130,2015,"53.9"
263,131,2015,"241.1"
264,104,2015,"578.1"
265,137,2015,"12.5"
266,155,2015,"3,405.0"
267,14,2015,"1,002.0"
268,174,2015,"1,658.0"
269,175,2015,"576.2"
270,180,2015,"468.0"
271,203,2015,"131.0"
272,202,2015,"133.0"
273,79,2015,"1,016.0"
274,215,2015,"2,422.6"
275,105,2015,"177.9"
276,164,2015,"1,172.9"
277,216,2015,"2,096.3"
278,234,2015,"5,158.2"
279,21,2016,"1,656.0"
280,35,2016,"84.4"
281,60,2016,"660.7"
282,64,2016,"1,099.0"
283,87,2016,"7,370.0"
284,73,2016,"94.6"
285,110,2016,"305.3"
286,90,2016,"633.0"
287,209,2016,"4,205.0"
288,80,2016,"12,119.0"
289,56,2016,"184.0"
290,113,2016,"4,516.0"
291,59,2016,"52.8"
292,124,2016,"63.9"
293,130,2016,"70.9"
294,131,2016,"261.1"
295,104,2016,"1,278.9"
296,137,2016,"9.6"
297,155,2016,"3,349.0"
298,14,2016,"990.1"
299,174,2016,"1,448.8"
300,175,2016,"492.2"
301,180,2016,"434.0"
302,203,2016,"110.2"
303,202,2016,"122.6"
304,79,2016,"1,053.0"
305,215,2016,"2,562.8"
306,105,2016,"203.2"
307,164,2016,"1,401.8"
308,216,2016,"2,096.0"
309,234,2016,"4,273.4"
310,21,2017,"1,678.4"
311,35,2017,"110.9"
312,60,2017,"810.9"
313,64,2017,"1,108.3"
314,87,2017,"7,972.0"
315,73,2017,"131.9"
316,110,2017,"280.9"
317,90,2017,"665.0"
318,209,2017,"4,488.0"
319,80,2017,"12,539.0"
320,56,2017,"146.8"
321,113,2017,"4,450.0"
322,59,2017,"59.8"
323,124,2017,"86.6"
324,130,2017,"87.9"
325,131,2017,"293.5"
326,104,2017,"1,464.1"
327,137,2017,"21.5"
328,155,2017,"3,374.0"
329,14,2017,"1,014.5"
330,174,2017,"1,776.8"
331,175,2017,"542.5"
332,180,2017,"490.2"
333,203,2017,"119.8"
334,202,2017,"127.2"
335,79,2017,"1,188.0"
336,215,2017,"2,557.8"
337,105,2017,"485.8"
338,164,2017,"1,596.1"
339,216,2017,"2,168.5"
340,234,2017,"4,160.1"
341,21,2018,"1,917.4"
342,35,2018,"74.5"
343,60,2018,"1,014.0"
344,64,2018,"1,166.2"
345,87,2018,"8,472.0"
346,73,2018,"137.4"
347,110,2018,"315.9"
348,90,2018,"787.0"
349,209,2018,"4,777.0"
350,80,2018,"12,744.0"
351,56,2018,"160.5"
352,113,2018,"4,691.5"
353,59,2018,"61.6"
354,124,2018,"93.4"
355,130,2018,"99.1"
356,131,2018,"311.4"
357,104,2018,"1,328.8"
358,137,2018,"29.4"
359,155,2018,"3,553.0"
360,14,2018,"1,077.8"
361,174,2018,"2,250.1"
362,175,2018,"637.3"
363,180,2018,"584.2"
364,203,2018,"146.5"
365,202,2018,"170.6"
366,79,2018,"1,331.0"
367,215,2018,"2,588.6"
368,105,2018,"327.1"
369,164,2018,"1,631.0"
370,216,2018,"2,172.0"
371,234,2018,"4,203.6"
372,21,2019,"1,915.9"
373,35,2019,"83.4"
374,60,2019,"1,031.2"
375,64,2019,"1,216.2"
376,87,2019,"8,989.0"
377,73,2019,"162.9"
378,110,2019,"331.8"
379,90,2019,"782.0"
380,209,2019,"5,053.0"
381,80,2019,"13,733.0"
382,56,2019,"178.5"
383,113,2019,"4,732.8"
384,59,2019,"82.6"
385,124,2019,"76.1"
386,130,2019,"122.7"
387,131,2019,"319.1"
388,104,2019,"1,599.1"
389,137,2019,"27.9"
390,155,2019,"3,761.0"
391,14,2019,"1,089.8"
392,174,2019,"2,299.3"
393,175,2019,"706.4"
394,180,2019,"661.6"
395,203,2019,"134.6"
396,202,2019,"218.3"
397,79,2019,"1,370.0"
398,215,2019,"2,748.8"
399,105,2019,"321.0"
400,164,2019,"1,824.8"
401,216,2019,"2,233.0"
402,234,2019,"4,064.8"
403,21,2020,":"
404,35,2020,":"
405,60,2020,":"
406,64,2020,":"
407,87,2020,":"
408,73,2020,":"
409,110,2020,":"
410,90,2020,":"
411,209,2020,":"
412,80,2020,":"
413,56,2020,":"
414,113,2020,":"
415,59,2020,":"
416,124,2020,":"
417,130,2020,":"
418,131,2020,":"
419,104,2020,":"
420,137,2020,":"
421,155,2020,":"
422,14,2020,"1,105.7"
423,174,2020,":"
424,175,2020,":"
425,180,2020,":"
426,203,2020,":"
427,202,2020,":"
428,79,2020,":"
429,215,2020,":"
430,105,2020,":"
431,164,2020,":"
432,216,2020,":"
433,234,2020,":"
