"id","type","id_jo","id_country"
75143,"none",4,115
75144,"none",4,115
75145,"none",4,115
75146,"none",10,115
75147,"none",10,115
75148,"none",10,115
75149,"none",10,115
75150,"none",5,115
75151,"none",5,115
75152,"none",5,115
75153,"none",12,115
75154,"none",1,115
75155,"none",1,115
75156,"Bronze",4,115
75157,"none",10,115
75158,"none",10,115
75159,"none",5,115
75160,"none",5,115
75161,"none",8,115
75162,"none",0,115
75163,"none",8,115
75164,"none",23,115
75165,"none",22,
75166,"none",22,
75167,"Bronze",25,115
75168,"none",19,115
75169,"none",18,115
75170,"none",23,115
75171,"Gold",23,104
75172,"Bronze",24,104
75173,"none",8,60
75174,"none",8,60
75175,"none",8,60
75176,"none",14,60
75177,"none",17,14
75178,"none",17,14
75179,"none",19,80
75180,"none",3,234
75181,"Gold",18,
75182,"none",1,87
75183,"none",8,104
75184,"none",8,104
75185,"none",14,104
75186,"none",14,104
75187,"none",12,175
75188,"none",21,172
75189,"Gold",18,41
75190,"none",13,206
75191,"Bronze",9,164
75192,"none",1,13
75193,"none",22,238
75194,"none",29,14
75195,"none",29,14
75196,"none",6,14
75197,"none",6,14
75198,"none",6,14
75199,"none",17,14
75200,"none",17,14
75201,"none",17,14
75202,"Gold",20,
75203,"none",13,113
75204,"Silver",13,87
75205,"none",7,206
75206,"none",12,238
75207,"none",1,238
75208,"none",1,238
75209,"none",7,41
75210,"none",14,171
75211,"none",0,
75212,"Silver",8,87
75213,"none",8,87
75214,"none",7,87
75215,"none",7,87
75216,"none",1,238
75217,"none",19,110
75218,"none",20,110
75219,"none",20,110
75220,"none",25,119
75221,"Bronze",21,
75222,"Gold",21,
75223,"Gold",21,
75224,"none",12,41
75225,"none",12,41
75226,"none",12,41
75227,"none",12,41
75228,"none",1,41
75229,"none",13,41
75230,"none",8,234
75231,"none",4,14
75232,"none",4,14
75233,"Bronze",4,14
75234,"none",10,14
75235,"none",10,14
75236,"Bronze",10,14
75237,"none",5,14
75238,"none",5,14
75239,"none",5,14
75240,"Gold",21,
75241,"none",20,
75242,"none",13,87
75243,"none",13,87
75244,"none",24,209
75245,"none",24,209
75246,"none",21,171
75247,"none",21,171
75248,"none",8,87
75249,"none",27,
75250,"none",27,
75251,"Gold",28,
75252,"none",26,215
75253,"none",1,238
75254,"none",12,13
75255,"Silver",1,13
75256,"none",18,
75257,"none",13,216
75258,"none",22,21
75259,"Silver",21,171
75260,"none",12,104
75261,"none",24,104
75262,"none",22,104
75263,"none",3,220
75264,"none",3,220
75265,"none",23,
75266,"none",8,232
75267,"none",22,
75268,"none",12,164
75269,"none",12,232
75270,"none",1,232
75271,"none",23,219
75272,"none",23,219
75273,"none",23,219
75274,"none",23,219
75275,"none",14,164
75276,"none",24,
75277,"none",6,234
75278,"none",6,234
75279,"none",6,234
75280,"none",3,234
75281,"none",1,232
75282,"none",13,232
75283,"Bronze",19,238
75284,"none",12,14
75285,"none",1,14
75286,"none",13,14
75287,"none",18,41
75288,"Bronze",21,
75289,"none",14,155
75290,"Silver",24,57
75291,"none",13,80
75292,"none",13,209
75293,"none",0,31
75294,"Silver",8,31
75295,"Bronze",20,238
75296,"none",0,80
75297,"none",14,80
75298,"none",23,14
75299,"none",24,14
75300,"none",12,41
75301,"none",1,41
75302,"none",14,13
75303,"none",7,94
75304,"none",1,94
75305,"none",13,13
75306,"none",12,238
75307,"Bronze",12,238
75308,"none",12,238
75309,"none",12,238
75310,"Silver",12,238
75311,"none",12,238
75312,"none",12,238
75313,"none",1,238
75314,"none",1,238
75315,"none",1,238
75316,"none",1,238
75317,"none",1,238
75318,"none",0,234
75319,"Gold",13,13
75320,"none",13,13
75321,"none",13,13
75322,"none",14,24
75323,"none",20,180
75324,"none",7,203
75325,"none",17,220
75326,"Gold",20,220
75327,"none",23,220
75328,"none",1,56
75329,"none",13,56
75330,"none",1,56
75331,"none",12,56
75332,"none",1,56
75333,"none",22,220
75334,"none",25,220
75335,"Silver",19,220
75336,"none",8,13
75337,"none",12,56
75338,"Bronze",1,56
75339,"none",13,56
75340,"none",1,197
75341,"none",0,104
75342,"none",8,104
75343,"none",0,104
75344,"none",25,216
75345,"Gold",8,104
75346,"Bronze",8,104
75347,"none",13,104
75348,"none",4,180
75349,"none",4,180
75350,"none",10,180
75351,"none",10,180
75352,"none",22,104
75353,"Silver",8,104
75354,"Gold",7,104
75355,"Gold",14,104
75356,"none",24,215
75357,"Bronze",24,215
75358,"none",14,104
75359,"Bronze",20,104
75360,"none",20,104
75361,"none",20,104
75362,"none",20,104
75363,"none",0,104
75364,"none",0,104
75365,"none",0,104
75366,"none",0,104
75367,"none",0,104
75368,"none",0,104
75369,"none",24,104
75370,"Silver",24,104
75371,"none",7,14
75372,"none",12,60
75373,"none",1,60
75374,"none",12,104
75375,"none",0,104
75376,"none",0,104
75377,"none",8,104
75378,"none",8,104
75379,"none",8,104
75380,"none",7,104
75381,"none",7,104
75382,"none",14,104
75383,"none",12,157
75384,"none",12,104
75385,"Silver",22,104
75386,"Gold",22,104
75387,"none",25,104
75388,"none",24,104
75389,"none",24,104
75390,"none",21,104
75391,"none",21,104
75392,"none",21,104
75393,"none",21,104
75394,"none",21,104
75395,"none",21,104
75396,"none",21,104
75397,"none",21,104
75398,"Bronze",23,104
75399,"none",24,104
75400,"none",14,56
75401,"none",14,56
75402,"none",24,174
75403,"none",13,45
75404,"none",21,217
75405,"none",20,
75406,"none",18,21
75407,"none",1,69
75408,"none",24,
75409,"none",11,115
75410,"none",12,115
75411,"none",1,115
75412,"Bronze",1,115
75413,"none",13,115
75414,"Bronze",13,115
75415,"none",3,115
75416,"none",3,115
75417,"none",3,115
75418,"none",3,115
75419,"none",3,115
75420,"none",1,172
75421,"none",9,115
75422,"none",8,115
75423,"none",21,115
75424,"none",21,115
75425,"none",0,115
75426,"none",0,115
75427,"none",28,115
75428,"none",29,115
75429,"none",6,115
75430,"none",8,115
75431,"none",8,115
75432,"none",8,115
75433,"none",8,115
75434,"none",8,115
75435,"none",8,115
75436,"Gold",19,238
75437,"none",1,13
75438,"none",8,13
75439,"Gold",1,234
75440,"none",12,206
75441,"none",14,41
75442,"none",1,13
75443,"none",13,13
75444,"none",12,41
75445,"none",22,234
75446,"none",22,234
75447,"none",22,234
75448,"Silver",22,234
75449,"none",25,234
75450,"none",25,234
75451,"Silver",25,234
75452,"none",25,234
75453,"none",25,234
75454,"none",19,234
75455,"none",19,234
75456,"none",19,234
75457,"none",19,234
75458,"none",20,234
75459,"none",23,234
75460,"none",23,234
75461,"none",28,238
75462,"none",21,141
75463,"none",21,141
75464,"none",13,226
75465,"none",1,226
75466,"none",13,226
75467,"none",14,69
75468,"none",12,69
75469,"none",1,69
75470,"Gold",12,104
75471,"none",1,104
75472,"none",13,104
75473,"none",21,115
75474,"none",21,115
75475,"none",1,115
75476,"none",12,115
75477,"none",6,115
75478,"none",23,115
75479,"Gold",18,115
75480,"Bronze",21,115
75481,"none",8,115
75482,"none",7,115
75483,"none",23,115
75484,"none",7,115
75485,"none",25,115
75486,"none",11,14
75487,"Silver",11,14
75488,"none",11,14
75489,"none",9,14
75490,"Bronze",9,14
75491,"Silver",9,14
75492,"none",26,87
75493,"none",11,202
75494,"none",26,202
75495,"none",9,202
75496,"none",5,202
75497,"none",11,202
75498,"none",26,202
75499,"none",9,202
75500,"none",12,18
75501,"none",12,108
75502,"none",25,108
75503,"none",25,108
75504,"none",14,104
75505,"none",12,104
75506,"none",12,104
75507,"none",1,104
75508,"none",1,104
75509,"none",1,104
75510,"none",1,104
75511,"none",13,104
75512,"Gold",13,104
75513,"Silver",13,104
75514,"Gold",13,104
75515,"Gold",13,104
75516,"none",10,80
75517,"Bronze",10,80
75518,"none",5,80
75519,"none",4,60
75520,"none",23,21
75521,"none",23,21
75522,"none",13,80
75523,"none",1,238
75524,"none",13,238
75525,"none",10,238
75526,"none",12,215
75527,"none",12,215
75528,"none",12,215
75529,"none",1,215
75530,"none",1,215
75531,"none",21,215
75532,"none",13,86
75533,"none",25,79
75534,"none",25,79
75535,"none",19,79
75536,"none",19,79
75537,"none",9,113
75538,"none",9,113
75539,"none",1,206
75540,"none",13,180
75541,"Bronze",8,232
75542,"none",7,232
75543,"Bronze",20,
75544,"none",23,
75545,"none",25,115
75546,"none",10,239
75547,"Bronze",25,87
75548,"Gold",19,
75549,"none",20,
75550,"none",7,60
75551,"none",7,60
75552,"none",23,216
75553,"none",21,216
75554,"none",12,46
75555,"none",21,169
75556,"none",7,46
75557,"none",14,46
75558,"none",21,46
75559,"none",13,46
75560,"none",7,46
75561,"none",14,46
75562,"none",5,46
75563,"none",5,46
75564,"none",5,46
75565,"none",5,46
75566,"none",5,46
75567,"none",11,46
75568,"none",11,46
75569,"none",11,46
75570,"Gold",18,46
75571,"Bronze",21,46
75572,"Silver",1,46
75573,"none",24,23
75574,"none",13,80
75575,"Gold",1,238
75576,"none",1,226
75577,"none",13,226
75578,"none",22,80
75579,"none",22,
75580,"none",22,
75581,"none",0,23
75582,"Silver",13,80
75583,"Bronze",13,206
75584,"none",2,41
75585,"none",3,41
75586,"Silver",19,238
75587,"none",20,238
75588,"none",7,238
75589,"none",7,238
75590,"none",7,234
75591,"Silver",14,234
75592,"Silver",12,234
75593,"none",1,234
75594,"Silver",13,234
75595,"none",1,234
75596,"Gold",13,80
75597,"none",24,217
75598,"Bronze",12,155
75599,"none",18,115
75600,"Silver",8,41
75601,"none",18,41
75602,"none",21,41
75603,"none",13,41
75604,"none",13,41
75605,"none",23,41
75606,"none",13,238
75607,"none",20,21
75608,"none",24,23
75609,"none",24,23
75610,"none",25,41
75611,"none",25,41
75612,"none",1,234
75613,"Silver",1,234
75614,"Silver",13,234
75615,"none",21,0
75616,"none",18,80
75617,"none",24,217
75618,"none",2,234
75619,"none",2,234
75620,"none",7,10
75621,"none",14,10
75622,"none",14,176
75623,"none",20,108
75624,"none",22,238
75625,"none",19,21
75626,"none",19,21
75627,"none",19,21
75628,"Silver",5,238
75629,"Silver",0,13
75630,"none",8,13
75631,"none",27,149
75632,"none",27,149
75633,"none",2,149
75634,"none",2,149
75635,"none",1,80
75636,"none",13,65
75637,"none",12,21
75638,"Gold",7,238
75639,"none",12,13
75640,"none",13,24
75641,"none",8,19
75642,"none",7,19
75643,"none",7,19
75644,"none",7,19
75645,"none",12,155
75646,"none",12,155
75647,"none",1,155
75648,"Silver",1,155
75649,"Silver",12,234
75650,"none",25,80
75651,"none",24,80
75652,"none",1,226
75653,"none",25,
75654,"none",28,164
75655,"none",28,164
75656,"none",29,164
75657,"none",29,164
75658,"none",12,238
75659,"none",1,238
75660,"none",13,11
75661,"Bronze",24,
75662,"none",14,11
75663,"Bronze",26,79
75664,"none",9,79
75665,"none",23,79
75666,"none",23,155
75667,"none",23,155
75668,"none",1,232
75669,"none",13,232
75670,"none",8,232
75671,"Bronze",7,232
75672,"none",14,232
75673,"none",3,216
75674,"none",7,234
75675,"none",23,41
75676,"none",7,13
75677,"none",14,13
75678,"Bronze",22,238
75679,"Gold",12,238
75680,"none",7,157
75681,"none",12,144
75682,"none",1,247
75683,"none",13,247
75684,"none",21,238
75685,"none",19,238
75686,"none",19,238
75687,"none",20,238
75688,"none",20,238
75689,"none",23,238
75690,"none",23,238
75691,"none",14,144
75692,"none",1,144
75693,"none",0,41
75694,"none",0,41
75695,"none",8,41
75696,"none",8,41
75697,"none",8,41
75698,"none",8,41
75699,"none",23,238
75700,"none",23,238
75701,"none",23,238
75702,"none",23,238
75703,"none",23,238
75704,"none",23,238
75705,"Gold",12,41
75706,"Silver",1,41
75707,"Silver",22,234
75708,"none",25,234
75709,"none",25,234
75710,"none",17,234
75711,"none",12,234
75712,"none",1,41
75713,"none",1,41
75714,"none",13,41
75715,"none",13,41
75716,"none",8,238
75717,"none",7,238
75718,"none",23,110
75719,"none",23,110
75720,"Gold",11,41
75721,"Gold",18,238
75722,"Silver",21,238
75723,"none",22,234
75724,"none",23,41
75725,"Gold",18,238
75726,"none",21,238
75727,"Silver",21,238
75728,"Silver",0,238
75729,"none",14,238
75730,"none",12,238
75731,"none",1,238
75732,"none",13,238
75733,"none",6,234
75734,"none",7,13
75735,"none",12,13
75736,"none",1,13
75737,"none",13,13
75738,"none",2,234
75739,"none",12,234
75740,"none",17,234
75741,"none",14,113
75742,"none",12,113
75743,"none",12,238
75744,"none",8,41
75745,"none",21,
75746,"none",21,
75747,"none",14,13
75748,"none",23,41
75749,"none",23,41
75750,"Silver",28,238
75751,"none",18,234
75752,"Bronze",18,234
75753,"none",21,234
75754,"none",21,234
75755,"none",0,234
75756,"none",0,234
75757,"none",0,234
75758,"none",0,234
75759,"none",18,234
75760,"none",20,127
75761,"none",7,114
75762,"Silver",7,114
75763,"Gold",9,41
75764,"none",1,234
75765,"none",6,234
75766,"none",6,234
75767,"none",22,234
75768,"none",22,13
75769,"none",8,13
75770,"Bronze",0,234
75771,"none",8,234
75772,"Silver",7,234
75773,"none",14,234
75774,"none",1,157
75775,"none",20,
75776,"none",18,41
75777,"none",21,41
75778,"none",23,234
75779,"none",0,234
75780,"none",25,41
75781,"none",1,2
75782,"none",12,2
75783,"none",1,2
75784,"none",13,2
75785,"none",18,13
75786,"none",18,13
75787,"none",21,13
75788,"none",21,13
75789,"none",0,13
75790,"Gold",0,13
75791,"none",8,13
75792,"Gold",8,13
75793,"Silver",7,13
75794,"Gold",7,13
75795,"none",14,13
75796,"none",14,13
75797,"none",1,13
75798,"none",1,13
75799,"none",7,234
75800,"Silver",7,234
75801,"Gold",14,234
75802,"none",14,234
75803,"Gold",12,234
75804,"Gold",12,234
75805,"Gold",12,234
75806,"Gold",1,234
75807,"Gold",1,234
75808,"none",0,31
75809,"none",0,31
75810,"none",8,31
75811,"none",8,31
75812,"none",7,31
75813,"none",7,31
75814,"none",14,31
75815,"none",14,31
75816,"none",12,31
75817,"none",1,31
75818,"none",1,31
75819,"none",17,238
75820,"none",2,238
75821,"none",18,80
75822,"Bronze",18,80
75823,"none",21,80
75824,"none",0,80
75825,"Bronze",0,80
75826,"Bronze",2,
75827,"none",22,79
75828,"none",12,157
75829,"none",1,157
75830,"none",13,157
75831,"none",12,155
75832,"none",18,143
75833,"none",18,143
75834,"none",21,143
75835,"none",21,143
75836,"none",18,51
75837,"none",22,51
75838,"none",22,51
75839,"none",19,176
75840,"none",20,176
75841,"none",23,176
75842,"none",16,238
75843,"none",25,225
75844,"none",24,234
75845,"Bronze",24,234
75846,"none",18,234
75847,"none",13,232
75848,"none",13,115
75849,"none",26,115
75850,"none",26,115
75851,"Silver",26,115
75852,"none",9,115
75853,"none",9,115
75854,"none",23,115
75855,"none",23,115
75856,"none",22,115
75857,"none",0,174
75858,"none",13,174
75859,"none",13,174
75860,"none",18,64
75861,"none",7,64
75862,"none",14,64
75863,"none",12,64
75864,"none",1,64
75865,"none",14,64
75866,"none",12,64
75867,"Silver",1,64
75868,"none",13,64
75869,"none",21,64
75870,"none",21,64
75871,"none",7,164
75872,"none",7,164
75873,"none",14,164
75874,"none",0,164
75875,"none",0,164
75876,"none",17,164
75877,"none",17,164
75878,"none",2,164
75879,"none",2,164
75880,"none",2,164
75881,"none",3,164
75882,"none",3,164
75883,"none",3,164
75884,"none",4,164
75885,"none",4,164
75886,"none",10,164
75887,"none",10,164
75888,"none",7,64
75889,"none",14,64
75890,"none",14,64
75891,"none",13,64
75892,"none",8,164
75893,"none",7,164
75894,"Gold",14,64
75895,"none",8,164
75896,"none",7,164
75897,"Bronze",22,64
75898,"none",0,64
75899,"Gold",8,64
75900,"none",7,64
75901,"none",19,
75902,"none",21,
75903,"none",3,
75904,"none",3,
75905,"none",14,203
75906,"none",22,
75907,"none",14,232
75908,"Bronze",14,232
75909,"none",1,232
75910,"none",1,232
75911,"none",21,
75912,"none",21,
75913,"none",0,
75914,"none",0,
75915,"none",1,60
75916,"Silver",1,60
75917,"none",13,60
75918,"Bronze",13,60
75919,"none",13,60
75920,"none",20,
75921,"none",20,
75922,"none",20,14
75923,"none",20,14
75924,"none",12,60
75925,"Silver",1,60
75926,"none",1,60
75927,"none",25,
75928,"none",21,
75929,"none",21,105
75930,"none",0,105
75931,"none",14,105
75932,"none",14,179
75933,"none",12,179
75934,"none",23,
75935,"none",24,
75936,"none",12,202
75937,"none",1,202
75938,"none",13,202
75939,"none",14,60
75940,"none",14,60
75941,"none",20,
75942,"none",8,202
75943,"none",7,202
75944,"none",7,202
75945,"none",14,202
75946,"none",14,202
75947,"none",12,202
75948,"Silver",27,
75949,"Bronze",3,
75950,"none",4,60
75951,"none",5,60
75952,"Silver",17,
75953,"none",2,
75954,"none",0,
75955,"none",8,60
75956,"Gold",0,
75957,"none",7,60
75958,"none",7,60
75959,"none",1,232
75960,"none",19,
75961,"none",19,
75962,"none",19,
75963,"none",13,232
75964,"none",24,217
75965,"none",14,232
75966,"none",12,232
75967,"none",12,174
75968,"none",19,220
75969,"none",20,220
75970,"none",23,220
75971,"none",13,128
75972,"Bronze",13,56
75973,"none",8,202
75974,"none",13,232
75975,"none",7,219
75976,"none",13,35
75977,"none",13,35
75978,"none",27,180
75979,"none",21,
75980,"none",0,
75981,"none",14,202
75982,"none",12,202
75983,"none",1,202
75984,"none",13,202
75985,"none",22,
75986,"none",22,
75987,"none",19,
75988,"none",20,
75989,"none",19,
75990,"Bronze",19,
75991,"none",7,202
75992,"none",12,238
75993,"none",3,203
75994,"none",3,203
75995,"none",4,203
75996,"none",4,203
75997,"none",4,203
75998,"none",4,203
75999,"none",10,203
76000,"none",10,203
76001,"none",24,220
76002,"none",10,60
76003,"none",10,60
76004,"none",10,60
76005,"none",10,60
76006,"none",10,60
76007,"none",5,60
76008,"none",5,60
76009,"none",5,60
76010,"none",5,60
76011,"none",11,60
76012,"none",11,60
76013,"none",11,60
76014,"none",11,60
76015,"Silver",24,
76016,"none",13,60
76017,"none",16,
76018,"none",16,
76019,"none",16,
76020,"none",10,232
76021,"none",5,232
76022,"Bronze",11,232
76023,"none",0,
76024,"none",8,60
76025,"none",1,14
76026,"none",13,14
76027,"none",21,
76028,"none",22,
76029,"none",4,232
76030,"none",4,232
76031,"none",21,
76032,"none",8,232
76033,"none",12,232
76034,"none",1,232
76035,"none",11,232
76036,"none",11,232
76037,"none",11,232
76038,"none",11,232
76039,"none",26,232
76040,"none",26,232
76041,"none",26,232
76042,"none",26,232
76043,"none",9,232
76044,"none",9,232
76045,"none",9,232
76046,"none",9,232
76047,"none",13,232
76048,"none",13,232
76049,"none",13,232
76050,"none",13,232
76051,"none",13,232
76052,"none",13,232
76053,"Bronze",14,232
76054,"none",12,232
76055,"none",1,232
76056,"none",8,232
76057,"none",13,232
76058,"none",13,232
76059,"none",7,232
76060,"none",12,232
76061,"none",12,232
76062,"none",1,232
76063,"none",13,232
76064,"none",13,232
76065,"none",27,
76066,"none",13,0
76067,"none",1,0
76068,"none",1,0
76069,"none",13,0
76070,"none",14,0
76071,"none",13,0
76072,"none",10,0
76073,"none",7,0
76074,"none",8,0
76075,"none",8,0
76076,"none",8,0
76077,"none",8,0
76078,"none",8,0
76079,"none",7,0
76080,"none",8,0
76081,"none",8,0
76082,"none",7,0
76083,"none",1,0
76084,"none",1,0
76085,"none",12,0
76086,"none",1,238
76087,"none",1,238
76088,"none",12,0
76089,"none",1,0
76090,"none",7,0
76091,"none",7,0
76092,"none",20,0
76093,"none",18,0
76094,"none",8,0
76095,"none",12,0
76096,"none",21,0
76097,"none",25,0
76098,"none",1,0
76099,"none",1,0
76100,"none",21,0
76101,"none",21,0
76102,"none",3,0
76103,"none",7,0
76104,"none",8,0
76105,"Silver",1,0
76106,"Gold",13,0
76107,"none",22,0
76108,"none",20,0
76109,"none",20,0
76110,"none",20,0
76111,"none",20,0
76112,"none",12,0
76113,"none",14,0
76114,"none",7,0
76115,"none",20,0
76116,"none",20,0
76117,"none",20,0
76118,"none",20,0
76119,"none",20,0
76120,"none",20,0
76121,"none",20,0
76122,"none",1,15
76123,"Bronze",13,15
76124,"none",12,15
76125,"none",1,15
76126,"none",8,151
76127,"none",13,151
76128,"none",12,15
76129,"none",1,15
76130,"none",14,46
76131,"Bronze",12,46
76132,"none",1,46
76133,"none",13,46
76134,"none",5,46
76135,"none",8,46
76136,"none",21,46
76137,"none",0,46
76138,"none",8,46
76139,"none",13,13
76140,"none",12,46
76141,"none",7,178
76142,"Silver",7,46
76143,"Silver",7,46
76144,"Gold",14,46
76145,"Bronze",13,46
76146,"none",12,46
76147,"none",12,46
76148,"none",12,46
76149,"none",14,46
76150,"none",12,227
76151,"none",1,227
76152,"none",13,227
76153,"none",12,46
76154,"none",1,46
76155,"none",14,46
76156,"none",21,0
76157,"none",21,0
76158,"none",13,46
76159,"none",12,46
76160,"none",18,46
76161,"none",21,46
76162,"none",0,46
76163,"none",8,46
76164,"none",7,46
76165,"none",12,46
76166,"none",14,46
76167,"none",1,46
76168,"Silver",21,46
76169,"Bronze",21,46
76170,"none",13,46
76171,"none",13,47
76172,"none",18,46
76173,"none",18,46
76174,"none",7,113
76175,"none",7,46
76176,"none",7,46
76177,"none",13,46
76178,"none",12,46
76179,"none",13,46
76180,"none",1,68
76181,"none",20,143
76182,"none",19,143
76183,"none",20,143
76184,"none",8,0
76185,"none",13,46
76186,"none",13,46
76187,"none",8,0
76188,"none",7,0
76189,"none",21,0
76190,"none",8,0
76191,"Bronze",7,0
76192,"Silver",14,0
76193,"none",8,0
76194,"none",8,0
76195,"none",8,0
76196,"none",8,0
76197,"none",7,0
76198,"none",25,0
76199,"Silver",0,0
76200,"none",14,0
76201,"none",12,238
76202,"none",12,238
76203,"none",1,46
76204,"none",12,46
76205,"none",13,46
76206,"none",0,46
76207,"none",8,46
76208,"none",21,46
76209,"none",26,46
76210,"none",12,46
76211,"none",12,46
76212,"Silver",12,46
76213,"none",12,46
76214,"none",13,46
76215,"none",8,0
76216,"Bronze",0,46
76217,"none",8,46
76218,"Silver",8,46
76219,"none",8,46
76220,"none",8,46
76221,"none",8,46
76222,"none",8,46
76223,"none",8,46
76224,"none",8,46
76225,"none",13,0
76226,"none",21,0
76227,"none",21,0
76228,"none",14,0
76229,"none",12,0
76230,"none",8,0
76231,"none",8,0
76232,"none",14,0
76233,"none",14,0
76234,"none",12,0
76235,"none",1,0
76236,"none",13,0
76237,"none",12,46
76238,"none",8,41
76239,"none",8,41
76240,"none",7,41
76241,"none",7,41
76242,"none",14,41
76243,"none",14,41
76244,"none",7,46
76245,"none",14,46
76246,"Silver",12,46
76247,"none",14,0
76248,"none",1,46
76249,"none",8,46
76250,"Silver",8,46
76251,"none",8,46
76252,"none",8,46
76253,"none",8,46
76254,"none",8,46
76255,"none",8,46
76256,"none",29,0
76257,"none",29,0
76258,"none",13,46
76259,"none",18,46
76260,"none",21,46
76261,"none",7,46
76262,"none",7,46
76263,"none",7,46
76264,"none",7,46
76265,"none",1,46
76266,"none",18,46
76267,"Silver",7,46
76268,"none",1,134
76269,"none",1,134
76270,"none",21,46
76271,"none",1,46
76272,"none",1,46
76273,"none",1,46
76274,"none",1,46
76275,"none",1,46
76276,"none",14,46
76277,"none",18,46
76278,"Bronze",18,46
76279,"none",18,46
76280,"none",18,46
76281,"none",18,46
76282,"none",18,46
76283,"none",14,46
76284,"Bronze",14,46
76285,"none",12,46
76286,"Silver",1,46
76287,"none",14,46
76288,"none",14,46
76289,"none",14,46
76290,"none",12,46
76291,"none",14,0
76292,"none",1,0
76293,"none",13,0
76294,"Bronze",18,46
76295,"Silver",21,46
76296,"none",13,46
76297,"none",22,0
76298,"none",22,0
76299,"Silver",14,46
76300,"none",8,0
76301,"none",7,0
76302,"none",8,46
76303,"none",13,0
76304,"Silver",0,0
76305,"Silver",1,46
76306,"Bronze",13,46
76307,"none",18,46
76308,"none",21,46
76309,"Silver",21,46
76310,"none",21,46
76311,"none",0,46
76312,"none",0,46
76313,"none",8,46
76314,"none",14,46
76315,"none",1,46
76316,"none",26,46
76317,"none",9,46
76318,"none",9,46
76319,"none",7,46
76320,"Gold",7,46
76321,"none",7,46
76322,"none",7,46
76323,"none",7,46
76324,"none",7,46
76325,"none",14,46
76326,"none",14,46
76327,"none",14,46
76328,"none",14,46
76329,"none",14,46
76330,"none",14,46
76331,"none",12,46
76332,"Gold",12,46
76333,"none",12,46
76334,"none",12,46
76335,"none",12,46
76336,"Bronze",12,46
76337,"Bronze",1,46
76338,"Silver",1,46
76339,"Silver",13,46
76340,"Silver",13,46
76341,"none",1,46
76342,"none",14,46
76343,"none",14,46
76344,"none",12,46
76345,"none",12,0
76346,"none",12,0
76347,"none",13,0
76348,"none",18,46
76349,"none",8,46
76350,"none",25,0
76351,"none",0,0
76352,"none",18,46
76353,"none",21,46
76354,"none",8,46
76355,"none",1,46
76356,"none",21,46
76357,"Silver",0,46
76358,"none",12,46
76359,"none",12,46
76360,"none",1,46
76361,"none",12,46
76362,"none",12,46
