"id","name","sex","height","wheight","team","id_country"
64182,"Chahinez Nasri","F","168","51","Tunisia",226
64183,"Noura Nasri","F","165","68","Tunisia",226
64184,"Mohamed Nasrullah","M","160","51","Indonesia",107
64185,"Katja Nass","F","174","66","Germany",87
64186,"Samar Odett Nassar","F","160","52","Palestine",211
64187,"Zakia Nassar","F","162","60","Palestine",211
64188,"Ahmed Nasser","M","177","77","Egypt",69
64189,"Awad Salah Nasser","M","168","60","Yemen",246
64190,"Haidar Nasser Abdul Shaheed","M","185","95","Iraq",109
64191,"Husam Nima Nasser","M",,,"Iraq",109
64192,"Mahmoud Nasser","M",,,"Egypt",69
64193,"Nidal Nasser","M",,,"Syria",217
64194,"Rassa Nasser","F","173","73","Cameroon",40
64195,"Feyzollah Nasseri","M","153","56","Iran",108
64196,"Fabrizio Nassi","M","185","76","Italy",113
64197,"Christian Nassif Djidagui","M",,,"Central African Republic",43
64198,"Cirilo Nassiff","M","180","85","Argentina",10
64199,"Hussain Nassim Nasseri","M","182","78","Iran",108
64200,"Mohammad Nassiri Seresht","M","150","52","Iran",108
64201,"Shahin Nassiri Nia","M","180","94","Iran",108
64202,"Navab Nassirshalal","M","175","105","Iran",108
64203,"Rencia Joy Nasson","F",,,"South Africa",206
64204,"Michael Nassoro","M","167","81","Tanzania",235
64205,"Bo Anders Hkan Nsstrm","M","178","75","Sweden",215
64206,"Grd Anneli Nsstrm (-Gomo)","F","164","61","Sweden",215
64207,"Alexandru  Nstac","M","177","75","Romania",180
64208,"Liliana Nstase (-Alexandru)","F","170","65","Romania",180
64209,"Vasile Dorel Nstase","M","191","96","Romania",180
64210,"Adriana Mihaela Nstase-Simion-Zamfir","F","160","55","Romania-1",180
64211,"Adrian Nastasiu","M","187","86","Romania",180
64212,"Mikhail Vladimirovich Nastenko","M","178","71","Russia",181
64213,"Musa Mukhamedovych Nastuiev","M","170","66","Ukraine",232
64214,"Pawe Marian Nastula","M","186","100","Poland",174
64215,"Daisuke Nasu","M","180","75","Japan",115
64216,"Asber Nasution","M","155","60","Indonesia",107
64217,"Elsa Manora Nasution","F","170","60","Indonesia",107
64218,"Muhammad Akbar Nasution","M","174","60","Indonesia",107
64219,"Sandow Weldemar Nasution","M","168","77","Indonesia",107
64220,"Sorie Enda Nasution","M","163","60","Indonesia",107
64221,"Zakaria Nasution","M",,,"Indonesia",107
64222,"David Nata","M","170","48","Zambia",247
64223,"Natlia Zlio Pereira","F","184","76","Brazil",31
64224,"Volodymyr Yakovych Natalukha","M","168","70","Soviet Union",
64225,"Illie Daniel Natea","M","203","170","Romania",180
64226,"Jure Natek","M","193","96","Slovenia",203
64227,"Kongdech Natenee","M","167","61","Thailand",219
64228,"Hamid Nater","M","168","68","Morocco",149
64229,"Marc-Sven Nater","M","193","86","Switzerland",216
64230,"Prem Nath","M","160","57","India",106
64231,"David Nathan","M","185","88","Australia",13
64232,"LeShundra  Nathan","F","180","75","United States",238
64233,"Walter Nathan","M",,,"Peru",171
64234,"Yair Nathan","M",,,"Peru",171
64235,"Tyla Nathan-Wong","F","163","58","New Zealand",157
64236,"Eliza Nathanael","F","161","64","Indonesia-2",107
64237,"Ingrid Erna Louise Nathhorst","F","168","56","Sweden",215
64238,"James Henry Nation","M","183","78","New Zealand",157
64239,"Saad Natiq Naji","M","188","78","Iraq",109
64240,"Natjavyn Dariimaa","F","156","51","Mongolia",146
64241,"Louise Natoli","F","173","64","Australia",13
64242,"Eri Natori","F","162","60","Japan",115
64243,"Hans Natorp","M","172","66","Denmark",64
64244,"Paul Natorp","M","180","67","Denmark",64
64245,"Natsagiin Ser-Od","M","168","75","Mongolia",146
64246,"Lilyana Natsir","F","169","62","Indonesia-1",107
64247,"Madoka Natsumi","F","170","59","Japan",115
64248,"Yevgeny Yuryevich Natsvin","M","176","70","Russia",181
64249,"Dag Ntterqvist","M","175","69","Sweden",215
64250,"Floyd Caldwell Nattrass","M","183","95","Canada",41
64251,"Susan Marie  Nattrass","F","176","73","Canada",41
64252,"Wojciech Natusiewicz","M","160","63","Poland",174
64253,"Brangre Nau","F","155","44","France-2",80
64254,"Elizna Naud","F","180","88","South Africa",206
64255,"Antoni Naudi Casal","M",,,"Andorra",5
64256,"Andris Naudus","M","183","78","Latvia",124
64257,"Daria Nauer (-Lyrenmann)","F","168","50","Switzerland",216
64258,"Lisa Ellen Naughton","F",,,"Australia",13
64259,"Marie-ve Nault","F","170","64","Canada",41
64260,"Josateki Naulu","M","175","81","Fiji",78
64261,"Ana Sabine Naumann","F","165","58","Argentina",10
64262,"Gnther Naumann","M","172","67","West Germany",
64263,"Manfred Naumann","M","175","66","Germany",87
64264,"Peter Naumann","M","186","80","West Germany",
64265,"Mihai Naumencu","M",,,"Romania",180
64266,"Irina Vladimirovna Naumenko-Karpova","F","179","64","Kazakhstan",118
64267,"Sergey Konstantinovich Naumik","M","181","74","Kazakhstan",118
64268,"Yury Naumkin","M","180","71","Russia",181
64269,"Biser Naumov","M","187","87","Bulgaria",35
64270,"Sergey Mikhaylovich Naumov","M","182","84","Soviet Union",
64271,"Vadim Vladimirovich Naumov","M","176","75","Unified Team-3",
64272,"Darya Sergeyevna Naumova","F","165","76","Belarus",20
64273,"Sergejs Naumovs","M","177","78","Latvia",124
64274,"Naung Ye Tun","M","175","60","Myanmar",151
64275,"Ruslan Naurzaliyev","M","177","82","Uzbekistan",240
64276,"Yvonne Nauta","F","174","64","Netherlands",155
64277,"Antonio Nava Cano","M","190","76","Spain",209
64278,"Eduardo Nava Alcantara","M","180","70","Mexico",143
64279,"Gabriel Nava","M","186","78","Mexico",143
64280,"Goran Nava","M","180","71","Serbia",197
64281,"Horacio Nava Reza","M","181","65","Mexico",143
64282,"Lodovico Nava","M",,,"Italy",113
64283,"Margarita Nava de G.","F","165","50","Mexico",143
64284,"Patricia M. Nava Isherwood","F","179","62","Mexico",143
64285,"Farhan Navab","M","177","67","Iran",108
64286,"Mohamed Reza Navaie","M","169","68","Iran",108
64287,"Ignas Navakauskas","M","180","90","Lithuania",130
64288,"Dominika Navara Cibulkov","F","160","55","Slovakia",202
64289,"Ramnas Navardauskas","M","190","78","Lithuania",130
64290,"Alfredo Navarrete Guevara","M","176","64","Mexico",143
64291,"Daniel A. Navarrete","M","168","68","Argentina",10
64292,"Jzsef Navarrete","M","178","68","Hungary",104
64293,"Luis Alfredo Navarrete Pacheco","M","150","54","Cuba",57
64294,"Mara Navarria","F","172","75","Italy",113
64295,"Andrs Navarro Moreno","M","172","67","Spain",209
64296,"Araceli Navarro Laso","F","168","63","Spain",209
64297,"Carlos Rubn Navarro Valdez","M","177","58","Mexico",143
64298,"Felix Navarro","M",,,"United States Virgin Islands",237
64299,"Gilberto Navarro Fernndez","M","177","76","Chile",45
64300,"Francisco Javier  Vicente Navarro","M","180","78","Spain",209
64301,"Francisco Javier Navarro Snchez","M","188","80","Spain",209
64302,"Jos Navarro","M","167","50","United States",238
64303,"Jos Juan Navarro Batista","M","172","94","Spain",209
64304,"Juan de Dios Navarro Ramrez","M","172","64","Mexico",143
64305,"Juan Carlos Navarro Feijoo","M","193","82","Spain",209
64306,"Mara de los Angeles  Navarro de Diegio","F",,,"Spain",209
64307,"Mayda Navarro","F",,,"Mexico",143
64308,"Miguel Navarro Palos","M","170","62","Spain",209
64309,"Miguel ngel Navarro","M","182","80","Bolivia",26
64310,"Miguel Angel Navarro","M","175","73","Argentina",10
64311,"Roberto Navarro Gonzlez","M","170","57","Dominican Republic",67
64312,"Santiago Navarro Flez","M","185","76","Spain",209
64313,"Silvia Navarro Jimnez","F","169","62","Spain",209
64314,"Virginia Navarro Nieto","F","163","42","Spain",209
64315,"Jess A. Navas","M","170","63","Venezuela",242
64316,"Luis Miguel Navas Gonzlez","M","184","77","Cuba",57
64317,"Estela Navascus Parra","F","163","50","Spain",209
64318,"Roberto Naveira Filgueira","M","169","63","Spain",209
64319,"Charles Naveko","M","180","64","Malawi",133
64320,"Timo Juhani Nveri","M","170","80","Finland",79
64321,"ric Paul Alain Navet","M","180","75","France",80
64322,"Reinaldo Marcelino Navia Amador","M","170","70","Chile",45
64323,"Kstutis Navickas","M","179","71","Lithuania",130
64324,"Alain Navillod","M",,,"France",80
64325,"Tatyana Aleksandrovna Navka","F","170","52","Belarus",20
64326,"Jaroslav Navrtil","M","183","78","Czechoslovakia",
64327,"Martina Navratilova (ubertov- )","F","172","68","United States-2",238
64328,"Tore Navrestad","M","180",,"Norway",164
64329,"Ikhtiyor Karimovich Navruzov","M","165","65","Uzbekistan",240
64330,"Din Nawab","M","167","52","Pakistan",166
64331,"Rabangaki Nawai","M","178","83","Kiribati",120
64332,"Mirnawan Nawawi","M","170","68","Malaysia",134
64333,"Muhammad Nawaz","M","179","88","Pakistan",166
64334,"Sawomir Marek Nawrocki","M","187","81","Poland",174
64335,"Czesaw Kazimierz Nawrot","M","188","88","Poland",174
64336,"Meagen Marree Nay","F","174","62","Australia",13
64337,"Nay Myo Aung","M","171","63","Myanmar",151
64338,"Robert John Nay","M","177","70","Australia",13
64339,"V. R. Dinesh Nayak","M","172","74","India",106
64340,"Ravi Nayakar","M",,,"India",106
64341,"Noureddine Al-Naybet","M","182",,"Morocco",149
64342,"Georgi Spirov Naydenov","M","178","76","Bulgaria",35
64343,"Georgi Yordanov Naydenov","M","176","73","Bulgaria",35
64344,"Lyudmil Naydenov","M",,,"Bulgaria",35
64345,"Nayden Stoyanov Naydenov","M","197","84","Bulgaria",35
64346,"Mariana Naydenova (-Rusina)","F","180","61","Bulgaria",35
64347,"Tsvetelina Biserova Naydenova","F","168","49","Bulgaria",35
64348,"Hassan Nayebagha","M","176","68","Iran",108
64349,"George Whiteson Nayeja","M","163","67","Malawi",133
64350,"Erin Nicole Nayler","F","177","67","New Zealand",157
64351,"Andrew Naylor","M","180","73","Great Britain-1",234
64352,"William Brett Naylor","M",,,"New Zealand",157
64353,"Emily Sarah Naylor (-Gaddum)","F","167","55","New Zealand",157
64354,"Lee Michelle Naylor","F","166","58","Australia",13
64355,"Mark Naylor","M","186","78","Great Britain",234
64356,"Galle Verlaine Nayo-Ketchanke","F","174","75","France",80
64357,"Deniz Nazar","M","190","85","Ukraine",232
64358,"Anastasiya Konstantinovna Nazarenko","F","172","52","Russia",181
64359,"Anatoly Ivanovich Nazarenko","M","177","82","Soviet Union",
64360,"Leonid Vasilyevich Nazarenko","M","174","69","Soviet Union",
64361,"Liudmyla Ihorivna Nazarenko","F","193","82","Ukraine",232
64362,"Olesya Nazarenko","F",,,"Turkmenistan",228
64363,"Franklin Andrs Nazareno Macas","M","179","85","Ecuador",68
64364,"Magno do Prado Nazaret","M","172","67","Brazil",31
64365,"Hassan Nazari","M","170","64","Iran",108
64366,"Carlos Nazario","M",,,"Puerto Rico",176
64367,"Naydi Nazario","F","174","61","Puerto Rico",176
64368,"Andrei Nazarov","M","190","80","Estonia",73
64369,"Dilshod Nazarov","M","187","120","Tajikistan",218
64370,"Ibragim Nazarov","M","190","70","Uzbekistan",240
64371,"Sobirjon Nazarov","M","178","75","Tajikistan",218
64372,"Anna Sergeyevna Nazarova (-Klyashtornaya)","F","172","58","Russia",181
64373,"Irina Viktorovna Nazarova (Bagryantseva-)","F","170","58","Soviet Union",
64374,"Nataliya Viktorovna Nazarova","F","168","57","Russia",181
64375,"Olga Viktorovna Nazarova","F","164","53","Belarus",20
64376,"Olga Vladimirovna Nazarova","F","168","57","Soviet Union",
64377,"Valentina Nazarova","F","160","52","Turkmenistan",228
64378,"Armen Nazaryan","M","172","69","Armenia",11
64379,"Armen Lyudvikovich Nazaryan","M","162","60","Armenia",11
64380,"Yelena Nazemnova","F","169","56","Russia",181
64381,"Moosa Nazim","M",,,"Maldives",135
64382,"Saleem Nazim","M","170","66","Pakistan",166
64383,"Muhammad Nazir","M","186","105","Pakistan",166
64384,"Vladimir Aliverovich Nazlymov","M","176","73","Soviet Union",
64385,"Khayrullo Nazriev","M",,,"Tajikistan",218
64386,"Beauty Nazum Nahar","F","157","56","Bangladesh",18
64387,"Antonija Na","F","165","61","Serbia",197
64388,"Halvor Ns","M","180","72","Norway",164
64389,"Thormod Ns","M",,,"Norway",164
64390,"Karl Mattis Nss","M","195","90","Norway",164
64391,"Trevor Ncala","M","157","64","Swaziland",74
64392,"Samuel Nchinda-Kaya","M","180","82","Cameroon",40
64393,"Njoya Ajara Nchout","F","164","65","Cameroon",40
64394,"Zephaniah Ncube","M","175","55","Zimbabwe",248
64395,"Lucienne N'Da (-Bamba-Koffi)","F","174","60","Cote d'Ivoire",61
64396,"Hassan N'Dam N'Jikam","M","182","75","Cameroon",40
64397,"Momar N'Dao","M","177","75","Senegal",196
64398,"Abdoulaye N'Diaye","M","163","63","Senegal",196
64399,"Abdourahmane N'Diaye","M","187",,"Senegal",196
64400,"Astou N'Diaye (-Diatta)","F","192","83","Senegal",196
64401,"Bruno N'Diaye","M",,,"Senegal",196
64402,"Amadou  N'Diaye","M","173","70","Senegal",196
64403,"Fatime N'Diaye","F","185","87","Senegal",196
64404,"Hachim N'Diaye","M","189","82","Senegal",196
64405,"M'Bar N'Diaye","M","193","84","France",80
64406,"Mamadou N'Diaye","M","182","66","Senegal",196
64407,"Moussa Narou N'Diaye","M",,,"Senegal",196
64408,"Papa M'Baye N'Diaye","M","182","67","Senegal",196
64409,"Pierre Amont N'Diaye","M","162","51","Senegal",196
64410,"Robert N'Diaye","M","176","99","Senegal",196
64411,"Tenema N'Diaye","M","181",,"Mali",136
64412,"Samson N'Dicka-Matam","M","164","63","Cameroon",40
64413,"Zache N'Dock","M","176","82","Cameroon",40
64414,"Lotuala N'Dombassy","M",,,"Angola",6
64415,"Martin N'Dongo Ebanga","M","165","64","Cameroon",40
64416,"Kouame N'Douba","M",,,"Cote d'Ivoire",61
64417,"Franois N'Doumb Lea","M",,,"Cameroon",40
64418,"Alexander N'Doumbou","M","179","70","Gabon",84
64419,"Amie N'Dow","F","158","53","Gambia",85
64420,"Assane N'Doye","M","177","79","Senegal",196
64421,"Kne N'Doye","F","164","58","Senegal",196
64422,"Adjoua N'Dri","F",,,"Cote d'Ivoire",61
64423,"Kouami N'Dri","M","178","68","Cote d'Ivoire",61
64424,"Eric N'Dri Pacome","M","185","83","Cote d'Ivoire",61
64425,"Clstine N'Drin","F","169","56","Cote d'Ivoire",61
64426,"Eulucane Ndagijimana","M","172","68","Rwanda",182
64427,"Addo Ndala","F","170","52","Congo (Brazzaville)",53
64428,"Patrick Ndayisenga","M","179","57","Burundi",37
64429,"Samson Ndayishimiye","M",,,"Rwanda",182
64430,"Hamad Ndee","M","170","61","Tanzania",235
64431,"Jules-Albert Ndemba","M",,"78","Cameroon",40
64432,"Abel Ndenguet","M",,,"Congo (Brazzaville)",53
64433,"Wincatherine Nyambura  Ndereba","F","160","45","Kenya",119
64434,"John Mwaura Nderu","M",,,"Kenya",119
64435,"Pardon Ndhlovu","M","158","54","Zimbabwe",248
64436,"Adama Ndiaye","M","196","80","Senegal",196
64437,"Amadou Ndiaye","M","180","80","Senegal",196
64438,"Awa Ly Ndiaye","F","169","53","Senegal",196
64439,"Malal Ndiaye","M","167","100","Senegal",196
64440,"Mandiaye Ndiaye","M","192","85","Senegal",196
64441,"Emmanuel Ndiemandoi","M","166","62","Tanzania",235
64442,"Hinikissa Albertine Ndikert","F","165","60","Chad",44
64443,"Caleb Mwangangi Ndiku","M","167","65","Kenya",119
64444,"Henri Ndinga","M","176","68","Congo (Brazzaville)",53
64445,"Pierre Ndinga","M","167","62","Congo (Brazzaville)",53
64446,"Ernest Ndissipou","M","183","68","Central African Republic",43
64447,"Juma Ndiwa","M","186","70","Kenya",119
64448,"Joseph Ndjumbi","M",,,"Gabon",84
64449,"Sizwe Ndlovu","M","185","72","South Africa",206
64450,"Emmanuel Regis Ndong Mba","M","163","70","Gabon",84
64451,"Henri Junior Ndong Ngaleu","M","186","80","Gabon",84
64452,"Reginaldo Micha Ndong","M","165","76","Equatorial Guinea",71
64453,"Emmeline Ndongue","F","192","82","France",80
64454,"Philip Ndou","M","176","57","South Africa",206
64455,"Astou Barro Ndour Gueye","F","195","68","Spain",209
64456,"Ibibongo Nduita","M","160","54","Congo (Kinshasa)",63
64457,"Jean-Patrick Nduwimana","M","180","65","Burundi",37
64458,"Fidelis Ndyabagye","M","169","73","Uganda",231
64459,"Phumlile Ndzinisa","F","170","57","Swaziland",74
64460,"Farhod Ne'matov","M","188","74","Tajikistan",218
64461,"Ionelia Neacu","F","176","65","Romania",180
64462,"Mihaela Silvia Neacu (Stancescu-)","F","170","56","Romania",180
64463,"Nicolae Neagoe","M","177","92","Romania-1",180
64464,"Virgil Neagoe","M",,,"Romania",180
64465,"Andreas Neagu","M","181","92","Romania",180
64466,"Aurel Neagu","M","159","60","Romania",180
64467,"Costica Neagu","M",,,"Romania",180
64468,"Cristina Georgiana Neagu","F","180","69","Romania",180
64469,"Drago Neagu","M","198","104","Romania",180
64470,"Paul Neagu","M","173","90","Romania-1",180
64471,"Traian Neagu","M","183","82","Romania",180
64472,"Vasile Neagu","M","170","67","Romania",180
64473,"Blaine Neal","M","196","114","United States",238
64474,"Brooke Neal","F","182","71","New Zealand",157
64475,"Lia Neal","F","178","75","United States",238
64476,"McClinton Earl Neal","M","193","88","United States",238
64477,"Shay Neal","M","176","75","New Zealand",157
64478,"William  Neale","M",,,"Canada",41
64479,"Ian G. Neale","M","180","70","Great Britain",234
64480,"Leah Neale","F","173","66","Australia",13
64481,"Cynthia Margaret  Neale-Ishoy","F","159","59","Canada",41
64482,"Gail Neall (-Yeoh)","F","163","52","Australia",13
64483,"Michael  Neary","M","188","81","Canada",41
64484,"Stphanie Neau","F","169","70","France",80
64485,"Elizabeth Rachael  Neave","F","171","63","Great Britain",234
64486,"Gyrgy Nbald","M","180","78","Hungary",104
64487,"Rudolf Nbald","M","175","73","Hungary",104
64488,"Konstantinos  Nebegleras","M","176","78","Greece",90
64489,"Amber L. Neben (Parkinson-)","F","163","50","United States",238
64490,"Severine Nebie","F","167","63","Burkina Faso",36
64491,"Nana Nebieridze","F","170","52","Georgia",86
64492,"Edward Neblett","M","170","71","Barbados",19
64493,"Aleksandr Nebogov","M","167","65","Soviet Union",
64494,"Fabio Nebuloni","M","180","77","Italy",113
64495,"Silvio Necchi","M","168","70","Italy",113
64496,"Souad Al-Nechab","F","178","60","Algeria",3
64497,"Yevgeny Nechayev","M","176","76","Soviet Union",
64498,"Yelena Aleksandrovna Nechayeva","F","168","58","Russia",181
64499,"Andrei Nechita","M","183","70","Romania",180
64500,"Lenka Nechvtalov (-Grymov)","F","177","71","Czechoslovakia",
64501,"Larysa Nechyporuk (Teteriuk-)","F","171","59","Ukraine",232
64502,"Louisa Ncib-Cadamuro","F","168","56","France",80
64503,"Jan Neck","M","173","57","Czechoslovakia",
64504,"Josef Carl Peter Neckermann","M","183","65","Germany",87
64505,"Nicholas Alfred  Neckles","M","171","70","Barbados",19
64506,"Emilian Necula","M","160","60","Romania",180
64507,"Iulia Necula","F","162","57","Romania",180
64508,"Veronica Necula","F","182","80","Romania",180
64509,"Maria Neculi","F",,,"Romania",180
64510,"Darina Yurivna  Nedashkivska","F","170","55","Ukraine",232
64511,"Eilif Bjarne Nedberg","M","173","65","Norway-2",164
64512,"Jeffrey Reginald Nedd","M","184","87","Aruba",12
64513,"Evgheni Nedealco","M","179","79","Moldova",179
64514,"Ayumu Nedefuji","M","180","68","Japan",115
64515,"Petya Todorova Nedelcheva","F","174","76","Bulgaria",35
64516,"Diego Virgilio Nedelcu","M","190","87","Argentina",10
64517,"Romeo Nedelcu","M","175","68","Romania-2",180
64518,"Ruxandr Nedelcu","F","161","47","Romania",180
64519,"Michel Ndlec","M","186","78","France",80
64520,"Goran Nedeljkovi","M","191","72","Serbia and Montenegro",
64521,"Patricia  Neder","F","162","61","United States",238
64522,"Pernille Elling Nedergaard (-Jessen)","F",,,"Denmark",64
64523,"Travis Nederpelt","M","184","75","Australia",13
64524,"Nedelcho Nedev","M","168","68","Bulgaria",35
64525,"Ekaterina Nedeva","F","162","62","Bulgaria",35
64526,"Dereje Nedi","M","175","55","Ethiopia",75
64527,"Salim Nedjel-Hammou","M",,,"Algeria",3
64528,"Iliyan Nedkov","M","174","65","Bulgaria",35
64529,"Anastasiya Volodymyrivna Nedobiha","F","162","50","Ukraine",232
64530,"Vclav Nedomansk","M","186","91","Czechoslovakia",
64531,"Nemanja Nedovi","M","191","90","Serbia",197
64532,"Timothy  Nedow","M","195","140","Canada",41
64533,"Frantiek Nedvd","M","163","60","Czechoslovakia",
64534,"Petr Nedvd","M","192","93","Canada",41
64535,"Marta Nedvdov","F","163","54","Czech Republic",60
64536,"Neli Nedyalkova-Boteva","F","159","55","Bulgaria",35
64537,"Ashley Nee","F","163","55","United States",238
64538,"Simon Stuart Needham","M","175","80","Great Britain",234
64539,"Michael Eugene  Neel","M","184","79","United States",238
64540,"Mark Jacobus Louis Neeleman","M","184","103","Netherlands",155
64541,"Catharina Eline Maria  Neelissen","F","177","68","Netherlands",155
64542,"Robert Thomas  Neely","M","170","68","United States",238
64543,"Raymond Neenan","M","172","65","Great Britain",234
64544,"Amon Neequaye","M","166","54","Ghana",88
64545,"Ben Neequaye","M","186","63","Ghana",88
64546,"Samuel Kotey Neequaye","M",,"64","Ghana",88
64547,"Penny Lou Neer","F","183","75","United States",238
64548,"Leoul Neeraio","M","169","57","Ethiopia",75
64549,"David Charles Neesham","M","180","81","Australia",13
64550,"Timothy Paul  Neesham","M","184","86","Australia",13
64551,"Candice Neethling","F","170","60","South Africa",206
64552,"Ryk Neethling","M","196","95","South Africa",206
64553,"Sonja Nef","F","164","72","Switzerland",216
64554,"Irina Mikhaylovna Nefedova","F","175","60","Belarus",20
64555,"Jean-Marie Neff","M","183","70","France",80
64556,"Jolanda Neff","F","168","53","Switzerland",216
64557,"Paul Neff","M","158","55","Germany",87
64558,"Gustavo Alfredo Neffa Rodrguez","M","178","72","Paraguay",170
64559,"Karel Neffe","M","194","92","Czechoslovakia",
64560,"Karel Neffe, Jr.","M","190","85","Czech Republic",60
64561,"Milue Neffeov","F","178","72","Czechoslovakia",
64562,"Yemane Negassi Gebremariam","M","168","60","Ethiopia",75
64563,"Ojoshogu  Negedu","F","185","78","Nigeria",160
64564,"Tena Negere","M","170","55","Ethiopia",75
64565,"Atsushi Negishi","M","169","67","Japan",115
64566,"Nadia Negm","F","170","69","Egypt",69
64567,"Salma Negmeldin","F","160","49","Egypt",69
64568,"Aleksey Aleksandrovich Negodaylo","M","189","98","Russia-1",181
64569,"Konstantin Yuryevich Negodyayev","M","196","95","Kazakhstan",118
64570,"Roba Negousse","M","168","61","Ethiopia",75
64571,"Marcelo Teles Negro","M","198","94","Brazil",31
64572,"Carla-Creola Negrea","F",,,"Romania",180
64573,"Gheorghe Negrea","M","181","81","Romania",180
64574,"Marius-Cristian Negrea","M",,,"Romania",180
64575,"Tiberiu Alexandru Negrean","M","187","85","Romania",180
64576,"Christophe Negrel","M","180","78","France",80
64577,"Fidel Negrete Gamboa","M","167","58","Mexico",143
64578,"Francisco Negrete","M",,,"Mexico",143
64579,"Diego Negri","M","182","92","Italy",113
64580,"Luca Negri","M","189","82","Italy",113
64581,"Marco Negri","M","193","84","Italy",113
64582,"tefan Negrian","M","168","68","Romania",180
64583,"Laura Negrisoli","F","170","56","Italy",113
64584,"Carlos R. Negron","M",,,"Puerto Rico",176
64585,"Carlos Jos Negrn Coln","M","196","81","Puerto Rico",176
64586,"Laudiel Negrn","M","170","64","Puerto Rico",176
64587,"Iulia Negur (-Olteanu)","F","166","58","Romania",180
64588,"Abebech Negussie","F","155","42","Ethiopia",75
64589,"Hailu Negussie","M","170","60","Ethiopia",75
64590,"Nicolae Negu","M","185","87","Romania",180
64591,"Hans-Christian Nehammer","M","190","108","Austria",14
64592,"Vladislav Nehasil","M","166","66","Czechoslovakia",
64593,"Meinhard Nehmer","M","183","95","East Germany-2",
64594,"Rolf Nehn","M","185","64","Brazil",31
64595,"Saina Nehwal","F","167","65","India",106
64596,"Silvia Neid","F","166","58","Germany",87
64597,"Doris Anita Neil","F","163","55","Great Britain",234
64598,"William  Neil","M","183","73","Great Britain",234
64599,"James Matthew Neil","M","188","89","United States",238
64600,"Sara Louise Neil","F","174","64","Canada",41
64601,"William  Neill","M",,,"United States Virgin Islands-1",237
64602,"John Whitley Neill","M","184","85","Great Britain",234
64603,"Lucas Neill","M","185","80","Australia",13
64604,"Michael Robert  Neill","M","185","86","United States",238
64605,"Jade Neilsen","F","175","70","Australia",13
64606,"Andrew  Neilson","M","178","82","Canada",41
64607,"Eric Neilson","M","185","90","Canada",41
64608,"Sandra Lynn  Neilson (-Bell)","F","173","63","United States",238
64609,"Terence  Neilson","M","193","85","Canada",41
64610,"Agustn Neiman","M",,,"Argentina",10
64611,"Vacislav Neiman","M","167","51","Israel",112
64612,"Kathrin Neimke","F","180","91","East Germany",
64613,"Bernhard Neininger","M","175","64","Switzerland",216
64614,"Anton  Neininger","M","170","64","Switzerland",216
64615,"Jorge Neira Tost","M","179","80","Spain",209
64616,"Jos Gregorio Neira Carvajal","M","178","62","Colombia",51
64617,"Eric Neisse","M","180","69","France",80
64618,"Kersten Neisser (-Kpke, -Kriesel)","F","175","70","East Germany",
64619,"Gary Allen Neist","M",,"74","United States",238
64620,"Daryll Saskia Neita","F","172","61","Great Britain",234
64621,"Andreas Neitzel","M","186","83","East Germany",
64622,"Rdiger Neitzel","M","199","92","West Germany",
64623,"Silvana de Fatima Neitzke","F",,,"Brazil",31
64624,"Gary Malcolm Neiwand","M","176","86","Australia",13
64625,"Jana Nejedly","F","175","65","Canada",41
64626,"Dalimil Nejezchleba","M","185","70","Czechoslovakia",
64627,"Barbara Jahn Schaefer Nejman","F","156","45","United States",238
64628,"Saifeddine Al-Nejmaoui","M","175","60","Tunisia",226
64629,"Georgy Anatolyevich Nekhayev","M","170","56","Belarus",20
64630,"Katsutoshi Nekoda","M","179","77","Japan",115
64631,"Miroslav Nekola","M","189","76","Czechoslovakia",
64632,"Vladimir Nekora","M","184","84","Yugoslavia",220
64633,"Irina Sergeyevna Nekrasova","F","168","63","Kazakhstan",118
64634,"Yana Anatolyevna Nekrasova","F","178","62","Russia",181
64635,"Riardas Nekrioius","M","184","88","Lithuania",130
64636,"Teres Nekroait","F","172","74","Lithuania",130
64637,"Grant Roy Nel","M","173","69","Australia",13
64638,"Vitalina  Nel","F","180","66","South Africa",206
64639,"Wenda Nel (Theron-)","F","165","57","South Africa",206
64640,"Sebastiano Nela","M",,,"Italy",113
64641,"Alexander Angel Nelcha Dubard","M","203","102","Venezuela",242
64642,"Barbara Nelen","F","167","56","Belgium",21
64643,"Jan Neliba","M","183","84","Czechoslovakia",
64644,"Andr Nelis","M","192","90","Belgium",21
64645,"Jrgen Nelis","M","184","83","Netherlands",155
64646,"Daniel Wilhelmus Maria  Nelissen","M",,,"Netherlands",155
64647,"Michael Nell","M","184","68","Canada",41
64648,"Tyler Nella","M","180","84","Canada",41
64649,"Bryshon Lorenzo Nellum","M","183","80","United States",238
64650,"Donald Robert  Nelsen","M","173","66","United States",238
64651,"Ryan William Nelsen","M","185","89","New Zealand",157
64652,"Adam McCright Nelson","M","183","120","United States",238
64653,"Ashleigh Nelson","F","165","60","Australia",13
64654,"William Andrew  Nelson","M","165","55","United States",238
64655,"Carey Michael Nelson","M","179","64","Canada",41
64656,"Charles Tomlinson  Nelson","M","183","82","United States",238
64657,"Cynthia Lee  Nelson","F","168","64","United States",238
64658,"Colin Ross Nelson","M","179","75","Canada",41
64659,"Diane Nelson (-Dezura)","F","163","59","Canada",41
64660,"Douglas Edward  Nelson","M","185","107","United States",238
64661,"Eliza Nelson (Mendonca-)","F","160",,"India",106
