"id","name","sex","height","wheight","team","id_country"
50001,"Boaz Kiplagat Lalang","M",,,"Kenya",119
50002,"Panayotis Alexander  Lalas","M","191","89","United States",238
50003,"Pauga Lalau","M",,,"Samoa",191
50004,"Yevgeny Alekseyevich Lalenkov","M","188","85","Russia",181
50005,"Valentina Nikolayevna Lalenkova (Golovenkina-)","F","173","68","Soviet Union",
50006,"Eleei Lalio","M","170","103","American Samoa",4
50007,"Alexandros Laliotis","M","177","96","Greece",90
50008,"Caroline Lalive","F","165","62","United States",238
50009,"Gennady Kazbekovich Laliyev","M","174","84","Kazakhstan",118
50010,"Ral Lall","M",,"59","Guyana",99
50011,"Ann Lallande","F","165","52","Puerto Rico",176
50012,"Giorgio Lalle","M",,,"Italy",113
50013,"Juha Lallukka","M","180","66","Finland",79
50014,"Jade Louise Lally","F","182","88","Great Britain",234
50015,"Anthony  Lally","M","168","60","Ireland",110
50016,"Genevive Lalonde","F","170","58","Canada",41
50017,"tienne Lalonde-Turbide","M","195","59","Canada",41
50018,"Ivet Miroslavova Lalova-Collio","F","168","56","Bulgaria",35
50019,"Changte Lalremsaga","M",,,"India",106
50020,"Balzs Laluska","M","201","106","Hungary",104
50021,"Lm Hi Vn","M",,,"Vietnam",243
50022,"Lam Hin Chung","M","185","74","Hong Kong",47
50023,"Lam Kok Meng","M","165","55","Malaysia",134
50024,"Lam Lap Hing","M","173","78","Hong Kong",47
50025,"Lam Mun Fatt","M",,,"Malaysia",134
50026,"King-Teng  Lam","F",,,"Mauritius",141
50027,"Lap Suen  Lam","M","185","75","Hong Kong",47
50028,"Samantha June Lam","F","170","58","Hong Kong",47
50029,"Sheung-Yee  Lam","M","165","64","Chinese Taipei",0
50030,"Tak Chuen  Lam","M","175","69","Hong Kong",47
50031,"Lam Tin Sau","M","186","65","Hong Kong",47
50032,"Lm Vn Honh","M","174","67","Vietnam",243
50033,"Holly Elizabeth Lam-Moores","F","169","59","Great Britain",234
50034,"Gabriel Eduardo Lama Valenzuela","M","180","90","Chile",45
50035,"David Lamai","M","170","71","Kenya",119
50036,"Sofiane Lamali","M","188","90","Algeria",3
50037,"Tania Lamarca Celada","F","158","36","Spain",209
50038,"Benot  Lamarche","M","177","72","Canada",41
50039,"Marie-Pierre Lamarche","F","165","55","Canada",41
50040,"Mohamed Lamari","M","171","70","Morocco",149
50041,"Gianluca Lamaro","M","177","70","Italy",113
50042,"Yves Lamarque","M","178","86","France",80
50043,"Kim Lamarre","F","165","54","Canada",41
50044,"Whynter Lamarre","F","173","68","Canada",41
50045,"Gunta Lamaa (Kreine-, -Vlasenko)","F","179","67","Latvia",124
50046,"Eric Lamaze","M","170","65","Canada",41
50047,"Douglas Gilbert Lamb","M","180","69","Belize",22
50048,"Gary Alan Lamb","M","175","80","New Zealand",157
50049,"Maria Teresa Sullivan Lamb","F","168","59","United States",238
50050,"Indrajit Singh Lamba","M","176","70","India",106
50051,"Hayat Lambarki","F","172","57","Morocco",149
50052,"Stephen Lambdin","M","188","109","United States",238
50053,"Claire Lambe","F","178","57","Ireland",110
50054,"Karin Ingrid Lamberg-Skog","F","168","55","Sweden",215
50055,"Anne-Marie Lambert (-Rosengren)","F","162","55","Sweden",215
50056,"Charles Lambert","M","177","80","France",80
50057,"Christopher Patrick  Lambert","M","189","83","Great Britain",234
50058,"Christophe Lambert","M","184","86","Germany",87
50059,"Claude Lambert","M","162","54","Canada",41
50060,"Denis Lambert","M","178","64","Canada",41
50061,"Franck Lambert","M","185","73","France",80
50062,"George Howard Lambert, Jr.","M","188","81","United States",238
50063,"Jodi Louise Lambert","F","168","60","Australia",13
50064,"Laurie Jean Lambert","F","152","55","Canada",41
50065,"Michael Lambert","M","178","76","Canada",41
50066,"Michael Allen  Lambert","M","200","94","United States",238
50067,"Nathalie Brigitte Lambert","F","170","65","Canada",41
50068,"Olivier Lambert","M","186","74","France",80
50069,"Peter Lambert","M","190","90","Great Britain",234
50070,"Richard Lambert","M","180","82","Canada",41
50071,"Stephen Lambert","M","188","87","Australia",13
50072,"Thomas Lambert","M","182","75","Switzerland",216
50073,"Giorgio Lamberti","M","183","77","Italy",113
50074,"Thierry Dominique Lamberton","M","184","76","France",80
50075,"Walter Lambertus","M","186","87","Romania",180
50076,"Stphane Lambiel","M","174","61","Switzerland",216
50077,"Norbert Lambing","M","197","97","Austria",14
50078,"Regan Lamble","F","174","55","Australia",13
50079,"Lankantien Lamboni","M","188","78","Togo",222
50080,"Richard Edward  Lambourne","M","190","100","United States",238
50081,"Santiago Lambre Della Groce","M","178","68","Mexico",143
50082,"Tracey Lambrechs","F","167","105","New Zealand",157
50083,"Martin Ernst Lambrecht","M",,,"South Africa",206
50084,"Burger Lambrechts","M","198","138","South Africa",206
50085,"Jozef  Lambrechts","M","174","71","Belgium",21
50086,"Marcel Lambrechts","M","178","75","Belgium",21
50087,"Cornelis Johannes Maria  Lambregts","M","178","66","Netherlands",155
50088,"Hubertus  Lambriex","M","196","79","Netherlands",155
50089,"Lambros Lambrou","M","174","72","Cyprus",59
50090,"Maria  Lambrou-Teloni","F","170","60","Greece",90
50091,"Alessandro Lambruschini","M","178","63","Italy",113
50092,"Richard L.  Lamby","M","182","88","United States",238
50093,"Michal Lamdani (-Cohen)","F","172","64","Israel",112
50094,"Ayad Lamdassem El Mouhcin","M","172","52","Spain",209
50095,"Garba Lame","M","148","52","Nigeria",160
50096,"Paulo Raulino Lamego","M","177","75","Brazil",31
50097,"Jol Lamela Luaces","M","172","70","Cuba",57
50098,"Santiago  Lamela Toba","M","177","79","Spain",209
50099,"Lzaro Lamelas Ramrez","M","163","59","Cuba",57
50100,"Paul Emile Lamey","M","180","82","United States-1",238
50101,"Adam Lamhamedi","M","170","76","Morocco",149
50102,"Nasir Lamine","M",,,"Ghana",88
50103,"Bernard Lamiti","M","180","76","France",80
50104,"Harry Lamme","M","187","84","Netherlands",155
50105,"Hank Jacob Lammens","M","190","93","Canada",41
50106,"Kim Lammers","F","176","69","Netherlands",155
50107,"Mathilde Lamolle","F","167","58","France",80
50108,"Myriam Corinne Lamolle","F","168","58","France",80
50109,"Francesco Lamon","M","173","60","Italy",113
50110,"Sophie Lamon","F","173","53","Switzerland",216
50111,"Yevgeniya Alekseyevna Lamonova","F","174","62","Russia",181
50112,"Christopher Lamont","M","199","76","Great Britain",234
50113,"Didier Lamont","M",,,"Belgium",21
50114,"Rnelle Lamote","F","165","59","France",80
50115,"Dieudonn Michel Lamothe","M","175","65","Haiti",100
50116,"Samir Lamouchi","M",,,"Tunisia",226
50117,"Jean-Franois Lamour","M","184","86","France",80
50118,"ve Lamoureux","F","160","59","Canada",41
50119,"Jocelyne Nicole Lamoureux","F","168","70","United States",238
50120,"Justin Lamoureux","M","188","75","Canada",41
50121,"Monique Edith Lamoureux (-Kolls)","F","168","70","United States",238
50122,"Matti Veikko Lampainen","M","178","82","Finland",79
50123,"Thomas Lamparter","M","183","98","Switzerland-1",216
50124,"Leif Lampater","M","182","70","Germany",87
50125,"Hans Lampe","M","194","82","West Germany",
50126,"Oliver Lampe","M","198","97","Germany",87
50127,"Werner Lampe","M","195","80","West Germany",
50128,"Timo Heikki Ernest Lampn","M","195","87","Finland",79
50129,"Michael Lampert","M","180","87","Austria",14
50130,"Vyacheslav Frolovich Lampeyev","M","185","89","Soviet Union",
50131,"Janez Lampi","M","181","73","Yugoslavia",220
50132,"Mari Johanna Lampinen","F","160","51","Finland",79
50133,"Johannes Lamprecht","M","187","90","Zimbabwe",248
50134,"Martin Konstantin Lamprecht","M","188","76","Sweden",215
50135,"Adolfo Lampronti","M","173","63","Italy",113
50136,"Nii Odartey Lamptey","M",,,"Ghana",88
50137,"Peter Lamptey","M","180","71","Ghana",88
50138,"Abdellah Lamrani","M","177","68","Morocco",149
50139,"Katarna Lamrichov (-Beukov)","F","165","68","Czechoslovakia",
50140,"Abdel Majid Lamris","M","170","68","Morocco",149
50141,"Robyn Lamsam","F",,,"Hong Kong",47
50142,"Andr Lamy","M","176","79","France",80
50143,"Jennifer Frances Lamy (-Frank)","F","173","60","Australia",13
50144,"James Ernest  Lamy","M","183","114","United States-1",238
50145,"Ronan Lamy Chappuis","M","180","62","France",80
50146,"Jason Grgory Lamy-Chappuis","M","178","65","France",80
50147,"Nadir Lamyaghri","M","172","68","Morocco",149
50148,"Lan Shizhang","M","152","58","China",46
50149,"Lan Wei","M","170","58","China",46
50150,"Lan Xing","M","169","63","China",46
50151,"Geovanni Alessandro Lanaro Mercado","M","185","82","Mexico",143
50152,"Vclav Lana","M","197","94","Czechoslovakia",
50153,"Thomas Benjamin  Lancashire","M","181","65","Great Britain",234
50154,"Brett Daniel Lancaster","M","189","80","Australia",13
50155,"Jackie Lance","F","160","65","Canada",41
50156,"Pascal Lance","M","178","63","France",80
50157,"Patrick Lancereau","M","176","75","France",80
50158,"Frdric Lancien","M","183","81","France",80
50159,"Burt Jude Lancon","M","178","70","United States-2",238
50160,"John James Land","M","170","59","Great Britain",234
50161,"Gladys Nataly Landaverde Hernndez","F","162","61","El Salvador",70
50162,"Narcisa Marisol Landzuri Bentez","F","165","52","Ecuador",68
50163,"Eduardo Landazury","M","170","65","Colombia",51
50164,"Stefan Olof Ragnar Landberg","M","183","81","Sweden",215
50165,"Halvor Sannes Lande","M","189","88","Norway",164
50166,"Suzanne Ciscele  Landells (-Dill-Macky)","F","162","57","Australia",13
50167,"Andrew Landenberger","M","182","73","Australia",13
50168,"Guido Landert","M","177","60","Switzerland",216
50169,"Dominik Landertinger","M","188","75","Austria",14
50170,"Gabriel Ingemar John Landeskog","M","185","99","Sweden",215
50171,"Nicolaas Albertus Adrianus  Landeweerd","M","178","74","Netherlands",155
50172,"Sigrid Landgraf (-Bartels)","F","174","62","West Germany",
50173,"Olga Eduardovna Landik","F","169","57","Russia",181
50174,"Niklas Landin Jacobsen","M","201","102","Denmark",64
50175,"Anke Jannie Landman","F","171","65","Netherlands",155
50176,"Hugues Landon","M","178","72","France",80
50177,"Jitka Landov","F","170","57","Czech Republic",60
50178,"Francine Landre","F","165","54","France",80
50179,"Laurisa Landre","F","174","67","France",80
50180,"Rolando M. Landrito","M","165","59","Philippines",172
50181,"Alexandra Landry","F","170","56","Canada",41
50182,"Daniel Joseph  Landry","M","193","83","United States",238
50183,"Ghislaine Landry","F","163","65","Canada",41
50184,"Jacques Dalma Landry","M","193","77","Canada",41
50185,"Yves Landry","M","170","63","Canada",41
50186,"Magne Landr","M","175","65","Norway",164
50187,"Siri Landsem (-Lorentsen)","F","165","57","Norway",164
50188,"Maik Landsmann","M","183","82","East Germany",
50189,"John Landsteiner","M","180","84","United States",238
50190,"Eelis Eenok  Landstrm","M","185","81","Finland",79
50191,"Jessica Elin Maria Landstrm","F","180","74","Sweden",215
50192,"Erling Landsvrk","M","189","98","Norway",164
50193,"Stefano Landuzzi","M","179","83","Italy",113
50194,"Bernd Landvoigt","M","188","88","East Germany",
50195,"Ike Landvoigt","M","195","92","Germany",87
50196,"Jrg Landvoigt","M","190","85","East Germany",
50197,"Lester Everett  Lane","M","177","77","United States",238
50198,"Megan Lane","F","178","66","Canada",41
50199,"Arne Mainor Lanes","M","182","90","Norway",164
50200,"Jacques Lanfranchi","M","174","70","France",80
50201,"Giovanni Battista Lanfranco","M","188","80","Italy",113
50202,"Patrizia Lanfredini","F","170","50","Italy",113
50203,"Andreas  Lang","M","186","80","Germany",87
50204,"Alison Lang (-Robertson)","F","191","73","Canada",41
50205,"Amit Lang","M",,,"Israel",112
50206,"Benjamin Lang","M","186","86","France",80
50207,"William J.  Lang","M","185","88","Great Britain",234
50208,"Brent Dennis Lang","M","198","82","United States",238
50209,"Christine Lang","F","172","65","West Germany",
50210,"Czesaw Lang","M","173","70","Poland",174
50211,"Daniel Karl Lang","M","181","79","Switzerland",216
50212,"Flori Lang","M","187","77","Switzerland",216
50213,"Helmut Lang","M","184","74","Austria",14
50214,"Kara Lang","F","172","68","Canada",41
50215,"Karel Lang","M","175","75","Czechoslovakia",
50216,"Livia Lang","F","162","49","Austria",14
50217,"Martin Lang","M","183","74","Germany",87
50218,"Martin  Lang","M","183","75","United States",238
50219,"Naomi Rose Lang (-Fitzgerald)","F","167","53","United States-1",238
50220,"Peter Lang","M","193","90","West Germany",
50221,"Peter rsted Lang","M","185","80","Denmark",64
50222,"Lang Ping","F","184","71","China",46
50223,"Robert Lang","M","187","79","Australia",13
50224,"Ronald Dwayne  Lang","M","183","84","United States",238
50225,"Sigrid Lang (-Baur)","F","160","56","West Germany",
50226,"Ville Lng","M","177","75","Finland",79
50227,"Arturo Lang-Lenton Len","M","185","74","Spain",209
50228,"Miguel Lang-Lenton Len","M",,,"Spain",209
50229,"Gheorghe Langa","M","169","60","Romania",180
50230,"Haniel Vincius Inoue Langaro","M","197","104","Brazil",31
50231,"Nancy Jebet Langat","F","153","49","Kenya",119
50232,"Martha Langbein-Pensberger (-Schreiber)","F","160","56","Germany",87
50233,"Jeffrey  Langdon","M","175","66","Canada",41
50234,"Ross Langdon","M","185","82","Australia",13
50235,"Andr Lange","M","188","100","Germany-2",87
50236,"Darren Neil Lange","M",,,"Australia",13
50237,"Frank Lange","M","183","85","West Germany-1",
50238,"Hans-Joachim Lange","M","192","84","East Germany",
50239,"Hans-Ulrich Lange","M","186","90","East Germany",
50240,"Heike Lange (-Kahl)","F","168","62","East Germany",
50241,"Klaus Lange Saubidet","M","182","81","Argentina",10
50242,"Klaus Lange","M","184","84","West Germany",
50243,"Malcolm Edgar Lange","M","177","63","South Africa",206
50244,"Marita Lange","F","182","85","East Germany",
50245,"Mathias Lange","M","178","82","Austria",14
50246,"Matthias Lange","M","177","73","West Germany",
50247,"Paul Lange","M","178","78","Germany",87
50248,"Santiago Ral Lange Roberti","M","184","73","Argentina",10
50249,"Thomas Lange","M","189","89","East Germany",
50250,"Wolfgang Lange","M","178","73","Germany",87
50251,"Yago Lange Saubidet","M","180","77","Argentina",10
50252,"Marlelynn Sabine Lange-Harris","F","197","93","Canada",41
50253,"Helen Langehanenberg","F","164","48","Germany",87
50254,"Anthony Langella","M","188","73","France",80
50255,"Christoph Langen","M","188","98","West Germany-1",
50256,"Harold Langen","M","188","90","Netherlands",155
50257,"Ute Langenau","F","185","80","East Germany",
50258,"Jamie Craig Langenbrunner","M","185","93","United States",238
50259,"Andi Langenhan","M","180","86","Germany",87
50260,"Andreas Langer","M","168","67","East Germany",
50261,"Lucyna Langer (-Kaek)","F","167","55","Poland",174
50262,"Rudolf Langer","M","191","105","Germany",87
50263,"Sylvia Langer","F","166","62","East Germany",
50264,"Kai Langerfeld","M","197","100","Canada",41
50265,"York Langerfeld","M","195","100","Canada",41
50266,"Brigita Langerholc","F","171","58","Slovenia",203
50267,"Dirk Frans Arie  Langerhorst","M","183","79","Netherlands",155
50268,"Sebastian Langeveld","M","178","68","Netherlands",155
50269,"Cleve  Langford","M","175","82","Canada-2",41
50270,"Denise June Langford","F","162","49","Australia",13
50271,"Gary Langford","M","172","89","Great Britain",234
50272,"Margaret Louise Langford","F","157","52","Canada",41
50273,"Lisa Martine Langford-Kehler","F","168","47","Great Britain",234
50274,"Ryan Langham","M","182","57","Australia",13
50275,"Klaus Langhoff","M","185","83","East Germany",
50276,"Klra Langhoffer-Ptervri","F","176","65","Hungary",104
50277,"Christopher John Langhorne","M","170","66","Great Britain",234
50278,"Mark Langin","M","184","78","Great Britain",234
50279,"Solveig Langkilde (Rasmussen-)","F","183","72","Denmark",64
50280,"Andreas Langl","M","178","66","Austria",14
50281,"Tracy Langlands","F","169","56","Great Britain",234
50282,"Helmut Lngle","M","170","73","Austria",14
50283,"Keith Langley","M","173","70","Great Britain",234
50284,"Paul Langley","M","178","84","Australia",13
50285,"Terje Bjarte Langli","M","178","74","Norway",164
50286,"Anabelle Langlois (-Hay)","F","149","44","Canada-3",41
50287,"Andranne Langlois","F","158","59","Canada",41
50288,"Denis Langlois","M","172","60","France",80
50289,"Lloyd Langlois","M","167","64","Canada",41
50290,"Miah-Marie Langlois","F","170","63","Canada",41
50291,"Pierre Langlois","M","186","80","France",80
50292,"John Theodore  Langlois","M","180","73","United States",238
50293,"Yves Langlois","M","180","79","France",80
50294,"Roderick  Langmuir","M",,,"Great Britain",234
50295,"Sean Langmuir","M",,,"Great Britain",234
50296,"Gerard Langner","M","180","85","Poland",174
50297,"Paul Langner","M","174","74","West Germany",
50298,"David John Langon","M","183","101","United States",238
50299,"Piotr Jerzy Langosz","M","201","88","Poland",174
50300,"Lawrence Langowski Mendoza","M","185","120","Mexico",143
50301,"Philippa Maree Langrell","F",,,"New Zealand",157
50302,"Christopher Phillip  Langridge","M","180",,"Great Britain",234
50303,"Matthew Keir  Langridge","M","194","93","Great Britain",234
50304,"Kathrin Langschwager","F","180","72","East Germany",
50305,"Grimon Langson","M",,"51","Malawi",133
50306,"Lindsay A. Langston (-Shriner)","F",,,"United States",238
50307,"Franz Wilhelm Langthaler","M","178","100","Austria",14
50308,"Gottfried Langthaler","M","165","67","Austria",14
50309,"Steven Daniel  Langton","M","188","105","United States-2",238
50310,"Annika Langvad","F","174","63","Denmark",64
50311,"Alec Gordon Hugh Lanham-Love","M",,,"South Africa",206
50312,"Hans Peter Lanig","M",,,"Germany",87
50313,"William Thomas  Lanigan","M","178","69","United States",238
50314,"Arthur Lanigan-O'Keeffe","M","182","76","Ireland",110
50315,"Andrej Laniek","M","183","76","Yugoslavia",220
50316,"Jnis Lanka","M","186","86","Soviet Union",
50317,"Aurimas Lankas","M","178","89","Lithuania",130
50318,"Sanna Kristiina Lankosaari","F","162","63","Finland",79
50319,"Sonia May Lannaman (-Garmston)","F","165","57","Great Britain",234
50320,"Colleen Lanne","F","177","65","United States",238
50321,"Henrik Per Erik Lannr","M","178","70","Sweden",215
50322,"Carlos Lannes","M","174","64","Argentina",10
50323,"Fabin Luis Lannutti","M","179","95","Argentina",10
50324,"Talisa Lanoe","F","167","50","Kenya",119
50325,"Luca Lanotte","M","178","70","Italy-2",113
50326,"Fatma Lanouar","F","165","52","Tunisia",226
50327,"Delphine Lansac","F","169","60","France",80
50328,"Kurre Mathias Neander Lansburgh","M","186","80","Sweden",215
50329,"Jozeph Johannes Gerhardus Marinus  Lansink","M","178","70","Netherlands",155
50330,"Ji Lansk","M","190","88","Czechoslovakia",
50331,"Alberto Ral Lanteri Merlo","M","178","69","Argentina",10
50332,"Antonia Lanthaler","F",,,"Austria",14
50333,"Csaba Lantos","M","187","86","Hungary",104
50334,"Gabriella Lantos (-Romacz, -Debnr)","F","172","58","Hungary",104
50335,"Lszl Lantos","M","182","78","Hungary",104
50336,"Vera Stepanovna Lantratova (-Ganzhenko)","F","174","72","Soviet Union",
50337,"Vasyl Lantukh","M","176","85","Ukraine",232
50338,"Mats-ke Lantz","M","173","67","Sweden",215
50339,"Vladimir Vasilyevich Lanyugin","M","184","73","Soviet Union",
50340,"Monica Lanz","F","180","70","Netherlands",155
50341,"Beatrice Lanza","F","160","51","Italy",113
50342,"Filippo Lanza","M","198","98","Italy",113
50343,"Enzo Lanzarini","M","187","85","Italy",113
50344,"Klaus Lanzarini","M","198","88","Italy",113
50345,"Roberta Lanzarotti","F","165","51","Italy",113
50346,"Edmund Lanziner","M",,,"Italy-1",113
50347,"Gnther Lanzinger","M","187","90","Austria",14
50348,"Christiane Lanzke","F","156","50","Germany",87
50349,"Andrea Lanzl","F","162","67","Germany",87
50350,"Michaela Lanzl","F","158","50","Germany",87
50351,"Giuseppe Lanzone","M","193","97","United States",238
50352,"Ronald Alfredo  Lanzoni Campos","M","182","73","Costa Rica",55
50353,"Anna Lao","F",,,"Australia",13
50354,"Lao Jianfeng","M","183","70","China",46
50355,"Lao Lishi","F","153","43","China",46
50356,"Lao Shaopei","M","173","68","China",46
50357,"Peamwilai Laopeam","F","163","51","Thailand",219
50358,"Pensiri Laosirikul","F","144","49","Thailand",219
50359,"Sandra Laoura","F","167","60","France",80
50360,"Miroslav Lap","M",,,"Yugoslavia",220
50361,"Beno Lapajne","M","200","97","Slovenia",203
50362,"Ivan Lapevi","M","200","100","Serbia and Montenegro",
50363,"Elis Lapenmal","F","160",,"Vanuatu",241
50364,"Nicols Alexander Lapentti Gmez","M","190","85","Ecuador",68
50365,"Diego Jos Lapera Sotolongo","M","181","83","Cuba",57
50366,"Walter Lapeyre","M","171","67","France",80
50367,"Vernon Wright Lapham","M","180","65","Zimbabwe",248
50368,"Allegra Lapi","F","163","55","Italy",113
50369,"Giulia Lapi","F","174","64","Italy",113
50370,"Fabrice Lapierre","M","179","69","Australia",13
50371,"Odette Lapierre","F","162","50","Canada",41
50372,"Dmitry Valentinovich Lapikov","M","183","105","Russia",181
50373,"Chay Thomas Burdet Lapin","M","198","95","United States",238
50374,"Dmitry Lapin","M",,,"Kyrgyzstan",122
50375,"Marina Lapina","F","175","85","Azerbaijan",15
50376,"Svetlana Mikhaylovna Lapina","F","180","58","Russia",181
50377,"Nataliya Yuryevna Lapitskaya (-Tsygankova)","F","176","68","Soviet Union",
50378,"Vladimir Mikhaylovich Lapitsky","M","185","77","Soviet Union",
50379,"Dmitry Moiseyevich Lapkes","M","181","79","Belarus",20
50380,"Deborah C.  LaPlante (Lansky-)","F","169","58","United States",238
50381,"Franois Lapointe","M","182","73","Canada",41
50382,"Matthew Vincent  LaPorta","M","188","98","United States",238
50383,"Benot Laporte","M","180","80","France",80
50384,"Cline Roseline Laporte","F","165","60","Seychelles",198
50385,"Paul Laporte","M","173","61","Canada",41
50386,"Stphane Laporte","M","192","90","France",80
50387,"Martin Lapo","M","175","74","Slovakia",202
50388,"Danielle Suzanne Lappage","F","165","63","Canada",41
50389,"Juha Lappalainen","M","175","74","Finland",79
50390,"Dimitrios Lappas","M","181","74","Cyprus",59
50391,"Ilias Lappas","M","195","92","Greece",90
50392,"Michael Steven  Lapper","M","183","77","United States",238
50393,"Lauren Lappin","F","170","73","United States",238
50394,"Yegor Lappo","M","182","77","Belarus",20
50395,"Christine Laprell","F","171","57","West Germany",
50396,"Heinz Laprell","M","185","78","West Germany",
50397,"Nicols Laprovittola","M","193","88","Argentina",10
50398,"Igor Olegovich Lapshin","M","189","74","Soviet Union",
50399,"Tuau Lapua Lapua","M","140","62","Tuvalu",230
50400,"Yelena Grigoryevna Lapuga (-Konotopova)","F","170","59","Soviet Union",
50401,"Olena Pavlivna Lapunova","F","175","65","Ukraine",232
50402,"Maksym Lapyn","M",,,"Ukraine",232
50403,"Yevhen Valentynovych Lapynskiy","M","192","83","Soviet Union",
50404,"Dagoberto Lara Soriano","M","174","75","Cuba",57
50405,"Emilio Lara Rodrguez","M",,"89","Cuba",57
50406,"Giouli  Lara","F","175","78","Greece",90
50407,"Lupe Lara Quiala","M","181","82","Cuba",57
50408,"Mariano Jos Lara Chacn","M","174","60","Costa Rica",55
50409,"Modesto Lara Arias","M","170","60","Dominican Republic",67
50410,"Osvaldo Lara Caizares","M","171","72","Cuba",57
50411,"Pablo Lara Rodrguez","M","168","76","Cuba",57
50412,"Ral Rodrigo Lara Tovar","M","175","70","Mexico",143
50413,"William Lara Daz","M","160","64","Cuba",57
50414,"Beryl Laram","F","163","52","Seychelles",198
50415,"Ernst Laraque","M","178","73","Haiti",100
50416,"Renee A. Laravie (-Kelly)","F","180","67","United States",238
50417,"Saleh Larbes","M","180","78","Algeria",3
50418,"John Hamed Larbi","M","176","57","Sweden",215
50419,"Kamel Larbi","M",,,"Algeria",3
50420,"Rolf Larcher","M","190","88","Switzerland",216
50421,"Pierre Larchier","M","173","70","France",80
50422,"Kathrin Lardi (-Zingg)","F","172","60","Switzerland",216
50423,"Jordi Lardn Cruz","M","173","67","Spain",209
50424,"Isabel Cristina  Lardizbal (-Roldan)","F",,,"Honduras",103
50425,"Mara Antonia Lardizbal (-Krogh)","F",,,"Honduras",103
50426,"Jos Larduet Gmez","M",,,"Cuba",57
50427,"Manrique Larduet Bicet","M","160","63","Cuba",57
50428,"Sbastien Lareau","M","183","79","Canada",41
50429,"Christian Dario Lares","M","199","89","Argentina",10
50430,"Manuel Largaespada Flores","M",,,"Nicaragua",158
50431,"Dimitar Simeonov Largov","M","174","73","Bulgaria",35
50432,"Jonas Erik Larholm","M","193","85","Sweden",215
50433,"Dario Lari","M","189","90","Italy",113
50434,"Esfandiar Lari","M","176","57","Iran",108
50435,"Stefano Lari","M","185","85","Italy",113
50436,"Younis Lari","M","168","65","Qatar",177
50437,"Ian Lariba","F","162","56","Philippines",172
50438,"Belina Larica","F","176","59","Angola",6
50439,"Irina Yuryevna Laricheva","F","168","72","Russia",181
50440,"Faycal Laridhi","M","200","94","Tunisia",226
50441,"Jeffrey  Larimer","M","188","74","United States",238
50442,"Aleksandr Aleksandrovich Larin","M","182","73","Russia",181
50443,"Dmitry Olegovich Larionov","M","185","84","Russia",181
50444,"Igor Nikolayevich Larionov","M","176","77","Soviet Union",
50445,"Yury Yuryevich Larionov","M","181","72","Russia-3",181
50446,"Anna Larionova","F","174","73","Russia",181
50447,"Yekaterina Alekseyevna Larionova","F","158","63","Kazakhstan",118
50448,"Anglica Larios Delgado","F","164","58","Mexico",143
50449,"Ricardo Larios","M","169","54","Nicaragua",158
50450,"Xiomara Cecilia Larios Toruo","F","152","47","Nicaragua",158
50451,"Thomas Constantine  Laris","M","177","68","United States",238
50452,"Peter Larisch","M","187","82","East Germany",
50453,"Lucija Larisi","F","159","57","Slovenia",203
50454,"Larissa Frana Maestrini","F","174","68","Brazil-2",31
50455,"Jacinthe Larivire","F","153","47","Canada-2",41
50456,"Andrew Blinn  Larkin","M","196","95","United States",238
50457,"Mitchell James  Larkin","M","187","72","Australia",13
50458,"Peter Anthony Larkins","M","178","63","Australia",13
50459,"David  Larmour","M","161","51","Ireland",110
50460,"Sarah  Larner","F","153","41","Great Britain",234
50461,"Jos Mara Larocca","M","187","83","Argentina",10
50462,"Lucie Laroche","F","157","56","Canada",41
50463,"Philippe LaRoche","M","180","80","Canada",41
50464,"Jocelyne Dawn Marie Larocque","F","170","63","Canada",41
50465,"David Larose","M","167","66","France",80
50466,"Gilbert Larose","M","168","67","Canada",41
50467,"Marcos  Larose","M","178","68","Seychelles",198
50468,"Jean-Michel Larqu","M","173","70","France",80
50469,"Michael Denny  Larrabee","M","186","77","United States",238
50470,"Joaqun Larran Coddou","M","173","73","Chile",45
50471,"Jos Mara Larraaga","M","179","72","Peru",171
50472,"Juan Larrea","M","173","69","Argentina",10
50473,"Tamara Larrea Peraza","F","183","70","Cuba",57
50474,"Daniela Greluis Larreal Chirinos","F","170","75","Venezuela",242
50475,"Jean-Claude Larrieu","M","183","79","France",80
50476,"Gilbert Ronald  Larrieu","M","165","54","United States",238
50477,"Francis Ann  Larrieu-Smith (-Lutz-)","F","163","48","United States",238
50478,"Stephen  Larrimore","M","168","60","Bahamas",16
50479,"Luis E. Larrosa Bustillo","M","203","90","Uruguay",239
50480,"Joaqun Larroya Solano","M","183","82","Spain",209
50481,"Arne Kjell Larsen","M",,,"Norway",164
50482,"Bent Larsen","M","160","54","Denmark",64
50483,"Niels Christian Larsen","M","178","71","Denmark",64
50484,"Christine Larsen","F","171","61","Canada",41
50485,"Dorthe Larsen","F",,,"Denmark",64
50486,"Einar Bruno Larsen","M",,,"Norway",164
50487,"Eirik Vers Larsen","M","182","80","Norway",164
50488,"Emil Larsen","M","183","79","Denmark",64
50489,"Gerd Larsen","M","189","75","Denmark",64
50490,"Henning L. Larsen","M","176","67","Denmark",64
50491,"Ib Ivan Larsen","M","198","85","Denmark",64
50492,"Jacob Sgaard Larsen","M","182","73","Denmark",64
50493,"Jacob Bruun Larsen","M","183","74","Denmark",64
50494,"Jan Patuel Larsen (-Patuel)","M","195","83","Denmark",64
50495,"Jesper Alsing Larsen","M","180","71","Denmark-1",64
