"id","name","sex","height","wheight","team","id_country"
40124,"Nikola Jaki","M","197","89","Serbia",197
40125,"Hans-Peter Jakst","M","184","72","West Germany",
40126,"Jaroslavas Jakto","M","194","100","Lithuania",130
40127,"Sangwan Jaksunin","F","161","50","Thailand",219
40128,"Indr Jakubaityt","F","176","73","Lithuania",130
40129,"Anna Jakubczak-Pawelec","F","168","53","Poland",174
40130,"Lucas Jakubczyk","M","183","77","Germany",87
40131,"Pawe Jakubiak","M","184","88","Poland",174
40132,"Tomasz Zbigniew Jakubiak","M","184","76","Poland",174
40133,"Krystyna Jakubowska (Tabaka-)","F","178","66","Poland",174
40134,"Bernd Jakubowski","M","188","84","East Germany",
40135,"Igor Pawe Jakubowski","M","184","91","Poland",174
40136,"Ivana Jakupevi","F","167","48","Croatia",56
40137,"Gilles Jalabert","M","168","62","France",80
40138,"Laurent Jalabert","M","176","66","France",80
40139,"Mohamed Shah Jalal","M","167","61","Bangladesh",18
40140,"Parviz Jalayer","M","170","68","Iran",108
40141,"tienne Jalenques","M","181","70","France",80
40142,"Kew Raffique Jaliens","M","183","68","Netherlands",155
40143,"Tarmo Jallai","M","195","89","Estonia",73
40144,"Bunturabie Effuah Rashida Jalloh","F",,"79","Sierra Leone",199
40145,"Wael Jallouz","M","197","105","Tunisia",226
40146,"Abdurahman Jallow","M","180","70","Gambia",85
40147,"Dawda Jallow","M","180","70","Gambia",85
40148,"Mimosa Jallow","F","176","63","Finland",79
40149,"Ammante E.  Jalmaani","M","175","66","Philippines",172
40150,"Roberto Jalnaiz","M","167","51","Philippines",172
40151,"Risto Uolevi Jalo","M","180","81","Finland",79
40152,"Tomi Tapani Jalo","M","182","77","Finland",79
40153,"Mira Jalosuo","F","184","80","Finland",79
40154,"Abdul Aziz Hassan Jalouf","M",,,"Qatar",177
40155,"Hanna Maria Jaltner (-Scramaglia)","F",,,"Sweden",215
40156,"Admir Jamak","M",,,"Yugoslavia",220
40157,"Maryam Yusuf Jamal","F","170","61","Bahrain",17
40158,"Rashid Khaled Jamal","M","175","61","Qatar",177
40159,"Kambozia Jamali","M","166","57","Iran",108
40160,"Jambalyn Ganbold","M","170","71","Mongolia",146
40161,"Binta Jambane","F","171","54","Mozambique",150
40162,"Mahlagha Jambozorg","F","169","80","Iran",108
40163,"Istvn Jambrik","M","180","93","Hungary",104
40164,"La Jamelot","F","168","65","France",80
40165,"Allen Morford James","M","191","84","United States",238
40166,"Amanda Elizabeth James","F","169","54","Great Britain",234
40167,"Antony John James","M","180","75","Great Britain",234
40168,"Rebecca Angharad  James","F","171","66","Great Britain",234
40169,"Robert Lee  James, Jr.","M","186","84","United States",238
40170,"Byron James","M","163","64","Guyana",99
40171,"Ciaran Thomas James","M","193","93","Great Britain",234
40172,"David Nowell James","M","180","64","United States",238
40173,"Dorian Lance James","M","169","87","South Africa",206
40174,"Godday James","M","170","72","Nigeria",160
40175,"Grant James","M","196","89","United States",238
40176,"Ian Hugh James","M","178","73","Canada",41
40177,"John Jesse James","M","183","75","Great Britain",234
40178,"Kamara Latoya James","F","167","61","United States",238
40179,"Karen James (-Sully)","F",,,"Canada",41
40180,"Karl James","M","176","80","Antigua and Barbuda",9
40181,"Keith Martin James","M","166","55","South Africa",206
40182,"Kelli L. James","F","172","58","United States",238
40183,"Kenneth Robert  James","M","190","82","Australia",13
40184,"Kirani James","M","180","66","Grenada",92
40185,"George Lawrence  James","M","181","70","United States",238
40186,"LeBron Raymone James","M","203","114","United States",238
40187,"Lee Roy James, Jr.","M","173","90","United States",238
40188,"Lindsay Lauren James","F","165","57","Greece",90
40189,"Mandy Marie James (-Morgan)","F",,,"United States",238
40190,"Marvin James","M","171","69","Switzerland",216
40191,"Monday James","M","180","70","Nigeria",160
40192,"Moses Opute James","M","170","63","Nigeria",160
40193,"Paul John James","M","175","72","Canada",41
40194,"Renick James","M","180","91","Belize",22
40195,"Romeo James","M","165","61","India",106
40196,"Ross James","M","196","89","United States",238
40197,"Rudolph James","M","173","83","Guyana",99
40198,"Scott James","M","185","78","Australia",13
40199,"Sherwin Eric James","M","180","78","Dominica",66
40200,"Thomas Watkin  James","M","193","93","Great Britain",234
40201,"Trevor Fitzroy James","M","177","73","Trinidad and Tobago",225
40202,"Vanessa James","F","162","48","France",80
40203,"Xavier James","M","183","79","Bermuda",24
40204,"Della Patricia James-Pascoe","F","170","56","Great Britain",234
40205,"Andrew David  Jameson","M","190","79","Great Britain",234
40206,"Geoffrey Acton Jameson","M","177","57","Australia",13
40207,"Helen Jameson","F","173","60","Great Britain",234
40208,"Kylie Maree Jameson","F","157","60","New Zealand",157
40209,"Tami Lyn Jameson","F","180","77","United States",238
40210,"Toni Lee Jameson (-Hall)","F","180","75","United States",238
40211,"Ugo Jametti","M","193","97","Switzerland",216
40212,"Jamgany Narantsogt","M","165","57","Mongolia",146
40213,"Segundo Oswaldo Jami Jami","M","165","54","Ecuador",68
40214,"Louise Alexandra  Jamieson (-Stevenson)","F","161","58","Great Britain",234
40215,"Brad Scott Jamieson","M","189","72","Australia",13
40216,"Brian G. Jamieson","M","193","95","United States",238
40217,"Eric Jamieson","M","190","85","Great Britain",234
40218,"Helen Jamieson","F","170","54","Great Britain",234
40219,"Jane Leanne Jamieson","F","170","60","Australia",13
40220,"Mark Jamieson","M","175","70","Australia",13
40221,"Michael John Jamieson","M","186","81","Great Britain",234
40222,"Sarah Louise Jamieson (-Kerry)","F","172","58","Australia",13
40223,"Hind Jamili","F","156","50","Morocco",149
40224,"Nelson Jamili","M","165","48","Philippines",172
40225,"Catherine  Jamison (-Imwalle)","F","171","61","United States",238
40226,"Douglas  Jamison","M","189","86","Canada",41
40227,"Adama Jammeh","M",,,"Gambia",85
40228,"Jana Jamnicky","F","170","61","Australia",13
40229,"Andrei Jms","M","184","90","Estonia",73
40230,"Behrouz Jamshidi","M","178","84","Iran",108
40231,"Jamsrangiin Dorjderem","M","167","65","Mongolia",146
40232,"Jamsrangiin MnkhOchir","M","153","52","Mongolia",146
40233,"Jamsrangiin lzii-Orshikh","M",,,"Mongolia",146
40234,"Jamtsyn Bor","M","189","90","Mongolia",146
40235,"Jamtsyn Davaajav","M","165","68","Mongolia",146
40236,"Paulo Jamur","M","183","83","Brazil",31
40237,"Bogomir  Jan","M","170","73","Yugoslavia",220
40238,"Ivo Jan","M","169","68","Yugoslavia",220
40239,"Hanns Jana","M","188","78","West Germany",
40240,"tpn Janek","M","188","80","Czech Republic",60
40241,"Jitka Jankov","F","170","68","Czechoslovakia",
40242,"Mria Jank","F","178","68","Hungary",104
40243,"Andreas Janc","M","177","72","Austria",14
40244,"Bla Janc","M","186","88","Slovenia",203
40245,"Lubomr Janak","M","193","82","Czech Republic",60
40246,"Donata Maria Jancewicz (-Wawrzyniak)","F","186","66","Poland",174
40247,"Tom Jan","M","189","80","Czechoslovakia",
40248,"Miroslav Janich","M",,,"Czechoslovakia",
40249,"Dominykas Janionis","M","192","95","Lithuania",130
40250,"Eugeniusz Janczak","M","177","66","Poland",174
40251,"Krzysztof Janczak","M","202","91","Poland",174
40252,"Tadeusz Janczenko","M","182","81","Poland",174
40253,"Andrzej Jaczy","M","170","73","Poland",174
40254,"Jakub Janda","M","179","63","Czech Republic",60
40255,"Jaroslav Janda","M","169","68","Czechoslovakia",
40256,"Pavel Janda","M","180","73","Czech Republic",60
40257,"Elika Jandov","F","183","70","Czechoslovakia",
40258,"Juan Jan Giralt","M","187","90","Spain",209
40259,"Refiloe Jane","F","168","55","South Africa",206
40260,"Pavel Janeek","M","196","85","Czech Republic",60
40261,"Ivana  Janekov","F","158","54","Czech Republic",60
40262,"Otakar Janeck","M","180","83","Czechoslovakia",
40263,"Hannelore Janele","F","155","56","Austria",14
40264,"Janelson dos Santos Carvalho","M","195","85","Brazil",31
40265,"Riley Janes","M","197","95","Canada",41
40266,"Aurelio Janet Torres","M","186","84","Cuba",57
40267,"Roberto Janet Durruty","M","187","106","Cuba",57
40268,"Janeth dos Santos Arcain","F","182","67","Brazil",31
40269,"Ingus Janevics","M","191","70","Latvia",124
40270,"Luka Janei","M","192","80","Slovenia",203
40271,"Axel Jang","M","182","88","Germany-2",87
40272,"Jang Bong-Mun","M","181","75","North Korea",62
40273,"Jang Byeong-Cheol","M","195","85","South Korea",178
40274,"Jang Chang-Nam","M",,,"South Korea",178
40275,"Jang Chang-Seon","M","158","56","South Korea",178
40276,"Jang Dok-Ryong","M","158","51","North Korea",62
40277,"Jang Dong-Lin","M","175","72","South Korea",178
40278,"Jang Dong-Suk","F",,,"South Korea",178
40279,"Jang Eun-Gyeong","M","157","66","South Korea",178
40280,"Jang Eun-Jeong","F","164","57","South Korea",178
40281,"Jang Geum-Young","F","163","51","South Korea",178
40282,"Jang Gyeong-Mu","M","163","57","South Korea",178
40283,"Jang Gyu-Cheol","M","183","83","South Korea",178
40284,"Jang Hee-Sun","F","164","60","South Korea",178
40285,"Jang Hui-Jin","F","171","60","South Korea",178
40286,"Jang Hyang-Mi","F","166",,"North Korea",62
40287,"Jang Hye-Ok","F",,,"South Korea-2",178
40288,"Jang Hye-Suk","F","171","64","South Korea",178
40289,"Jang Hyun-Soo","M","187","77","South Korea",178
40290,"Jang I-Hyeon","M","160","60","South Korea",178
40291,"Jang In-Gwon","M","170","70","South Korea",178
40292,"Jang In-Won","M",,,"South Korea",178
40293,"Jang Jae-Geun","M","184","76","South Korea",178
40294,"Jang Jae-Seong","M","173","63","South Korea",178
40295,"Jang Jae-Sim","F","170","52","South Korea",178
40296,"Jang Jeong-Yeon","F","174","74","South Korea",178
40297,"Jang Ji-Won","F","174","57","South Korea",178
40298,"Jang Jong-Hyeon","M","177","70","South Korea",178
40299,"Jang Kang-Eun","M","178","71","South Korea",178
40300,"Jang Mi-Gyeong","F",,,"South Korea",178
40301,"Jang Mi-Ran","F","170","118","South Korea",178
40302,"Jang Myeong-Hui","F","173","59","South Korea",178
40303,"Jang Ok-Rim","F","173","76","North Korea",62
40304,"Jang Ri-Ra","F",,,"South Korea",178
40305,"Jang Se-Hong","M","155","50","North Korea",62
40306,"Jang Seon-Hyeong","F","178","68","South Korea",178
40307,"Jang Seon-Jae","M","177","72","South Korea",178
40308,"Jang Seong-Ho","M","183","79","South Korea",178
40309,"Jang Si-Yeong","M","175","71","South Korea",178
40310,"Jang Sin-Gwon","M","182","76","South Korea",178
40311,"Jang So-Hui","F","163","60","South Korea",178
40312,"Jang So-Yeon","F","184","76","South Korea",178
40313,"Jang Song-Man","M","165","65","North Korea",62
40314,"Jang Su-Ji","F","164","57","South Korea",178
40315,"Jang Sun-Gil","M","167","54","South Korea",178
40316,"Jang Sun-Yong","F","162","56","North Korea",62
40317,"Jang Tae-Eun","M","163","58","South Korea",178
40318,"Jang Tae-Seok","M",,,"South Korea",178
40319,"Jang Ui-Jong","M","182","80","South Korea",178
40320,"Jang Won-Sam","M","181","78","South Korea",178
40321,"Jang Yeong","M",,,"South Korea",178
40322,"Jang Yeong-Cheol","M","179","83","South Korea",178
40323,"Jang Yong-Ho","M","171","65","South Korea",178
40324,"Jang Yun-Chang","M","195","88","South Korea",178
40325,"Jang Yun-Gyeong","F","168","54","South Korea",178
40326,"Jang Yun-Ho","M","180","80","South Korea",178
40327,"Jang Yun-Hui","F",,,"South Korea",178
40328,"Parkpoom Jangphonak","M","178","67","Thailand",219
40329,"Lars Henrik Jangvall","M","194","81","Sweden",215
40330,"Pauli Aapeli Janhonen","M","175","65","Finland",79
40331,"Louis Jani","M","184","90","Canada",41
40332,"Rka Luca Jani","F","161","57","Hungary",104
40333,"Bojan Jani","M","198","83","Serbia",197
40334,"Milan Jani","M","178","83","Yugoslavia",220
40335,"Stjepan Jani","M","184","86","Croatia",56
40336,"Miroslav Janek","M","167","67","Slovakia",202
40337,"Duan Janiijevi","M","188","70","Yugoslavia",220
40338,"Marina Janicke (-Hhne)","F","160","51","East Germany",
40339,"Igor Piotr Janik","M","200","99","Poland",174
40340,"Damian Janikowski","M","180","84","Poland",174
40341,"Jerzy Zdzisaw Janikowski","M","177","74","Poland",174
40342,"Janina Dia Chagas da Conceio","F","192","82","Brazil",31
40343,"Hamid Janina","M","178","74","Morocco",149
40344,"ngel Janiquet Tamburini","M",,,"Spain",209
40345,"Florian Janistyn","M","190","77","Austria",14
40346,"Henryk Janiszewski","M","180","82","Poland",174
40347,"Jolcio  Joerke","M","205","115","Brazil",31
40348,"Dan Janjigian","M","190","85","Armenia",11
40349,"Slavko Janjuevi","M","189","84","Yugoslavia",220
40350,"Carlo Janka","M","185","86","Switzerland",216
40351,"Elmo Jankari","M",,,"Finland",79
40352,"Friedrich Janke","M","168","63","Germany",87
40353,"Gabriele Janke","F","174","61","East Germany",
40354,"Karin Johanna Maria Janke (-Mattern)","F","178","63","West Germany",
40355,"Michael Janker","M","180","75","Germany",87
40356,"Horst Jankhfer","M","179","83","East Germany",
40357,"Jan Jankiewicz","M","179","68","Poland",174
40358,"Eva Janko (Egger-)","F","180","72","Austria",14
40359,"Lubomr Janko","M","188","86","Czechoslovakia",
40360,"Martin Jankovec","M","183","83","Slovakia",202
40361,"Jasmina Jankovi","F","170","77","Netherlands",155
40362,"Jelena Jankovi","F","177","59","Serbia and Montenegro",
40363,"Ljubinka Jankovi (Erdevicki-)","F","168","60","Yugoslavia",220
40364,"Marko Jankovi","M","181","63","Serbia and Montenegro",
40365,"Zoran Jankovi","M","178","95","Yugoslavia",220
40366,"Tibor Jankovics","M","160","59","Czechoslovakia",
40367,"Stanisaw Jankowiak","M","180","86","Poland",174
40368,"Jan Wadysaw Jankowicz","M","164","67","Poland",174
40369,"Elbieta Jadwiga Jankowska","F","177","76","Poland",174
40370,"Marian Jankowski","M","158","56","Poland",174
40371,"Miosz Jankowski","M","193","70","Poland",174
40372,"Tadeusz Jankowski","M","162","62","Poland",174
40373,"Wojciech Jankowski","M","195","98","Poland",174
40374,"Tom Jank","M","191","75","Czech Republic",60
40375,"Marek Jankulovski","M","182","79","Czech Republic",60
40376,"Paulius Janknas","M","205","105","Lithuania",130
40377,"William John  Jankunis","M","188","75","United States",238
40378,"Gilda Jannaccone","F","164","54","Italy",113
40379,"Abdulieh Janneh","M","167","50","Gambia",85
40380,"Craig Harlan Janney","M","185","89","United States",238
40381,"Boyd Michael Janny","M","198","102","United States",238
40382,"Arvydas Janonis","M","181","81","Soviet Union",
40383,"Branislav Jno","M","174","81","Slovakia",202
40384,"Vladimr Jno","M","192","89","Czechoslovakia",
40385,"Mark Michael Janoschak","M","177","73","Canada",41
40386,"Ferenc Jnosi","M","189","84","Hungary",104
40387,"Zsuzsanna  Jnosi-Nmeth","F","172","58","Hungary",104
40388,"Miroslava Jnokov","F","163","62","Czechoslovakia",
40389,"Anna Janotinov-Kotoov","F","189","86","Czechoslovakia",
40390,"Jolanta Zofia Janota (-Marlec, -Gurbiel)","F","173","63","Poland",174
40391,"Miroslav Janota","M","173","82","Czechoslovakia",
40392,"Bohumil Janouek","M","182","83","Czechoslovakia",
40393,"Gabriel Janouek","M","167","59","Czechoslovakia-2",
40394,"Anna Janoukov","F",,,"Czechoslovakia",
40395,"Mlaan Janovi","M","191","97","Montenegro",
40396,"Nikola Janovi","M","191","100","Montenegro",
40397,"Lszl Jnovszki","M","185","86","Hungary",104
40398,"Jerzy Janowicz","M","204","91","Poland",174
40399,"Wioletta Magdalena Janowska-Frankiewicz","F","177","59","Poland",174
40400,"Jarosaw Janowski","M","187","84","Poland",174
40401,"Melik Janoyan","M","190","85","Armenia",11
40402,"Edward Jans","M","167","59","Canada",41
40403,"Herbert Jans Luna","M","178","72","Chile",45
40404,"Klaudia Anna Jans-Ignacik","F","173","64","Poland-1",174
40405,"Milan Jana","M","190","90","Yugoslavia",220
40406,"Milo Jana","M","190","90","Yugoslavia",220
40407,"Roy Janse","M","194","76","Canada",41
40408,"Birger Jansen","M","180","82","Norway",164
40409,"Franciska Johanna  Jansen (-Homan)","F","175","72","Netherlands",155
40410,"Daniel Ervin  Jansen","M","183","88","United States",238
40411,"Eelco Jansen","M","196","84","Netherlands",155
40412,"Harrie Jansen","M","176","70","Netherlands",155
40413,"Hernn Enrique Jansen Brito","M","179","81","Venezuela",242
40414,"Johannes Hendrikus  Jansen","M","174","74","Netherlands",155
40415,"Joeri Jansen","M","180","65","Belgium",21
40416,"John Jansen","M","183","83","Netherlands",155
40417,"Louise Mai Jansen","F","175","60","Denmark",64
40418,"Liesbeth Monique Jansen","F","187","95","Netherlands",155
40419,"Olaf Janen","M","177","70","West Germany",
40420,"Franciscus Ronaldus Maria  Jansen","M","175","86","Netherlands",155
40421,"Roy Jansen","M","175","69","Norway",164
40422,"Torsten Johannes Jansen","M","185","89","Germany",87
40423,"Ulrich  Jansen","M","169","76","Germany",87
40424,"Daniel Cornelius Jansen Van Doorn","M","207","98","Canada",41
40425,"Sohrab Janshed Contractor","M","175","80","India",106
40426,"Josef Jnsk","M","176","66","Czechoslovakia",
40427,"Sybren Jansma","M","198","100","Netherlands",155
40428,"Jonathan Janson","M","190","95","Salamander",234
40429,"Lacy Janson","F","178","66","United States",238
40430,"Pauline Janson (-Jeljeli)","F","173","74","Great Britain",234
40431,"Liene Jansone","F","190","89","Latvia",124
40432,"Aigars Jansons","M","163","62","Latvia",124
40433,"Dans Jansons","M","181","74","Latvia",124
40434,"Kjetil Jansrud","M","185","83","Norway",164
40435,"Inge Janssen","F","182","74","Netherlands",155
40436,"Jan Petrus Leonardus Janssen","M","183","79","Netherlands",155
40437,"Johannes Adrianus  Janssen","M","174","76","Netherlands",155
40438,"Martine Stephanie Janssen","F","180","64","Netherlands",155
40439,"Miguel Janssen","M","185","80","Aruba",12
40440,"Christelle Janssens","F","163","61","Belgium",21
40441,"Ward Janssens","M","178","72","Belgium",21
40442,"Bernt Ronny Jansson","M","174","78","Sweden",215
40443,"Bo Herman Jansson","M","175","62","Sweden",215
40444,"Carina Eva Maria Jansson","F","175","75","Sweden",215
40445,"Jan Christer Walter Jansson","M","178","72","Sweden",215
40446,"Urban Jesper Jansson","M","187","82","Sweden",215
40447,"Nanna Kristina Jansson","F","172","67","Sweden",215
40448,"Sigurd Peter Jansson","M","190","86","Sweden",215
40449,"Bertil Roger Jansson","M","187","93","Sweden",215
40450,"Karl Axel Rune Jansson","M","177","87","Sweden",215
40451,"Ekkachai Janthana","M","171","63","Thailand",219
40452,"Jantsangiin Gantgs","M","175","73","Mongolia",146
40453,"Pontus Eero Jntti","M","180","68","Finland",79
40454,"Jolanta Januchta","F","163","53","Poland",174
40455,"Dimitrios Janulidis","M","163","66","Czechoslovakia",
40456,"Maria Alida Catharina  Janus","F","165","60","Netherlands",155
40457,"Miroslav Janu","M","183","80","Czechoslovakia",
40458,"Vytautas Januaitis","M","186","81","Lithuania",130
40459,"Ieva Janukeviit","F","167","58","Lithuania",130
40460,"Ewald Stefan Janusz","M","174","80","Poland",174
40461,"Pawe Januszewski","M","180","74","Poland",174
40462,"Zbigniew Januszkiewicz","M","177","65","Poland",174
40463,"Kip B. Janvrin","M","183","84","United States",238
40464,"Alexandre  Jany","M","187","107","France",80
40465,"Britt Janyk","F","168","64","Canada",41
40466,"Michael  Janyk","M","181","85","Canada",41
40467,"Helmut Werner Janz","M","177","70","Germany",87
40468,"Karin Janz (-Bttner)","F","156","46","East Germany",
40469,"Jacqueline Janzen","F","178","83","Germany",87
40470,"Antoine Braga Abou Jaoude","M","186","96","Brazil",31
40471,"Otar Japaridze","M","184","75","Georgia",86
40472,"Andreas Japtok","M","173","65","West Germany",
40473,"Jaqson Luiz Kojoroski","M","192","98","Brazil",31
40474,"Jaqueline Maria  Pereira de Carvalho Endres","F","186","71","Brazil",31
40475,"Gilles Jaquet","M","181","84","Switzerland",216
40476,"Sabrina Jaquet","F","169","60","Switzerland",216
40477,"Juan Ramn Jara Martnez","M","175","68","Paraguay",170
40478,"Stanislav Jarbek","M","182","81","Czechoslovakia",
40479,"Jozef Jarabinsk","M","176","71","Czechoslovakia",
40480,"Boris Jarak","M","190","81","Yugoslavia",220
40481,"Alfonso Jaramillo Puerta","M","168","64","Colombia",51
40482,"Balbino Jaramillo","M",,,"Colombia",51
40483,"Carlos Mara Jaramillo Meza","M","170",,"Colombia",51
40484,"Jorge Jaramillo","M","147","50","Colombia",51
40485,"Lucy Mara del Carmen Jaramillo Ogonaga","F","164","52","Ecuador",68
40486,"Kurt Jarasinski","M","178","70","Germany",87
40487,"Jarbas Tomazoli Nues","M","175","70","Brazil",31
40488,"Patrik Inge Johan Jrbyn","M","181","85","Sweden",215
40489,"Jardel Pizzinato","M","192","107","Brazil",31
40490,"Andrea Jardi Cuadrado","F","168","56","Spain",209
40491,"Maria Lucrcia Jardim","F","159","49","Portugal",175
40492,"Anne Elizabeth Jardin (-Alexander)","F","179","77","Canada",41
40493,"Barbara Jardin","F","168","59","Canada",41
40494,"Vronique Jardin","F","174","59","France",80
40495,"Adrian Jardine","M","175","62","Yeoman XII",234
40496,"Stuart Jardine","M","172","61","Great Britain",234
40497,"Bogusaw Jarecki","M","175","69","Poland",174
40498,"David S.  Jareckie","M","183","79","United States",238
40499,"Zbigniew Jaremski","M","182","75","Poland",174
40500,"Jargalsaikhany Chuluunbat","M","184","125","Mongolia",146
40501,"Jargalyn Erdenetlkhr","M","167","63","Mongolia",146
40502,"Jargalyn Otgon","F",,,"Mongolia",146
40503,"Matarr Jarju","M",,"68","Gambia",85
40504,"Bakary Banana Jarjue","M","170","68","Gambia",85
40505,"Zyta Jarka","F","187","85","Poland",174
40506,"Hanna Jarkiewicz (-Widun)","F","164","62","Poland",174
40507,"Anders Torsten Martin Jarl (Johansson-)","M",,,"Sweden",215
40508,"ystein Jarlsbo","M","181","83","Norway",164
40509,"Rolf Jrmann","M","181","76","Switzerland",216
40510,"Ewald Jarmer","M","172","75","West Germany",
40511,"Aleksandra Jarmoliska","F","160","67","Poland",174
40512,"Heikki Allan Jrn","M","180","80","Finland",79
40513,"Tihomir Jarnjevi","M","186","84","Croatia",56
40514,"Ann-Sofie Maria Jrnstrm","F","173","62","Sweden",215
40515,"Prapawadee Jaroenrattanatarakoon","F","157","54","Thailand",219
40516,"Ralf Jaros","M","193","83","West Germany",
40517,"Nadine Jarosch","F","158","46","Germany",87
40518,"Pawe Krzysztof Jarosiski","M","195","99","Poland",174
40519,"Jakub Wadysaw Jarosz","M","195","84","Poland",174
40520,"Maciej Krzysztof Jarosz","M","195","88","Poland",174
40521,"Pawe Julian Jaroszek","M","185","82","Poland",174
40522,"Agata Jadwiga Jaroszek-Karczmarek","F","178","61","Poland",174
40523,"Abdullah Jaroudi, Jr.","M","170","85","Lebanon",125
40524,"Owe Stellan Peder Jrphag","M","191","93","Sweden",215
40525,"Jos Francisco Jarque Canelles","M","179","70","Spain",209
40526,"John David  Jarrett","M","170","60","United States",238
40527,"Patrick O.  Jarrett","M","188","91","Jamaica",114
40528,"Anthony Alexander  Jarrett","M","188","80","Great Britain",234
40529,"Jhon Jarrn","M","170","62","Ecuador",68
40530,"Rachel Jarry","F","186","77","Australia",13
40531,"Anders Per Jrryd","M","180","70","Sweden",215
40532,"Yacob Jarso Kintra","M","160","50","Ethiopia",75
40533,"Satu Johanna Jrvel","F","172","62","Finland",79
40534,"Hannu Rainer Jrvenp","M","184","88","Finland",79
40535,"Tero Mikael Jrvenp","M","188","95","Finland",79
40536,"Vin Kalevi Jrvenp","M","167","62","Finland",79
40537,"Martti Sakari Jrventaus","M","184","71","Finland",79
40538,"Iiro Petteri Jrvi","M","187","91","Finland",79
40539,"Jyrki Heikki Jrvi","M","188","78","Finland",79
40540,"Paul Jarvie","M","175","72","Australia",13
40541,"Steven Jarvin","M","185","95","Australia",13
40542,"Jouko Juhani Jrvinen","M","172","72","Finland",79
40543,"Timo Tapani Jrvinen","M","180","78","Finland",79
40544,"Christopher  Jarvis","M","193","88","Canada",41
40545,"Christine Anne Jarvis (-Ilman)","F","170","69","Great Britain",234
40546,"Debra Ann  Jarvis","F","166","55","Great Britain",234
40547,"Jared Jarvis","M",,"75","Antigua and Barbuda",9
40548,"Korey Jarvis","M","188","115","Canada",41
40549,"Morgan Jarvis","M","182","72","Canada",41
40550,"Anthony Andrew  Jarvis","M","191","76","Great Britain",234
40551,"Milan Jar","M","176","71","Czechoslovakia",
40552,"Vladimr Jar","M","183","79","Czechoslovakia",
40553,"Janusz  Jarzembowski","M","175","69","Poland",174
40554,"Mirosaw Zenon Jarzembowski","M","193","85","Poland",174
40555,"Karolina Jarzyska (-Nadolska)","F","164","53","Poland",174
40556,"Simas Jasaitis","M","201","87","Lithuania",130
40557,"Beate Jasch","F","165","52","West Germany",
40558,"Willi Jaschek","M","169","67","West Germany",
40559,"Martina Jschke (-Scheidewig, -Flle)","F","162","54","East Germany",
40560,"Peter Jaschke","M","193","82","West Germany",
40561,"Stanislav Jaseko","M","192","95","Slovakia",202
40562,"Waleed Muhammad Al-Jasem Mubarak","M","162","52","Kuwait",121
40563,"Hernn Emilio Jasen Cicarelli","M","199","100","Argentina",10
40564,"Mria Jasenkov","F","165","65","Czechoslovakia",
40565,"Rolandas Jaseviius","M","173","69","Lithuania",130
40566,"Martina Jaicov-Schwarzbacherov-Halinrov","F","164","52","Slovakia",202
40567,"Micha Jasiczek","M","183","73","Poland",174
40568,"arnas Jasikeviius","M","193","92","Lithuania",130
40569,"Hussain Jasim Turky","M","170","82","Iraq",109
40570,"Omar Youssif Jasim Al-Maaliki","M","168","64","Bahrain",17
40571,"Edyta Jasiska","F","177","68","Poland",174
40572,"Magorzata Jasiska","F","169","57","Poland",174
40573,"Gintaras Jasinskas","M",,,"Lithuania",130
40574,"Daniel Jasinski","M","207","120","Germany",87
40575,"Kazimierz Jasiski","M","178","80","Poland",174
40576,"Stanisaw Jasiski","M","173","72","Poland",174
40577,"Zbigniew Jasiukiewicz","M","180","85","Poland",174
40578,"Tauno Antero Jaskari","M","167","60.5","Finland",79
40579,"Mieczysaw Stanisaw Jaskierski","M","178","77","Poland",174
40580,"Jan Jasklski","M","180","70","Poland",174
40581,"Norbert Stanisaw Jaskot","M","180","80","Poland",174
40582,"Miroslava Jakovsk","F",,,"Czechoslovakia",
40583,"Sylwia Jakowiec","F","160","55","Poland",174
40584,"Marek Jaskka","M","185","75","Poland",174
40585,"Zenon Wadysaw Jaskua","M","183","77","Poland",174
40586,"Stanisaw Jaskuka","M","180","75","Poland",174
40587,"Anju Jason","M","178","80","Marshall Islands",
40588,"Rebecca  Jasontek (-Tomsic)","F","162","58","United States",238
40589,"Matthew James  Jasper","M","165","72","Great Britain",234
40590,"Augustinus Antonius Maria  Jaspers","M","188","74","Netherlands",155
40591,"Koba Jass","M","183","88","Latvia",124
40592,"Abdul Rahman Jassim","M",,,"Bahrain",17
40593,"Alaa Hikmat Jassim Al-Qaysi","F","167","65","Iraq",109
40594,"Emad Jassim Mahmoud","M",,,"Iraq",109
40595,"Saad Jassim Mohammed","M","176","63","Iraq",109
40596,"Chester Andrew  Jastremski","M","175","80","United States",238
40597,"Bartomiej Jaszka","M","184","82","Poland",174
40598,"Jurek Jatowitt","M","180","80","Austria",14
40599,"Jatyr Eduardo Schall","M","186","85","Brazil",31
40600,"Monica Jauca","F",,,"Romania",180
40601,"Eugenio Judenes Agacino","M",,,"Spain",209
40602,"Juris Jaudzems","M","183","90","Soviet Union-1",
40603,"Heidi Jaufenthaler","F","175","59","Austria",14
40604,"Robert C.  Jaugstetter","M","159","49","United States",238
40605,"Meiliana Jauhari","F","168","74","Indonesia",107
40606,"Milla Marika Jauho","F","165","53","Finland",79
40607,"Sami Olavi Jauhojrvi","M","174","68","Finland",79
40608,"urina Jaukovi","F","186","86","Montenegro",
40609,"Hans-Georg Jaunich","M","185","81","East Germany",
