"id","type","id_jo","id_event","id_athlete"
223080,"Bronze",28,87,111392
223081,"Gold",12,87,111392
223082,"none",20,67,111393
223083,"none",19,511,111394
223084,"none",1,511,111394
223085,"Silver",0,192,111395
223086,"none",12,94,111395
223087,"Gold",27,148,111396
223088,"none",35,148,111396
223089,"none",26,95,111397
223090,"none",19,162,111398
223091,"none",21,54,111399
223092,"none",2,452,111400
223093,"none",15,369,111401
223094,"none",15,247,111401
223095,"none",15,246,111401
223096,"none",15,120,111401
223097,"none",15,298,111401
223098,"Silver",43,13,111402
223099,"Gold",28,44,111403
223100,"Gold",8,302,111404
223101,"none",27,156,111405
223102,"Silver",35,97,111405
223103,"none",29,115,111406
223104,"none",36,11,111407
223105,"none",36,174,111407
223106,"Bronze",36,12,111407
223107,"none",25,174,111407
223108,"Bronze",25,267,111407
223109,"Bronze",25,12,111407
223110,"none",12,110,111408
223111,"none",14,306,111409
223112,"none",27,49,111410
223113,"Bronze",37,119,111411
223114,"Silver",26,119,111411
223115,"none",27,119,111411
223116,"none",21,342,111412
223117,"none",19,342,111412
223118,"Silver",19,312,111412
223119,"Gold",16,343,111413
223120,"none",33,11,111414
223121,"none",33,174,111414
223122,"none",33,12,111414
223123,"none",5,227,111415
223124,"none",6,227,111415
223125,"none",11,152,111416
223126,"none",21,152,111416
223127,"none",21,105,111416
223128,"none",19,152,111416
223129,"Silver",19,105,111416
223130,"Gold",16,343,111417
223131,"none",21,508,111418
223132,"none",29,236,111419
223133,"none",0,407,111420
223134,"none",0,408,111420
223135,"none",0,350,111420
223136,"none",12,147,111421
223137,"none",12,66,111421
223138,"none",9,141,111422
223139,"none",15,504,111423
223140,"Bronze",13,285,111424
223141,"none",20,54,111425
223142,"none",0,392,111426
223143,"none",12,392,111426
223144,"none",13,485,111427
223145,"none",27,407,111428
223146,"none",27,408,111428
223147,"none",27,170,111428
223148,"Bronze",1,271,111429
223149,"none",20,271,111429
223150,"none",20,459,111430
223151,"none",27,49,111431
223152,"none",13,103,111432
223153,"none",13,316,111432
223154,"Bronze",46,21,111433
223155,"Silver",46,21,111434
223156,"none",9,42,111435
223157,"none",32,42,111435
223158,"none",35,119,111436
223159,"none",16,77,111437
223160,"none",9,77,111437
223161,"none",38,38,111438
223162,"Silver",15,38,111438
223163,"none",36,252,111439
223164,"none",36,289,111439
223165,"none",25,289,111439
223166,"none",20,35,111440
223167,"none",19,206,111441
223168,"none",23,13,111442
223169,"none",39,13,111442
223170,"Bronze",5,13,111443
223171,"Gold",17,13,111443
223172,"none",8,13,111443
223173,"none",17,205,111444
223174,"none",8,204,111444
223175,"none",8,205,111444
223176,"none",8,286,111444
223177,"Silver",32,65,111445
223178,"none",33,65,111445
223179,"none",37,65,111445
223180,"none",26,101,111445
223181,"none",27,101,111445
223182,"none",35,101,111445
223183,"none",25,380,111446
223184,"none",1,66,111447
223185,"none",1,2,111448
223186,"none",1,147,111449
223187,"none",20,147,111449
223188,"none",6,13,111450
223189,"none",9,207,111451
223190,"none",9,97,111452
223191,"none",34,74,111453
223192,"none",34,75,111453
223193,"none",0,16,111454
223194,"none",34,203,111455
223195,"none",11,274,111456
223196,"none",21,274,111456
223197,"none",35,73,111457
223198,"none",35,143,111457
223199,"none",36,141,111457
223200,"none",2,114,111458
223201,"none",2,66,111458
223202,"none",2,142,111458
223203,"none",2,110,111459
223204,"none",2,97,111459
223205,"none",3,55,111460
223206,"none",3,56,111460
223207,"none",17,387,111461
223208,"none",12,180,111462
223209,"Silver",42,248,111463
223210,"Gold",42,249,111463
223211,"Gold",42,466,111463
223212,"Gold",10,248,111463
223213,"none",10,249,111463
223214,"Silver",10,466,111463
223215,"none",24,248,111463
223216,"Silver",24,249,111463
223217,"Silver",24,250,111463
223218,"none",24,466,111463
223219,"none",4,248,111463
223220,"Silver",4,249,111463
223221,"Bronze",4,250,111463
223222,"none",5,467,111463
223223,"Gold",5,466,111463
223224,"Bronze",19,133,111464
223225,"Silver",20,1,111465
223226,"none",2,73,111466
223227,"none",2,517,111466
223228,"none",2,500,111466
223229,"none",2,501,111466
223230,"none",27,283,111467
223231,"none",36,136,111468
223232,"none",15,13,111469
223233,"Bronze",23,13,111469
223234,"none",1,408,111470
223235,"none",21,301,111471
223236,"none",19,301,111471
223237,"Silver",37,136,111472
223238,"none",11,392,111473
223239,"Silver",21,392,111473
223240,"none",19,368,111473
223241,"none",28,35,111474
223242,"none",26,223,111475
223243,"none",27,223,111475
223244,"none",13,74,111476
223245,"none",13,75,111476
223246,"Gold",35,366,111477
223247,"none",12,136,111478
223248,"none",33,119,111479
223249,"none",27,386,111480
223250,"none",27,18,111480
223251,"none",27,53,111480
223252,"none",35,386,111480
223253,"none",35,18,111480
223254,"none",17,248,111481
223255,"none",17,467,111481
223256,"none",17,465,111481
223257,"none",8,249,111481
223258,"none",8,467,111481
223259,"none",8,393,111481
223260,"none",6,248,111482
223261,"none",6,467,111482
223262,"none",6,465,111482
223263,"none",6,466,111482
223264,"none",17,393,111482
223265,"none",8,518,111482
223266,"none",8,249,111482
223267,"none",8,467,111482
223268,"none",8,393,111482
223269,"none",8,468,111482
223270,"Gold",18,249,111482
223271,"none",18,393,111482
223272,"Gold",18,394,111482
223273,"Silver",38,249,111482
223274,"none",38,393,111482
223275,"none",38,394,111482
223276,"none",28,190,111483
223277,"none",1,197,111484
223278,"none",4,10,111485
223279,"none",4,9,111485
223280,"none",5,6,111485
223281,"none",5,10,111485
223282,"none",5,9,111485
223283,"none",0,127,111486
223284,"none",0,128,111486
223285,"none",12,128,111486
223286,"none",11,156,111487
223287,"none",19,2,111488
223288,"Bronze",34,110,111489
223289,"none",28,2,111490
223290,"none",11,66,111491
223291,"none",38,242,111492
223292,"none",6,13,111493
223293,"none",21,280,111494
223294,"none",21,345,111494
223295,"none",19,280,111494
223296,"none",19,241,111494
223297,"none",1,280,111494
223298,"none",1,241,111494
223299,"none",35,52,111495
223300,"none",35,188,111495
223301,"Silver",35,107,111496
223302,"Bronze",35,188,111496
223303,"none",12,415,111497
223304,"none",13,2,111498
223305,"none",19,147,111499
223306,"none",28,28,111500
223307,"none",28,156,111500
223308,"none",21,223,111501
223309,"none",19,223,111501
223310,"Bronze",4,62,111502
223311,"Silver",4,10,111502
223312,"Silver",4,9,111502
223313,"none",5,6,111502
223314,"none",5,10,111502
223315,"none",5,7,111502
223316,"none",5,8,111502
223317,"none",5,9,111502
223318,"Silver",6,6,111502
223319,"none",6,10,111502
223320,"Gold",6,7,111502
223321,"Silver",6,8,111502
223322,"none",17,6,111502
223323,"none",17,10,111502
223324,"none",17,7,111502
223325,"Bronze",17,8,111502
223326,"none",39,300,111503
223327,"none",39,418,111503
223328,"Silver",41,242,111504
223329,"none",21,356,111505
223330,"none",19,356,111505
223331,"none",12,233,111506
223332,"none",11,232,111506
223333,"none",19,232,111506
223334,"Gold",28,163,111507
223335,"Silver",0,163,111507
223336,"none",12,163,111507
223337,"none",36,106,111508
223338,"none",11,46,111509
223339,"Bronze",19,54,111510
223340,"none",35,119,111511
223341,"none",21,206,111512
223342,"none",19,206,111512
223343,"none",14,173,111513
223344,"none",8,464,111514
223345,"Silver",8,568,111514
223346,"none",18,265,111514
223347,"none",0,61,111515
223348,"none",0,402,111515
223349,"none",12,61,111515
223350,"none",12,402,111515
223351,"none",11,61,111515
223352,"Silver",19,230,111516
223353,"Bronze",19,422,111516
223354,"none",19,133,111517
223355,"none",12,230,111518
223356,"none",12,422,111518
223357,"none",12,350,111518
223358,"Gold",19,124,111519
223359,"Bronze",34,213,111520
223360,"none",14,291,111521
223361,"Gold",33,0,111522
223362,"none",25,179,111523
223363,"none",25,63,111523
223364,"none",28,179,111523
223365,"none",28,63,111523
223366,"none",11,43,111524
223367,"none",1,90,111525
223368,"none",1,116,111526
223369,"none",9,278,111527
223370,"none",35,407,111528
223371,"none",35,408,111528
223372,"none",35,314,111528
223373,"none",1,178,111529
223374,"none",1,293,111529
223375,"none",1,230,111529
223376,"none",1,170,111529
223377,"none",1,219,111530
223378,"Bronze",20,219,111530
223379,"none",28,103,111531
223380,"Bronze",19,119,111532
223381,"none",19,15,111533
223382,"none",37,256,111534
223383,"none",33,182,111535
223384,"none",27,145,111536
223385,"none",16,55,111537
223386,"none",16,104,111537
223387,"none",13,324,111538
223388,"none",13,371,111538
223389,"none",13,325,111538
223390,"none",13,327,111538
223391,"none",20,67,111539
223392,"none",19,119,111540
223393,"none",1,119,111540
223394,"none",36,73,111541
223395,"Bronze",35,230,111542
223396,"none",35,313,111542
223397,"Bronze",35,314,111542
223398,"Gold",46,432,111543
223399,"none",47,13,111544
223400,"none",25,82,111545
223401,"none",12,82,111545
223402,"none",27,147,111546
223403,"Gold",9,253,111547
223404,"Gold",16,14,111548
223405,"Gold",16,107,111548
223406,"none",2,201,111549
223407,"Silver",2,378,111549
223408,"Bronze",2,289,111549
223409,"none",2,452,111549
223410,"none",34,108,111550
223411,"none",16,2,111551
223412,"none",12,74,111552
223413,"none",10,460,111553
223414,"none",16,108,111554
223415,"none",46,20,111555
223416,"none",15,266,111556
223417,"none",15,62,111556
223418,"none",15,558,111556
223419,"Gold",25,66,111557
223420,"Bronze",28,103,111557
223421,"none",28,66,111557
223422,"none",37,11,111558
223423,"none",37,425,111558
223424,"none",37,12,111558
223425,"none",26,11,111558
223426,"none",26,425,111558
223427,"none",26,12,111558
223428,"Gold",14,360,111559
223429,"none",20,368,111560
223430,"none",43,268,111561
223431,"none",43,242,111561
223432,"none",45,268,111561
223433,"Gold",46,42,111562
223434,"Gold",13,42,111562
223435,"Gold",2,42,111562
223436,"none",14,42,111562
223437,"Silver",7,333,111563
223438,"Bronze",28,0,111564
223439,"none",19,118,111565
223440,"none",8,588,111566
223441,"none",23,369,111567
223442,"none",23,246,111567
223443,"none",23,120,111567
223444,"none",27,147,111568
223445,"none",12,128,111569
223446,"Gold",20,107,111570
223447,"none",27,95,111571
223448,"Silver",19,97,111572
223449,"none",20,107,111573
223450,"none",27,100,111574
223451,"none",27,66,111574
223452,"none",35,100,111574
223453,"none",35,66,111574
223454,"none",21,119,111575
223455,"none",0,74,111576
223456,"none",11,206,111577
223457,"none",28,116,111578
223458,"none",19,86,111578
223459,"none",1,438,111578
223460,"Gold",1,86,111578
223461,"Gold",33,401,111579
223462,"none",26,180,111580
223463,"none",27,180,111580
223464,"none",1,136,111581
223465,"Bronze",20,136,111581
223466,"none",36,318,111582
223467,"none",36,331,111582
223468,"none",25,318,111582
223469,"none",2,371,111583
223470,"none",2,372,111583
223471,"Silver",2,373,111583
223472,"none",2,374,111583
223473,"none",2,344,111583
223474,"none",14,375,111583
223475,"none",14,376,111583
223476,"none",20,47,111584
223477,"none",12,116,111585
223478,"none",0,223,111586
223479,"none",9,103,111587
223480,"Gold",9,66,111587
223481,"none",25,334,111588
223482,"none",12,97,111589
223483,"none",11,377,111589
223484,"none",33,118,111590
223485,"none",16,213,111591
223486,"none",27,207,111592
223487,"none",35,97,111592
223488,"none",11,342,111593
223489,"none",21,119,111594
223490,"none",19,119,111594
223491,"none",1,44,111595
223492,"none",20,44,111595
223493,"none",25,84,111596
223494,"none",25,85,111596
223495,"none",28,84,111596
223496,"none",28,85,111596
223497,"none",7,91,111597
223498,"Bronze",34,11,111598
223499,"Gold",34,12,111598
223500,"none",38,626,111599
223501,"none",15,626,111599
223502,"none",4,247,111600
223503,"none",4,246,111600
223504,"none",4,120,111600
223505,"Silver",17,302,111601
223506,"none",46,333,111602
223507,"none",28,95,111603
223508,"none",21,270,111603
223509,"none",36,143,111604
223510,"none",25,141,111604
223511,"none",33,378,111604
223512,"Silver",46,3,111605
223513,"none",26,184,111606
223514,"none",26,185,111606
223515,"none",26,107,111606
223516,"none",26,187,111606
223517,"none",26,188,111606
223518,"none",28,383,111607
223519,"Bronze",28,384,111607
223520,"none",12,383,111607
223521,"none",12,384,111607
223522,"none",12,197,111608
223523,"none",11,197,111608
223524,"Silver",48,13,111609
223525,"Bronze",49,13,111609
223526,"none",35,192,111609
223527,"Bronze",12,291,111610
223528,"none",21,14,111610
223529,"none",21,291,111610
223530,"none",35,386,111611
223531,"none",35,18,111611
223532,"none",35,188,111611
223533,"Silver",35,53,111611
223534,"none",12,97,111612
223535,"Bronze",12,119,111613
223536,"none",35,84,111614
223537,"Gold",16,46,111615
223538,"none",25,462,111616
223539,"none",34,278,111617
223540,"Silver",7,278,111617
223541,"Gold",7,83,111617
223542,"none",3,118,111618
223543,"none",13,141,111619
223544,"none",34,2,111620
223545,"none",26,61,111621
223546,"none",26,402,111621
223547,"none",27,402,111621
223548,"none",35,342,111622
223549,"none",36,342,111622
223550,"none",25,342,111622
223551,"none",25,28,111623
223552,"none",25,197,111623
223553,"none",28,197,111623
223554,"Gold",46,2,111624
223555,"none",14,167,111625
223556,"Bronze",34,213,111626
223557,"Gold",43,13,111627
223558,"none",7,488,111628
223559,"none",24,50,111629
223560,"none",7,288,111630
223561,"none",7,288,111630
223562,"none",7,288,111630
223563,"none",7,288,111630
223564,"none",7,288,111630
223565,"none",7,288,111630
223566,"none",34,18,111631
223567,"none",35,244,111632
223568,"Silver",14,97,111633
223569,"none",11,133,111634
223570,"Gold",16,333,111635
223571,"none",32,324,111636
223572,"none",0,119,111637
223573,"none",23,4,111638
223574,"none",23,5,111638
223575,"none",23,264,111638
223576,"none",11,44,111639
223577,"none",11,218,111640
223578,"none",21,218,111640
223579,"none",21,219,111640
223580,"none",37,267,111641
223581,"none",28,245,111642
223582,"none",38,305,111643
223583,"none",18,544,111644
223584,"none",11,0,111645
223585,"none",21,0,111645
223586,"none",37,103,111646
223587,"none",37,147,111646
223588,"none",12,212,111647
223589,"none",12,213,111647
223590,"none",12,214,111647
223591,"none",12,215,111647
223592,"none",12,216,111647
223593,"none",12,217,111647
223594,"none",21,42,111648
223595,"Silver",19,42,111648
223596,"none",1,42,111648
223597,"none",20,42,111648
223598,"none",15,616,111649
223599,"none",15,623,111649
223600,"none",15,634,111649
223601,"none",1,256,111650
223602,"none",25,44,111651
223603,"none",45,242,111652
223604,"none",5,17,111653
223605,"none",5,308,111653
223606,"none",5,309,111653
223607,"none",6,17,111653
223608,"none",6,308,111653
223609,"none",6,310,111653
223610,"none",46,49,111654
223611,"Gold",1,398,111655
223612,"none",20,45,111655
223613,"none",37,94,111656
223614,"none",27,115,111657
223615,"Gold",28,94,111658
223616,"Gold",0,94,111658
223617,"Silver",25,156,111659
223618,"Bronze",28,97,111659
223619,"none",0,112,111659
223620,"none",20,156,111660
223621,"none",27,231,111661
223622,"none",25,102,111661
223623,"Gold",12,133,111662
223624,"Gold",16,97,111663
223625,"none",21,44,111664
223626,"none",11,218,111665
223627,"none",35,69,111666
223628,"none",25,69,111666
223629,"none",28,69,111666
223630,"none",25,114,111667
223631,"none",25,142,111667
223632,"Gold",11,82,111668
223633,"Gold",21,82,111668
223634,"Gold",19,82,111668
223635,"none",1,54,111669
223636,"none",20,44,111670
223637,"none",28,462,111671
223638,"none",0,462,111671
223639,"none",25,86,111671
223640,"none",28,438,111671
223641,"none",20,407,111672
223642,"none",20,408,111672
223643,"none",21,194,111673
223644,"none",19,220,111673
223645,"none",1,102,111673
223646,"none",0,69,111674
223647,"Bronze",20,355,111675
223648,"Gold",12,142,111676
223649,"none",20,463,111677
223650,"none",28,43,111678
223651,"Bronze",0,43,111678
223652,"Bronze",20,349,111679
223653,"none",20,367,111679
223654,"Gold",20,422,111679
223655,"none",38,247,111680
223656,"none",38,298,111680
223657,"none",15,247,111680
223658,"none",15,298,111680
223659,"none",19,162,111681
223660,"none",25,218,111682
223661,"none",42,369,111683
223662,"none",42,246,111683
223663,"none",14,14,111684
223664,"none",11,420,111685
223665,"none",19,614,111686
223666,"none",19,20,111687
223667,"none",19,22,111687
223668,"none",19,24,111687
223669,"none",19,25,111687
223670,"none",19,26,111687
223671,"Bronze",19,27,111687
223672,"Bronze",1,21,111687
223673,"none",1,25,111687
223674,"Silver",1,27,111687
223675,"none",20,21,111687
223676,"Silver",20,27,111687
223677,"none",1,136,111688
223678,"none",35,414,111689
223679,"none",34,73,111690
223680,"none",34,143,111690
223681,"none",12,339,111691
223682,"none",0,44,111692
223683,"none",11,44,111692
223684,"none",25,104,111693
223685,"none",30,268,111694
223686,"none",35,106,111695
223687,"none",36,106,111695
223688,"none",36,184,111695
223689,"none",36,107,111695
223690,"Bronze",36,53,111695
223691,"none",21,398,111696
223692,"Bronze",12,119,111697
223693,"none",21,223,111698
223694,"none",19,223,111698
223695,"none",25,61,111699
223696,"Gold",25,402,111699
223697,"Gold",12,133,111700
223698,"Gold",11,133,111700
223699,"none",28,74,111701
223700,"none",28,201,111701
223701,"none",28,251,111701
223702,"none",28,381,111701
223703,"none",0,74,111701
223704,"none",28,168,111702
223705,"none",28,169,111702
223706,"none",28,350,111702
223707,"none",28,314,111702
223708,"none",0,169,111702
223709,"none",0,350,111702
223710,"none",0,314,111702
223711,"Gold",12,349,111702
223712,"Bronze",12,313,111702
223713,"Gold",12,350,111702
223714,"Gold",12,314,111702
223715,"none",28,223,111703
223716,"none",0,223,111703
223717,"none",12,223,111703
223718,"none",35,169,111704
223719,"none",44,92,111705
223720,"none",15,224,111706
223721,"none",15,258,111706
223722,"none",15,557,111706
223723,"none",15,225,111706
223724,"none",15,226,111706
223725,"none",1,88,111707
223726,"none",11,358,111708
223727,"none",21,358,111708
223728,"none",4,31,111709
223729,"none",2,109,111710
223730,"none",14,109,111710
223731,"none",26,208,111711
223732,"none",38,305,111712
223733,"none",0,267,111713
223734,"Bronze",0,245,111713
223735,"none",12,267,111713
223736,"none",12,245,111713
223737,"none",19,142,111714
223738,"none",0,150,111714
223739,"none",1,209,111715
223740,"Silver",5,13,111716
223741,"none",32,331,111717
223742,"none",19,54,111718
223743,"none",1,54,111718
223744,"none",28,93,111719
223745,"none",1,119,111720
223746,"none",25,119,111721
223747,"none",20,153,111722
223748,"none",32,236,111723
223749,"none",32,438,111723
223750,"none",21,61,111724
223751,"none",1,244,111725
223752,"Bronze",0,151,111726
223753,"none",12,151,111726
223754,"none",0,191,111727
223755,"none",0,92,111727
223756,"none",12,92,111727
223757,"none",28,119,111728
223758,"Bronze",21,245,111729
223759,"none",37,91,111730
223760,"Gold",26,66,111731
223761,"none",16,446,111732
223762,"none",9,446,111732
223763,"none",19,421,111733
223764,"none",1,421,111733
223765,"none",17,494,111734
223766,"none",17,505,111734
223767,"none",17,435,111734
223768,"Bronze",8,494,111734
223769,"none",8,505,111734
223770,"none",8,506,111734
223771,"none",8,435,111734
223772,"none",18,505,111734
223773,"Bronze",18,435,111734
223774,"none",21,28,111735
223775,"none",21,197,111735
223776,"none",19,28,111735
223777,"none",19,197,111735
223778,"none",1,28,111735
223779,"none",1,197,111735
223780,"none",0,508,111736
223781,"none",0,510,111736
223782,"none",6,227,111737
223783,"none",1,66,111738
223784,"Bronze",35,349,111739
223785,"none",35,367,111739
223786,"none",12,271,111740
223787,"none",21,54,111741
223788,"none",25,69,111742
223789,"Bronze",1,124,111743
223790,"none",10,387,111744
223791,"none",35,201,111745
223792,"none",20,119,111746
223793,"none",0,47,111747
223794,"Bronze",12,47,111747
223795,"Gold",11,0,111748
223796,"none",27,46,111749
223797,"Silver",25,402,111750
223798,"none",27,414,111751
223799,"none",28,524,111752
223800,"none",0,244,111752
223801,"none",34,143,111753
223802,"none",25,163,111754
223803,"none",37,154,111755
223804,"none",19,86,111756
223805,"Gold",1,86,111756
223806,"none",32,2,111757
223807,"none",16,289,111758
223808,"none",20,147,111759
223809,"Bronze",32,95,111760
223810,"none",16,55,111761
223811,"none",16,104,111761
223812,"Gold",26,147,111762
223813,"none",1,2,111763
223814,"none",5,435,111764
223815,"none",6,435,111764
223816,"none",15,32,111765
223817,"none",15,33,111765
223818,"none",28,182,111766
223819,"none",26,143,111767
223820,"none",21,470,111768
223821,"none",19,470,111768
223822,"none",1,470,111768
223823,"Silver",35,119,111769
223824,"none",25,119,111769
223825,"none",11,127,111770
223826,"none",35,88,111771
223827,"Silver",25,88,111771
223828,"none",28,524,111771
223829,"none",13,191,111772
223830,"none",13,92,111772
223831,"none",19,67,111773
223832,"none",1,67,111773
223833,"none",20,67,111773
223834,"Silver",3,432,111774
223835,"none",28,122,111775
223836,"none",28,106,111775
223837,"none",28,184,111775
223838,"none",28,187,111775
223839,"none",30,268,111776
223840,"none",26,342,111777
223841,"none",26,312,111777
223842,"none",26,414,111778
223843,"none",26,313,111778
223844,"none",2,100,111779
223845,"none",8,305,111780
223846,"none",18,305,111780
223847,"none",44,315,111781
223848,"Bronze",46,536,111782
223849,"Gold",2,119,111783
223850,"Gold",25,142,111784
223851,"none",11,114,111785
223852,"Gold",14,173,111786
223853,"none",21,66,111787
223854,"none",1,181,111788
223855,"none",18,50,111789
223856,"Bronze",28,0,111790
223857,"none",1,82,111791
223858,"none",20,82,111791
223859,"none",19,44,111792
223860,"none",1,44,111792
223861,"none",12,277,111793
223862,"none",11,277,111793
223863,"none",36,434,111794
223864,"none",25,480,111794
223865,"none",25,434,111794
223866,"none",25,301,111794
223867,"Gold",46,100,111795
223868,"none",28,134,111796
223869,"none",34,230,111797
223870,"Bronze",35,42,111798
223871,"none",34,113,111799
223872,"none",9,42,111800
223873,"none",33,42,111800
223874,"none",15,646,111801
223875,"none",1,470,111802
223876,"none",11,42,111803
223877,"none",21,42,111803
223878,"none",19,42,111803
223879,"none",2,141,111804
223880,"none",37,86,111805
223881,"none",21,438,111806
223882,"none",14,106,111807
223883,"none",14,107,111807
223884,"Bronze",16,42,111808
223885,"none",9,42,111808
223886,"none",28,11,111809
223887,"none",28,12,111809
223888,"none",20,61,111810
223889,"none",20,402,111810
223890,"none",28,208,111811
223891,"none",23,13,111812
223892,"none",39,13,111812
223893,"none",49,385,111812
223894,"none",49,7,111812
223895,"none",49,9,111812
223896,"none",47,7,111812
223897,"none",39,13,111813
223898,"none",41,13,111813
223899,"none",42,13,111813
223900,"none",20,261,111814
223901,"none",19,313,111815
223902,"none",1,414,111815
223903,"none",1,313,111815
223904,"none",8,302,111816
223905,"none",18,302,111816
223906,"none",38,302,111816
223907,"none",15,302,111816
223908,"Gold",26,163,111817
223909,"Gold",27,163,111817
223910,"Silver",35,163,111817
223911,"none",20,168,111818
223912,"Gold",20,170,111818
223913,"none",37,74,111819
223914,"none",26,74,111819
223915,"none",29,97,111820
223916,"none",35,212,111821
223917,"none",35,213,111821
223918,"none",35,214,111821
223919,"none",35,215,111821
223920,"none",35,216,111821
223921,"none",35,217,111821
223922,"none",18,302,111822
223923,"none",15,302,111822
223924,"none",11,156,111823
223925,"none",21,156,111823
223926,"none",33,37,111824
223927,"none",37,116,111825
223928,"Bronze",11,97,111826
223929,"Bronze",26,136,111827
223930,"none",36,231,111828
223931,"none",9,212,111829
223932,"none",9,213,111829
223933,"none",9,275,111829
223934,"none",9,214,111829
223935,"none",9,215,111829
223936,"none",9,216,111829
223937,"none",9,217,111829
223938,"none",24,248,111830
223939,"none",24,249,111830
223940,"none",24,466,111830
223941,"none",20,102,111831
223942,"none",12,42,111832
223943,"none",11,42,111832
223944,"none",21,42,111832
223945,"none",21,614,111833
223946,"none",19,614,111833
223947,"none",37,57,111834
223948,"Silver",26,57,111834
223949,"none",1,96,111835
223950,"none",44,315,111836
223951,"Gold",44,700,111836
223952,"none",28,88,111837
223953,"Bronze",34,66,111838
223954,"none",8,13,111839
223955,"none",24,248,111840
223956,"none",24,249,111840
223957,"none",24,466,111840
223958,"none",38,249,111841
223959,"none",15,266,111842
223960,"none",15,62,111842
223961,"none",10,4,111843
223962,"none",10,5,111843
223963,"none",10,264,111843
223964,"none",10,464,111843
223965,"none",24,4,111843
223966,"none",24,5,111843
223967,"none",24,264,111843
223968,"none",24,464,111843
223969,"none",19,74,111844
223970,"none",3,457,111845
223971,"Silver",3,739,111845
223972,"none",3,739,111845
223973,"Bronze",1,476,111846
223974,"none",20,476,111846
223975,"Bronze",21,244,111847
223976,"Silver",19,244,111847
223977,"none",11,111,111848
223978,"none",27,212,111849
223979,"none",27,213,111849
223980,"none",27,214,111849
223981,"none",27,215,111849
223982,"none",27,216,111849
223983,"none",27,217,111849
223984,"none",35,212,111849
223985,"none",35,213,111849
223986,"none",35,214,111849
223987,"none",35,215,111849
223988,"none",35,216,111849
223989,"none",35,217,111849
223990,"Bronze",11,124,111850
223991,"none",21,124,111850
223992,"none",19,124,111850
223993,"none",37,154,111851
223994,"none",38,518,111852
223995,"none",38,393,111852
223996,"none",38,394,111852
223997,"none",15,249,111852
223998,"none",15,394,111852
223999,"none",15,466,111852
224000,"none",15,551,111852
224001,"none",28,508,111853
224002,"Bronze",28,510,111853
224003,"none",27,74,111854
224004,"none",40,83,111855
224005,"none",46,278,111855
224006,"none",21,160,111856
224007,"Bronze",28,42,111857
224008,"Gold",36,55,111858
224009,"Silver",36,104,111858
224010,"Bronze",36,57,111858
224011,"none",18,227,111859
224012,"none",38,227,111859
224013,"Bronze",15,227,111859
224014,"none",11,289,111860
224015,"none",33,296,111861
224016,"none",33,297,111861
224017,"none",28,102,111862
224018,"none",48,58,111863
224019,"none",19,102,111864
224020,"none",32,91,111865
224021,"none",36,0,111866
224022,"none",25,0,111866
224023,"none",28,0,111866
224024,"none",0,0,111866
224025,"Silver",25,462,111867
224026,"Silver",0,462,111867
224027,"none",25,144,111868
224028,"Gold",8,13,111869
224029,"none",18,13,111869
224030,"none",20,119,111870
224031,"none",12,280,111871
224032,"none",11,280,111871
224033,"none",11,345,111871
224034,"none",32,61,111872
224035,"Bronze",32,402,111872
224036,"none",33,61,111872
224037,"none",33,402,111872
224038,"none",20,512,111873
224039,"none",21,161,111874
224040,"none",33,142,111875
224041,"Bronze",44,479,111876
224042,"none",0,108,111877
224043,"none",37,47,111878
224044,"none",26,47,111878
224045,"none",21,118,111879
224046,"none",21,49,111879
224047,"Bronze",17,302,111880
224048,"none",20,35,111881
224049,"none",12,133,111882
224050,"none",25,342,111883
224051,"Silver",21,82,111884
224052,"Silver",19,82,111884
224053,"Bronze",1,82,111884
224054,"none",16,74,111885
224055,"none",16,75,111885
224056,"Gold",33,118,111886
224057,"Gold",37,118,111886
224058,"Gold",37,49,111886
224059,"none",31,125,111887
224060,"none",23,125,111887
224061,"none",11,206,111888
224062,"none",27,262,111889
224063,"none",27,201,111890
224064,"none",27,378,111890
224065,"none",9,67,111891
224066,"Silver",28,207,111892
224067,"none",0,156,111892
224068,"Silver",25,244,111893
224069,"Bronze",28,524,111893
224070,"Silver",28,244,111893
224071,"none",0,88,111893
224072,"Silver",0,244,111893
224073,"none",24,202,111894
224074,"none",24,50,111894
224075,"Bronze",45,205,111895
224076,"Bronze",46,2,111896
224077,"none",5,58,111897
224078,"none",5,59,111897
224079,"none",34,333,111898
224080,"none",0,127,111899
224081,"none",0,128,111899
224082,"none",12,122,111900
224083,"none",12,106,111900
224084,"none",12,184,111900
224085,"none",12,14,111900
224086,"none",12,107,111900
224087,"none",12,53,111900
224088,"none",11,14,111900
224089,"none",37,425,111901
224090,"none",34,115,111902
224091,"none",19,336,111903
224092,"none",21,398,111904
224093,"none",19,398,111904
224094,"none",37,307,111905
224095,"none",37,307,111906
224096,"none",19,414,111907
224097,"none",19,313,111907
224098,"none",1,414,111907
224099,"none",1,313,111907
224100,"none",31,246,111908
224101,"none",22,369,111908
224102,"none",22,246,111908
224103,"Silver",22,120,111908
224104,"none",38,461,111909
224105,"none",15,461,111909
224106,"none",15,572,111909
224107,"none",12,14,111910
224108,"none",12,291,111910
224109,"none",11,14,111910
224110,"none",11,291,111910
224111,"none",11,107,111910
224112,"none",17,41,111911
224113,"none",19,2,111912
224114,"none",35,278,111913
224115,"none",36,278,111913
224116,"none",36,83,111913
224117,"none",25,278,111913
