"id","type","id_jo","id_event","id_athlete"
200001,"none",21,155,99874
200002,"none",21,154,99874
200003,"Silver",44,97,99875
200004,"none",36,113,99876
200005,"none",0,74,99877
200006,"none",0,208,99877
200007,"none",32,456,99878
200008,"none",13,103,99879
200009,"none",13,147,99879
200010,"Gold",19,422,99880
200011,"Gold",19,350,99880
200012,"Gold",19,314,99880
200013,"none",1,350,99880
200014,"none",1,314,99880
200015,"Silver",43,13,99881
200016,"none",7,288,99882
200017,"none",46,106,99883
200018,"Bronze",46,107,99883
200019,"none",32,180,99884
200020,"none",28,289,99885
200021,"Gold",0,208,99885
200022,"none",12,74,99885
200023,"none",12,436,99885
200024,"none",21,74,99885
200025,"none",21,436,99885
200026,"none",25,163,99886
200027,"none",28,163,99886
200028,"none",19,177,99887
200029,"none",35,293,99888
200030,"none",35,348,99888
200031,"none",35,230,99888
200032,"none",35,170,99888
200033,"none",36,103,99889
200034,"Bronze",36,66,99889
200035,"none",25,103,99889
200036,"none",25,66,99889
200037,"none",13,497,99890
200038,"none",38,32,99891
200039,"none",14,619,99892
200040,"none",1,615,99893
200041,"none",19,260,99894
200042,"Gold",12,74,99895
200043,"none",8,451,99895
200044,"none",11,406,99896
200045,"none",26,289,99897
200046,"none",41,300,99898
200047,"none",41,418,99898
200048,"none",14,499,99899
200049,"none",3,154,99900
200050,"Gold",3,370,99900
200051,"none",3,324,99900
200052,"Gold",3,371,99900
200053,"none",3,620,99900
200054,"none",3,621,99900
200055,"none",3,622,99900
200056,"none",40,705,99900
200057,"none",40,154,99900
200058,"none",40,706,99900
200059,"Gold",40,707,99900
200060,"Gold",40,371,99900
200061,"none",40,683,99900
200062,"Silver",40,684,99900
200063,"Gold",40,681,99900
200064,"none",32,141,99901
200065,"Gold",13,47,99902
200066,"none",4,50,99903
200067,"Bronze",16,46,99904
200068,"Gold",9,46,99904
200069,"Gold",32,46,99904
200070,"none",32,223,99904
200071,"none",18,13,99905
200072,"none",27,109,99906
200073,"none",27,172,99906
200074,"none",22,242,99907
200075,"none",37,55,99908
200076,"none",37,104,99908
200077,"none",25,438,99909
200078,"Bronze",46,119,99910
200079,"none",2,752,99911
200080,"none",28,223,99912
200081,"none",2,110,99913
200082,"none",36,331,99914
200083,"none",35,74,99915
200084,"none",25,43,99916
200085,"none",28,43,99916
200086,"Bronze",25,95,99917
200087,"none",37,65,99918
200088,"none",16,480,99919
200089,"none",18,493,99920
200090,"none",38,493,99920
200091,"none",1,2,99921
200092,"none",35,252,99922
200093,"Gold",38,13,99923
200094,"none",27,149,99924
200095,"none",20,28,99925
200096,"none",35,66,99926
200097,"none",35,142,99926
200098,"none",37,86,99927
200099,"Silver",11,398,99928
200100,"none",24,300,99929
200101,"none",24,418,99929
200102,"none",4,300,99929
200103,"none",4,418,99929
200104,"none",4,419,99929
200105,"none",5,300,99929
200106,"none",5,418,99929
200107,"none",5,419,99929
200108,"Bronze",1,82,99930
200109,"none",28,267,99931
200110,"none",28,245,99931
200111,"none",0,267,99931
200112,"none",0,245,99931
200113,"none",12,267,99931
200114,"none",12,245,99931
200115,"none",11,267,99931
200116,"Silver",11,245,99931
200117,"Bronze",21,245,99931
200118,"none",28,86,99932
200119,"none",0,86,99932
200120,"none",17,404,99933
200121,"Gold",46,432,99934
200122,"Silver",16,141,99935
200123,"none",6,13,99936
200124,"Gold",14,191,99937
200125,"Silver",14,509,99937
200126,"Gold",14,92,99937
200127,"none",35,90,99938
200128,"none",1,127,99939
200129,"Bronze",1,128,99939
200130,"none",20,127,99939
200131,"none",20,128,99939
200132,"none",21,267,99940
200133,"Gold",21,245,99940
200134,"Bronze",19,267,99940
200135,"Gold",19,245,99940
200136,"none",1,174,99940
200137,"Gold",1,267,99940
200138,"Gold",1,245,99940
200139,"Silver",43,472,99941
200140,"none",20,240,99942
200141,"none",25,307,99943
200142,"none",27,190,99944
200143,"Bronze",34,97,99945
200144,"none",14,118,99946
200145,"none",16,2,99947
200146,"none",5,202,99948
200147,"none",35,97,99949
200148,"none",36,97,99949
200149,"none",37,113,99950
200150,"none",41,50,99951
200151,"none",12,396,99952
200152,"Gold",12,133,99953
200153,"Gold",11,133,99953
200154,"none",46,21,99954
200155,"none",35,184,99955
200156,"none",35,14,99955
200157,"none",35,149,99955
200158,"Silver",16,97,99956
200159,"none",38,4,99957
200160,"none",38,5,99957
200161,"none",38,264,99957
200162,"none",15,4,99957
200163,"none",15,5,99957
200164,"none",15,264,99957
200165,"none",15,265,99957
200166,"none",44,693,99958
200167,"none",44,608,99958
200168,"Bronze",44,694,99958
200169,"Bronze",46,608,99958
200170,"none",46,593,99958
200171,"none",14,191,99959
200172,"none",14,92,99959
200173,"Bronze",0,87,99960
200174,"none",12,87,99960
200175,"none",11,87,99960
200176,"none",21,87,99960
200177,"Silver",1,100,99961
200178,"none",26,97,99962
200179,"none",46,191,99963
200180,"none",11,66,99964
200181,"none",42,268,99965
200182,"none",10,268,99965
200183,"none",11,212,99966
200184,"none",11,213,99966
200185,"none",11,214,99966
200186,"none",11,215,99966
200187,"none",11,216,99966
200188,"none",11,217,99966
200189,"none",21,212,99966
200190,"none",21,213,99966
200191,"none",21,214,99966
200192,"none",21,215,99966
200193,"none",21,216,99966
200194,"none",21,217,99966
200195,"none",18,298,99967
200196,"none",38,298,99967
200197,"none",13,143,99968
200198,"none",13,500,99968
200199,"none",2,500,99968
200200,"none",14,166,99968
200201,"none",14,500,99968
200202,"none",25,201,99969
200203,"none",25,251,99969
200204,"none",8,338,99970
200205,"none",12,11,99971
200206,"none",12,12,99971
200207,"none",11,11,99971
200208,"none",11,12,99971
200209,"Bronze",0,142,99972
200210,"Silver",12,142,99972
200211,"Silver",25,367,99973
200212,"none",43,242,99974
200213,"Bronze",12,133,99975
200214,"Bronze",11,12,99976
200215,"none",0,68,99977
200216,"Silver",46,536,99978
200217,"none",13,325,99978
200218,"none",13,326,99978
200219,"none",26,289,99979
200220,"none",30,30,99980
200221,"none",30,32,99980
200222,"none",30,33,99980
200223,"none",29,66,99981
200224,"none",29,67,99981
200225,"none",29,180,99981
200226,"none",0,74,99982
200227,"none",0,381,99982
200228,"none",33,212,99983
200229,"none",33,213,99983
200230,"none",33,214,99983
200231,"none",33,215,99983
200232,"none",33,216,99983
200233,"none",33,217,99983
200234,"none",12,367,99984
200235,"none",27,350,99985
200236,"none",27,314,99985
200237,"none",35,314,99985
200238,"none",21,218,99986
200239,"none",43,242,99987
200240,"Gold",37,53,99988
200241,"Silver",25,245,99989
200242,"none",28,267,99989
200243,"none",28,245,99989
200244,"none",0,267,99989
200245,"none",0,245,99989
200246,"none",11,44,99990
200247,"none",19,44,99990
200248,"Bronze",1,44,99990
200249,"Gold",20,44,99990
200250,"none",11,44,99991
200251,"none",19,44,99991
200252,"Bronze",1,44,99991
200253,"Gold",20,44,99991
200254,"none",38,62,99992
200255,"none",38,7,99992
200256,"none",38,558,99992
200257,"Gold",38,9,99992
200258,"Bronze",15,62,99992
200259,"none",15,7,99992
200260,"none",15,558,99992
200261,"Gold",15,9,99992
200262,"none",39,30,99993
200263,"none",39,33,99993
200264,"none",17,542,99994
200265,"Silver",8,543,99994
200266,"none",18,543,99994
200267,"none",25,231,99995
200268,"none",32,207,99996
200269,"none",4,13,99997
200270,"none",5,13,99997
200271,"none",6,13,99997
200272,"none",30,385,99998
200273,"none",14,499,99999
200274,"none",14,499,99999
200275,"none",14,499,99999
200276,"none",0,155,100000
200277,"none",33,425,100001
200278,"Gold",37,425,100001
200279,"none",26,425,100001
200280,"Bronze",27,336,100001
200281,"none",21,206,100002
200282,"none",35,208,100003
200283,"none",46,608,100004
200284,"none",46,593,100004
200285,"Bronze",2,489,100004
200286,"Silver",2,490,100004
200287,"Silver",2,491,100004
200288,"none",16,438,100005
200289,"none",1,74,100006
200290,"none",20,74,100006
200291,"none",28,44,100007
200292,"none",14,289,100008
200293,"none",29,289,100009
200294,"none",37,0,100010
200295,"none",25,381,100011
200296,"none",0,74,100011
200297,"none",0,381,100011
200298,"none",1,445,100012
200299,"none",20,445,100012
200300,"none",16,37,100013
200301,"Bronze",9,70,100013
200302,"none",32,70,100013
200303,"none",33,70,100013
200304,"none",10,38,100014
200305,"none",10,269,100014
200306,"none",10,39,100014
200307,"none",24,38,100014
200308,"none",24,269,100014
200309,"none",24,39,100014
200310,"none",4,38,100014
200311,"none",4,269,100014
200312,"none",4,39,100014
200313,"Bronze",28,0,100015
200314,"Gold",12,0,100015
200315,"none",21,391,100016
200316,"none",21,182,100017
200317,"none",28,55,100018
200318,"none",0,55,100018
200319,"none",0,104,100018
200320,"none",27,163,100019
200321,"none",27,11,100020
200322,"Gold",27,12,100020
200323,"Gold",35,11,100020
200324,"Silver",35,174,100020
200325,"Silver",35,12,100020
200326,"none",29,117,100021
200327,"none",16,117,100021
200328,"none",6,13,100022
200329,"none",13,21,100023
200330,"none",13,40,100023
200331,"Bronze",10,50,100024
200332,"none",4,50,100024
200333,"Bronze",28,185,100025
200334,"none",28,149,100025
200335,"none",28,186,100025
200336,"Bronze",0,185,100025
200337,"none",0,149,100025
200338,"none",0,186,100025
200339,"none",1,134,100026
200340,"Bronze",0,97,100027
200341,"Silver",12,97,100027
200342,"none",40,83,100028
200343,"none",26,251,100029
200344,"none",26,289,100029
200345,"Silver",27,289,100029
200346,"Silver",27,289,100030
200347,"none",32,89,100031
200348,"Gold",35,244,100032
200349,"Gold",36,244,100032
200350,"none",30,13,100033
200351,"Silver",1,284,100034
200352,"none",0,278,100035
200353,"Bronze",2,580,100036
200354,"none",14,580,100036
200355,"Silver",35,35,100037
200356,"Bronze",36,35,100037
200357,"none",4,13,100038
200358,"none",17,13,100038
200359,"Silver",8,13,100038
200360,"Silver",24,13,100039
200361,"none",13,423,100040
200362,"none",28,11,100041
200363,"none",28,12,100041
200364,"none",1,146,100042
200365,"none",1,63,100042
200366,"none",20,146,100042
200367,"none",20,63,100042
200368,"none",0,238,100043
200369,"none",12,238,100043
200370,"Bronze",11,238,100043
200371,"Bronze",16,119,100044
200372,"none",33,63,100045
200373,"Gold",35,168,100046
200374,"Gold",35,169,100046
200375,"Gold",35,170,100046
200376,"none",36,69,100047
200377,"none",36,343,100048
200378,"none",16,339,100049
200379,"none",9,43,100049
200380,"none",33,95,100049
200381,"none",32,11,100050
200382,"none",32,12,100050
200383,"none",33,11,100050
200384,"none",33,174,100050
200385,"Bronze",33,12,100050
200386,"none",37,11,100050
200387,"Gold",37,12,100050
200388,"none",26,11,100050
200389,"none",26,174,100050
200390,"none",12,145,100051
200391,"none",11,145,100051
200392,"none",11,469,100051
200393,"none",21,145,100051
200394,"none",19,145,100051
200395,"none",14,70,100052
200396,"Gold",34,70,100052
200397,"Gold",7,70,100052
200398,"none",32,118,100053
200399,"Silver",32,49,100053
200400,"none",14,166,100054
200401,"none",19,386,100055
200402,"Silver",19,18,100055
200403,"Silver",19,53,100055
200404,"none",1,386,100055
200405,"none",1,18,100055
200406,"Bronze",1,53,100055
200407,"none",26,168,100056
200408,"none",26,350,100056
200409,"none",26,314,100056
200410,"none",17,514,100057
200411,"none",18,514,100057
200412,"none",18,570,100057
200413,"Gold",38,570,100057
200414,"none",15,570,100057
200415,"none",35,163,100058
200416,"Bronze",35,244,100059
200417,"none",7,97,100060
200418,"Bronze",16,289,100061
200419,"none",15,305,100062
200420,"Silver",25,257,100063
200421,"none",28,212,100064
200422,"none",28,213,100064
200423,"none",28,214,100064
200424,"none",28,215,100064
200425,"none",28,216,100064
200426,"none",28,217,100064
200427,"none",14,63,100065
200428,"none",0,141,100066
200429,"none",27,66,100067
200430,"none",27,2,100068
200431,"none",25,87,100069
200432,"none",28,87,100069
200433,"none",0,87,100069
200434,"none",2,42,100070
200435,"none",2,14,100070
200436,"none",2,291,100070
200437,"none",11,162,100071
200438,"none",9,0,100072
200439,"none",49,34,100073
200440,"none",21,124,100074
200441,"Gold",9,333,100075
200442,"Bronze",24,13,100076
200443,"none",35,103,100077
200444,"Gold",35,66,100077
200445,"none",36,0,100078
200446,"Silver",15,650,100079
200447,"Bronze",46,156,100080
200448,"Bronze",46,97,100080
200449,"none",13,97,100080
200450,"none",8,50,100081
200451,"none",28,100,100082
200452,"none",12,114,100082
200453,"none",32,47,100083
200454,"none",29,213,100084
200455,"none",7,619,100085
200456,"none",3,132,100086
200457,"none",35,109,100087
200458,"none",29,114,100088
200459,"none",35,402,100089
200460,"none",13,152,100090
200461,"none",13,105,100090
200462,"none",2,152,100090
200463,"none",2,105,100090
200464,"none",46,21,100091
200465,"none",12,74,100092
200466,"none",11,430,100092
200467,"none",33,47,100093
200468,"none",34,278,100094
200469,"none",34,83,100094
200470,"none",12,162,100095
200471,"none",23,225,100096
200472,"none",38,302,100097
200473,"Bronze",29,97,100098
200474,"none",37,161,100099
200475,"none",35,61,100100
200476,"none",29,29,100101
200477,"Gold",35,2,100102
200478,"none",22,30,100103
200479,"none",23,32,100103
200480,"none",23,33,100103
200481,"none",39,30,100103
200482,"none",39,32,100103
200483,"none",39,33,100103
200484,"none",29,236,100104
200485,"Bronze",29,456,100104
200486,"none",29,438,100104
200487,"none",16,456,100104
200488,"none",16,207,100105
200489,"none",0,197,100106
200490,"Gold",12,197,100106
200491,"Silver",11,197,100106
200492,"none",21,197,100106
200493,"Bronze",36,168,100107
200494,"none",29,154,100108
200495,"none",29,164,100109
200496,"none",42,268,100110
200497,"none",10,268,100110
200498,"none",15,460,100111
200499,"none",16,342,100112
200500,"none",9,342,100112
200501,"none",8,204,100113
200502,"none",8,205,100113
200503,"none",18,204,100113
200504,"none",18,205,100113
200505,"none",18,286,100113
200506,"none",13,74,100114
200507,"none",13,75,100114
200508,"none",31,30,100115
200509,"none",31,33,100115
200510,"none",15,461,100116
200511,"none",34,112,100117
200512,"none",21,232,100118
200513,"none",21,233,100118
200514,"none",16,117,100119
200515,"none",34,126,100120
200516,"Bronze",28,146,100121
200517,"Bronze",0,146,100121
200518,"none",12,146,100121
200519,"Bronze",21,391,100122
200520,"none",19,391,100122
200521,"none",1,391,100122
200522,"none",20,391,100122
200523,"Gold",35,2,100123
200524,"none",10,268,100124
200525,"none",14,118,100125
200526,"none",7,339,100126
200527,"none",21,127,100127
200528,"none",21,128,100127
200529,"none",29,29,100128
200530,"none",14,65,100129
200531,"none",14,580,100129
200532,"none",29,42,100130
200533,"none",45,38,100131
200534,"none",45,39,100131
200535,"none",45,58,100131
200536,"none",45,59,100131
200537,"none",24,41,100132
200538,"Bronze",28,2,100133
200539,"none",6,204,100134
200540,"none",6,205,100134
200541,"none",26,100,100135
200542,"none",26,86,100136
200543,"none",10,268,100137
200544,"none",10,242,100137
200545,"Gold",19,35,100138
200546,"Gold",1,35,100138
200547,"Bronze",20,35,100138
200548,"Silver",34,37,100139
200549,"none",29,288,100140
200550,"none",23,62,100141
200551,"none",23,9,100141
200552,"none",37,126,100142
200553,"none",26,126,100142
200554,"none",27,397,100142
200555,"none",39,33,100143
200556,"none",41,32,100143
200557,"none",41,33,100143
200558,"none",36,67,100144
200559,"none",26,108,100144
200560,"none",49,300,100145
200561,"none",0,277,100146
200562,"none",12,277,100146
200563,"none",33,65,100147
200564,"none",6,120,100148
200565,"none",17,120,100148
200566,"none",8,120,100148
200567,"none",8,667,100149
200568,"none",38,667,100149
200569,"none",15,667,100149
200570,"none",15,672,100149
200571,"none",8,667,100150
200572,"none",18,667,100150
200573,"none",8,31,100151
200574,"none",8,32,100151
200575,"none",16,288,100152
200576,"none",27,116,100153
200577,"none",35,116,100153
200578,"Silver",25,116,100153
200579,"none",25,163,100154
200580,"none",33,201,100155
200581,"Gold",33,207,100156
200582,"none",35,43,100157
200583,"none",20,331,100158
200584,"none",49,385,100159
200585,"none",49,9,100159
200586,"none",16,109,100160
200587,"none",38,626,100161
200588,"none",15,626,100161
200589,"none",27,438,100162
200590,"none",0,164,100163
200591,"none",11,165,100163
200592,"none",1,174,100164
200593,"Bronze",1,12,100164
200594,"none",20,12,100164
200595,"none",6,247,100165
200596,"none",6,246,100165
200597,"none",6,120,100165
200598,"none",17,246,100165
200599,"none",17,120,100165
200600,"none",8,246,100165
200601,"none",8,120,100165
200602,"none",18,247,100165
200603,"none",18,246,100165
200604,"none",38,246,100165
200605,"none",35,113,100166
200606,"none",20,83,100167
200607,"none",25,111,100168
200608,"Gold",28,112,100168
200609,"Bronze",0,112,100168
200610,"Gold",12,97,100168
200611,"none",11,97,100168
200612,"none",29,597,100169
200613,"none",28,382,100170
200614,"none",28,138,100170
200615,"none",33,108,100171
200616,"none",16,109,100172
200617,"none",20,44,100173
200618,"none",19,133,100174
200619,"none",10,248,100175
200620,"none",10,249,100175
200621,"none",34,119,100176
200622,"none",33,203,100177
200623,"none",16,203,100178
200624,"none",28,134,100179
200625,"none",31,13,100180
200626,"none",38,120,100181
200627,"none",12,100,100182
200628,"none",31,13,100183
200629,"none",7,47,100184
200630,"none",25,244,100185
200631,"none",27,73,100186
200632,"none",15,631,100187
200633,"Bronze",15,632,100187
200634,"Silver",15,204,100187
200635,"none",26,141,100188
200636,"none",11,36,100189
200637,"none",0,46,100190
200638,"none",29,29,100191
200639,"none",27,43,100192
200640,"none",27,11,100193
200641,"none",27,174,100193
200642,"none",35,11,100193
200643,"none",35,174,100193
200644,"none",27,87,100194
200645,"Gold",35,87,100194
200646,"none",25,55,100195
200647,"none",25,104,100195
200648,"none",33,2,100196
200649,"none",33,78,100197
200650,"none",33,113,100197
200651,"none",37,113,100197
200652,"none",12,139,100198
200653,"none",21,299,100199
200654,"none",19,299,100199
200655,"none",20,102,100200
200656,"none",38,30,100201
200657,"none",38,31,100201
200658,"none",38,34,100201
200659,"none",15,30,100201
200660,"none",13,42,100202
200661,"none",13,106,100202
200662,"Gold",14,42,100202
200663,"none",11,349,100203
200664,"none",11,367,100203
200665,"none",21,367,100203
200666,"none",21,422,100203
200667,"none",19,349,100203
200668,"none",19,367,100203
200669,"none",16,164,100204
200670,"none",36,487,100205
200671,"Silver",11,0,100206
200672,"none",21,424,100207
200673,"Bronze",19,424,100207
200674,"none",1,424,100207
200675,"none",20,424,100207
200676,"none",16,42,100208
200677,"none",11,396,100209
200678,"Silver",31,13,100210
200679,"none",26,212,100211
200680,"none",26,213,100211
200681,"none",26,214,100211
200682,"none",26,215,100211
200683,"none",26,216,100211
200684,"none",26,217,100211
200685,"none",27,212,100211
200686,"none",27,213,100211
200687,"none",27,214,100211
200688,"none",27,215,100211
200689,"none",27,216,100211
200690,"none",27,217,100211
200691,"none",32,149,100212
200692,"none",33,149,100212
200693,"Bronze",33,107,100213
200694,"none",23,30,100214
200695,"none",23,32,100214
200696,"none",23,33,100214
200697,"none",27,119,100215
200698,"none",26,126,100216
200699,"none",29,117,100217
200700,"none",27,161,100218
200701,"Gold",35,161,100218
200702,"none",36,161,100218
200703,"none",12,102,100219
200704,"Gold",2,218,100220
200705,"none",2,360,100220
200706,"Silver",14,218,100220
200707,"Bronze",14,168,100220
200708,"Silver",14,60,100221
200709,"none",34,60,100221
200710,"Silver",14,60,100222
200711,"Bronze",7,104,100223
200712,"Bronze",7,57,100223
200713,"none",29,56,100223
200714,"none",29,57,100223
200715,"Silver",21,0,100224
200716,"none",11,377,100225
200717,"Gold",2,432,100226
200718,"none",11,178,100227
200719,"none",1,396,100228
200720,"none",23,13,100229
200721,"none",41,13,100229
200722,"none",12,206,100230
200723,"none",26,152,100231
200724,"Silver",26,105,100231
200725,"none",27,152,100231
200726,"Gold",27,105,100231
200727,"none",14,296,100232
200728,"none",14,297,100232
200729,"Gold",11,173,100233
200730,"Gold",21,173,100233
200731,"Bronze",23,50,100234
200732,"none",24,300,100235
200733,"none",24,418,100235
200734,"Silver",29,289,100236
200735,"Gold",14,150,100237
200736,"none",22,268,100238
200737,"none",1,127,100239
200738,"none",1,128,100239
200739,"none",33,438,100240
200740,"none",29,167,100241
200741,"none",9,97,100242
200742,"none",32,156,100242
200743,"none",27,127,100243
200744,"none",27,128,100243
200745,"none",17,418,100244
200746,"none",17,419,100244
200747,"none",13,74,100245
200748,"none",13,75,100245
200749,"none",5,50,100246
200750,"none",6,50,100246
200751,"none",41,13,100247
200752,"none",41,248,100248
200753,"none",41,249,100248
200754,"Silver",41,282,100248
200755,"none",42,248,100248
200756,"none",42,249,100248
200757,"Silver",42,466,100248
200758,"Silver",10,248,100248
200759,"Silver",10,249,100248
200760,"none",10,466,100248
200761,"Bronze",17,302,100249
200762,"none",8,302,100249
200763,"Bronze",46,21,100250
200764,"none",12,74,100251
200765,"none",12,436,100251
200766,"none",10,249,100252
200767,"none",34,607,100253
200768,"Bronze",12,54,100254
200769,"Gold",11,54,100254
200770,"none",39,13,100255
200771,"Gold",36,42,100256
200772,"none",1,11,100257
200773,"none",6,243,100258
200774,"none",17,243,100258
200775,"none",20,20,100259
200776,"none",20,21,100259
200777,"none",20,22,100259
200778,"none",20,24,100259
200779,"none",20,25,100259
200780,"none",20,26,100259
200781,"none",20,27,100259
200782,"none",16,294,100260
200783,"none",16,295,100260
200784,"none",37,150,100261
200785,"none",26,150,100261
200786,"none",11,185,100262
200787,"none",27,293,100263
200788,"none",27,348,100263
200789,"none",27,349,100263
200790,"none",27,230,100263
200791,"none",27,170,100263
200792,"none",14,97,100264
200793,"Silver",26,113,100265
200794,"none",11,196,100266
200795,"none",21,196,100266
200796,"none",16,2,100267
200797,"none",19,480,100268
200798,"none",19,434,100268
200799,"none",1,480,100268
200800,"none",11,106,100269
200801,"none",11,51,100269
200802,"none",9,2,100270
200803,"none",37,52,100271
200804,"none",19,109,100272
200805,"none",26,78,100273
200806,"none",11,92,100274
200807,"none",19,54,100275
200808,"none",1,54,100275
200809,"none",20,54,100275
200810,"none",1,100,100276
200811,"none",20,100,100276
200812,"none",11,0,100277
200813,"none",9,112,100278
200814,"none",11,437,100279
200815,"none",46,49,100280
200816,"none",29,2,100281
200817,"Bronze",14,114,100282
200818,"Silver",7,70,100283
200819,"none",21,73,100284
200820,"none",35,0,100285
200821,"none",9,112,100286
200822,"Bronze",32,112,100286
200823,"Silver",26,119,100287
200824,"none",27,119,100287
200825,"Silver",35,119,100287
200826,"Gold",21,82,100288
200827,"Bronze",0,407,100289
200828,"none",0,408,100289
200829,"none",0,170,100289
200830,"Bronze",12,407,100289
200831,"none",12,408,100289
200832,"Silver",12,170,100289
200833,"none",35,339,100290
200834,"none",47,13,100291
200835,"none",0,111,100292
200836,"none",21,0,100293
200837,"none",13,74,100294
200838,"none",13,75,100294
200839,"none",19,102,100295
200840,"Gold",1,195,100296
200841,"Gold",20,196,100296
200842,"none",11,163,100297
200843,"none",12,0,100298
200844,"none",20,73,100299
200845,"none",28,251,100300
200846,"none",28,381,100300
200847,"none",9,55,100301
200848,"none",33,0,100302
200849,"none",36,339,100303
200850,"Gold",47,50,100304
200851,"none",3,49,100305
200852,"Gold",3,644,100305
200853,"Gold",3,645,100305
200854,"none",19,118,100306
200855,"none",1,118,100306
200856,"none",20,118,100306
200857,"none",26,212,100307
200858,"Silver",26,213,100307
200859,"none",26,214,100307
200860,"none",26,215,100307
200861,"none",26,216,100307
200862,"none",26,217,100307
200863,"none",12,44,100308
200864,"Silver",11,44,100308
200865,"none",33,74,100309
200866,"none",33,201,100309
200867,"none",33,251,100309
200868,"none",27,136,100310
200869,"none",19,357,100311
200870,"none",20,357,100311
200871,"none",1,476,100312
200872,"none",13,2,100313
200873,"none",38,435,100314
200874,"none",25,83,100315
200875,"none",28,83,100315
200876,"none",39,30,100316
200877,"none",32,89,100317
200878,"none",1,278,100318
200879,"none",28,35,100319
200880,"none",28,94,100320
200881,"none",36,2,100321
200882,"none",1,54,100322
200883,"none",19,498,100323
200884,"none",1,498,100323
200885,"none",0,208,100324
200886,"none",1,392,100325
200887,"Bronze",20,392,100325
200888,"none",21,284,100326
200889,"none",21,167,100327
200890,"Bronze",19,200,100328
200891,"Gold",1,200,100328
200892,"Gold",20,200,100328
200893,"Silver",16,211,100329
200894,"none",34,100,100330
200895,"none",9,118,100331
200896,"none",26,182,100332
200897,"none",40,395,100333
200898,"none",2,77,100334
200899,"none",15,308,100335
200900,"none",20,73,100336
200901,"none",46,91,100337
200902,"none",5,6,100338
200903,"none",5,7,100338
200904,"none",5,8,100338
200905,"none",5,9,100338
200906,"none",28,20,100339
200907,"none",28,21,100339
200908,"none",28,22,100339
200909,"none",28,23,100339
200910,"none",28,24,100339
200911,"none",28,25,100339
200912,"none",28,26,100339
200913,"none",28,27,100339
200914,"none",3,527,100340
200915,"none",32,61,100341
200916,"none",32,402,100341
200917,"none",33,61,100341
200918,"none",33,402,100341
200919,"none",15,464,100342
200920,"none",8,493,100343
200921,"none",46,115,100344
200922,"none",46,67,100344
200923,"Gold",14,60,100345
200924,"Gold",2,60,100346
200925,"Gold",14,60,100346
200926,"none",27,97,100347
200927,"none",35,113,100347
200928,"none",15,50,100348
200929,"none",11,163,100349
200930,"none",21,163,100349
200931,"none",28,93,100350
200932,"none",36,407,100351
200933,"none",36,408,100351
200934,"none",35,110,100352
200935,"Bronze",25,167,100353
200936,"none",28,167,100353
200937,"none",34,115,100354
200938,"none",34,142,100354
200939,"none",16,108,100355
200940,"none",14,333,100356
200941,"none",14,333,100357
200942,"Bronze",42,460,100358
200943,"Gold",42,461,100358
200944,"none",10,460,100358
200945,"Gold",10,461,100358
200946,"none",27,180,100359
200947,"none",11,44,100360
200948,"Gold",21,44,100360
200949,"none",19,44,100360
200950,"none",1,44,100360
200951,"none",27,197,100361
200952,"none",23,38,100362
200953,"none",34,162,100363
200954,"none",7,115,100364
200955,"none",29,147,100364
200956,"none",19,145,100365
200957,"Bronze",1,145,100365
200958,"none",1,219,100365
200959,"none",1,469,100365
200960,"none",20,145,100365
200961,"Silver",20,469,100365
200962,"none",26,117,100366
200963,"none",30,13,100367
200964,"none",33,114,100368
200965,"none",33,142,100368
200966,"none",29,64,100369
200967,"none",29,154,100369
200968,"none",16,64,100369
200969,"Bronze",17,13,100370
200970,"none",9,166,100371
200971,"none",32,166,100371
200972,"none",37,63,100372
200973,"none",0,105,100373
200974,"none",27,78,100374
200975,"none",25,11,100375
200976,"none",25,174,100375
200977,"none",35,74,100376
200978,"none",9,145,100377
200979,"none",25,166,100378
200980,"none",35,81,100379
200981,"none",32,52,100380
200982,"none",33,52,100380
200983,"none",16,20,100381
200984,"none",16,21,100381
200985,"none",16,22,100381
200986,"none",16,23,100381
200987,"none",16,24,100381
200988,"none",16,25,100381
200989,"none",16,26,100381
200990,"none",16,27,100381
200991,"none",36,2,100382
200992,"none",11,112,100383
200993,"none",25,74,100384
200994,"none",0,495,100385
200995,"none",11,143,100386
200996,"none",21,141,100386
200997,"none",19,141,100386
200998,"none",36,119,100387
200999,"none",0,191,100388
201000,"none",0,92,100388
201001,"none",1,289,100389
201002,"none",10,224,100390
201003,"none",10,225,100390
201004,"none",10,226,100390
201005,"none",24,224,100390
201006,"none",24,225,100390
201007,"none",5,224,100390
201008,"none",5,225,100390
201009,"none",11,191,100391
201010,"none",11,92,100391
201011,"none",11,311,100392
201012,"none",19,16,100393
201013,"none",28,0,100394
201014,"none",12,102,100395
201015,"none",25,74,100396
201016,"none",26,49,100397
201017,"none",14,64,100398
201018,"none",1,130,100399
201019,"none",20,462,100399
201020,"none",28,74,100400
201021,"none",20,438,100401
201022,"none",20,86,100401
201023,"none",21,245,100402
201024,"none",33,343,100403
201025,"none",33,343,100404
201026,"none",19,66,100405
201027,"none",1,66,100405
201028,"none",26,251,100406
201029,"Bronze",14,142,100407
201030,"none",21,97,100408
201031,"none",20,179,100409
201032,"none",20,63,100409
201033,"none",21,124,100410
201034,"Bronze",19,124,100410
201035,"none",21,124,100411
201036,"Bronze",19,124,100411
201037,"Bronze",1,124,100411
201038,"none",16,119,100412
