"id","id_country","nb_athlete","id_jo"
1653,13,23,10
1654,130,7,10
1655,35,19,10
1656,146,3,10
1657,28,8,10
1658,157,8,10
1659,145,4,10
1660,64,12,10
1661,242,1,10
1662,119,1,10
1663,203,34,10
1664,155,22,10
1665,129,8,10
1666,179,2,10
1667,10,2,10
1668,112,3,10
1669,0,7,10
1670,240,4,10
1671,11,7,10
1672,220,3,10
1673,110,6,10
1674,5,3,10
1675,56,6,10
1676,45,3,10
1677,62,8,10
1678,114,6,10
1679,225,2,10
1680,206,2,10
1681,239,1,10
1682,106,1,10
1683,175,2,10
1684,131,1,10
1685,108,1,10
1686,24,1,10
1687,122,1,10
1688,59,1,10
1689,21,1,10
1690,79,70,7
1691,164,93,7
1692,155,231,7
1693,69,89,7
1694,10,143,7
1695,57,229,7
1696,40,34,7
1697,143,78,7
1698,113,361,7
1699,166,27,7
1700,15,31,7
1701,41,294,7
1702,238,586,7
1703,13,617,7
1704,121,29,7
1705,134,40,7
1706,34,2,7
1707,212,3,7
1708,17,4,7
1709,240,70,7
1710,115,266,7
1711,209,321,7
1712,75,26,7
1713,210,18,7
1714,217,8,7
1715,149,55,7
1716,215,150,7
1717,181,435,7
1718,117,8,7
1719,46,271,7
1720,87,422,7
1721,234,310,7
1722,231,13,7
1723,203,74,7
1724,227,57,7
1725,206,127,7
1726,88,22,7
1727,3,47,7
1728,213,4,7
1729,205,2,7
1730,128,3,7
1731,80,336,7
1732,167,5,7
1733,130,61,7
1734,31,198,7
1735,232,230,7
1736,108,33,7
1737,160,83,7
1738,90,140,7
1739,56,88,7
1740,66,4,7
1741,64,97,7
1742,6,30,7
1743,109,4,7
1744,135,4,7
1745,157,147,7
1746,171,21,7
1747,104,178,7
1748,61,14,7
1749,59,22,7
1750,118,130,7
1751,122,48,7
1752,18,5,7
1753,195,18,7
1754,177,17,7
1755,125,6,7
1756,165,6,7
1757,211,2,7
1758,246,2,7
1759,233,4,7
1760,180,145,7
1761,20,139,7
1762,225,19,7
1763,105,18,7
1764,159,4,7
1765,65,2,7
1766,202,108,7
1767,99,4,7
1768,114,48,7
1769,19,18,7
1770,242,50,7
1771,45,50,7
1772,14,92,7
1773,107,47,7
1774,16,25,7
1775,192,4,7
1776,150,4,7
1777,175,61,7
1778,60,119,7
1779,106,65,7
1780,35,91,7
1781,216,102,7
1782,21,68,7
1783,137,7,7
1784,131,7,7
1785,98,3,7
1786,226,47,7
1787,86,36,7
1788,72,3,7
1789,228,8,7
1790,132,11,7
1791,141,20,7
1792,73,33,7
1793,112,39,7
1794,11,25,7
1795,119,56,7
1796,146,20,7
1797,178,281,7
1798,97,6,7
1799,53,5,7
1800,174,187,7
1801,190,4,7
1802,222,3,7
1803,68,10,7
1804,198,9,7
1805,239,15,7
1806,71,4,7
1807,9,3,7
1808,29,7,7
1809,186,2,7
1810,168,6,7
1811,52,2,7
1812,235,4,7
1813,51,44,7
1814,237,9,7
1815,199,3,7
1816,124,45,7
1817,5,5,7
1818,145,4,7
1819,74,6,7
1820,12,5,7
1821,179,34,7
1822,248,16,7
1823,55,7,7
1824,95,15,7
1825,154,5,7
1826,169,5,7
1827,220,10,7
1828,84,5,7
1829,110,64,7
1830,172,20,7
1831,24,6,7
1832,176,29,7
1833,247,8,7
1834,67,13,7
1835,26,5,7
1836,136,5,7
1837,170,5,7
1838,103,20,7
1839,62,31,7
1840,47,31,7
1841,0,55,7
1842,151,7,7
1843,133,2,7
1844,94,7,7
1845,25,2,7
1846,219,52,7
1847,196,26,7
1848,100,5,7
1849,33,1,7
1850,43,3,7
1851,127,8,7
1852,158,6,7
1853,23,4,7
1854,27,7,7
1855,140,2,7
1856,70,8,7
1857,38,2,7
1858,218,4,7
1859,28,9,7
1860,85,2,7
1861,129,2,7
1862,152,11,7
1863,182,5,7
1864,193,2,7
1865,37,6,7
1866,39,4,7
1867,187,5,7
1868,204,2,7
1869,92,3,7
1870,191,5,7
1871,22,2,7
1872,63,2,7
1873,241,3,7
1874,126,6,7
1875,123,3,7
1876,224,3,7
1877,2,4,7
1878,243,7,7
1879,42,3,7
1880,144,5,7
1881,4,4,7
1882,44,2,7
1883,78,7,7
1884,36,4,7
1885,153,2,7
1886,54,2,7
1887,79,98,5
1888,164,77,5
1889,73,17,5
1890,237,8,5
1891,232,68,5
1892,174,27,5
1893,87,157,5
1894,181,151,5
1895,216,110,5
1896,234,49,5
1897,118,50,5
1898,225,3,5
1899,215,102,5
1900,80,114,5
1901,86,4,5
1902,227,3,5
1903,238,202,5
1904,41,150,5
1905,14,90,5
1906,11,9,5
1907,178,46,5
1908,46,66,5
1909,20,64,5
1910,180,21,5
1911,113,109,5
1912,5,3,5
1913,31,10,5
1914,10,11,5
1915,124,47,5
1916,115,103,5
1917,202,49,5
1918,60,76,5
1919,90,10,5
1920,104,25,5
1921,130,8,5
1922,45,6,5
1923,35,23,5
1924,146,4,5
1925,13,25,5
1926,28,2,5
1927,155,27,5
1928,112,5,5
1929,64,11,5
1930,105,6,5
1931,242,4,5
1932,119,1,5
1933,203,40,5
1934,114,2,5
1935,129,8,5
1936,179,5,5
1937,145,5,5
1938,143,3,5
1939,0,6,5
1940,122,2,5
1941,157,10,5
1942,21,6,5
1943,220,2,5
1944,110,6,5
1945,56,13,5
1946,218,1,5
1947,209,7,5
1948,15,4,5
1949,125,2,5
1950,192,1,5
1951,206,1,5
1952,108,2,5
1953,106,1,5
1954,154,1,5
1955,59,1,5
1956,55,1,5
1957,240,6,5
1958,40,1,5
1959,219,1,5
1960,47,2,5
1961,24,1,5
1962,78,1,5
1963,164,52,14
1964,73,42,14
1965,20,151,14
1966,90,426,14
1967,238,533,14
1968,181,446,14
1969,80,308,14
1970,158,5,14
1971,109,24,14
1972,177,15,14
1973,166,26,14
1974,69,97,14
1975,13,470,14
1976,107,38,14
1977,15,36,14
1978,240,69,14
1979,218,9,14
1980,122,29,14
1981,115,306,14
1982,209,316,14
1983,227,64,14
1984,136,21,14
1985,215,115,14
1986,31,243,14
1987,117,8,14
1988,212,4,14
1989,211,3,14
1990,128,8,14
1991,205,2,14
1992,143,109,14
1993,106,73,14
1994,234,264,14
1995,87,441,14
1996,157,148,14
1997,130,59,14
1998,155,210,14
1999,232,239,14
2000,75,26,14
2001,113,364,14
2002,3,61,14
2003,11,18,14
2004,137,7,14
2005,57,151,14
2006,22,2,14
2007,176,43,14
2008,149,55,14
2009,79,53,14
2010,46,383,14
2011,10,152,14
2012,24,10,14
2013,118,114,14
2014,231,11,14
2015,104,209,14
2016,191,3,14
2017,59,20,14
2018,108,37,14
2019,18,4,14
2020,160,70,14
2021,217,6,14
2022,246,3,14
2023,195,16,14
2024,125,5,14
2025,121,11,14
2026,233,4,14
2027,17,10,14
2028,165,2,14
2029,23,4,14
2030,159,4,14
2031,35,95,14
2032,225,19,14
2033,41,262,14
2034,105,26,14
2035,43,4,14
2036,135,4,14
2037,216,98,14
2038,14,74,14
2039,114,47,14
2040,19,10,14
2041,61,5,14
2042,6,30,14
2043,175,81,14
2044,242,48,14
2045,221,2,14
2046,152,8,14
2047,16,22,14
2048,192,5,14
2049,178,264,14
2050,34,1,14
2051,56,81,14
2052,64,92,14
2053,51,53,14
2054,132,8,14
2055,60,142,14
2056,146,20,14
2057,88,26,14
2058,180,108,14
2059,123,5,14
2060,110,46,14
2061,95,18,14
2062,67,33,14
2063,45,22,14
2064,55,20,14
2065,112,36,14
2066,86,32,14
2067,248,12,14
2068,92,5,14
2069,40,17,14
2070,198,9,14
2071,226,54,14
2072,1,5,14
2073,202,64,14
2074,203,79,14
2075,63,4,14
2076,196,15,14
2077,134,26,14
2078,154,6,14
2079,9,5,14
2080,53,5,14
2081,174,194,14
2082,199,2,14
2083,103,5,14
2084,119,46,14
2085,170,22,14
2086,206,106,14
2087,29,11,14
2088,228,9,14
2089,235,8,14
2090,21,50,14
2091,5,6,14
2092,100,8,14
2093,84,5,14
2094,12,4,14
2095,179,33,14
2096,171,12,14
2097,169,4,14
2098,144,5,14
2099,219,42,14
2100,222,3,14
2101,172,16,14
2102,141,9,14
2103,78,8,14
2104,99,4,14
2105,68,16,14
2106,98,3,14
2107,71,2,14
2108,124,32,14
2109,47,32,14
2110,0,88,14
2111,247,6,14
2112,133,4,14
2113,25,2,14
2114,62,36,14
2115,94,4,14
2116,2,7,14
2117,239,15,14
2118,186,2,14
2119,210,7,14
2120,168,4,14
2121,150,4,14
2122,33,1,14
2123,193,2,14
2124,213,4,14
2125,26,7,14
2126,131,10,14
2127,190,3,14
2128,153,3,14
2129,145,3,14
2130,97,3,14
2131,70,7,14
2132,182,5,14
2133,52,3,14
2134,74,3,14
2135,243,11,14
2136,237,6,14
2137,28,9,14
2138,167,4,14
2139,42,5,14
2140,38,3,14
2141,37,7,14
2142,129,1,14
2143,187,2,14
2144,27,3,14
2145,72,4,14
2146,54,3,14
2147,224,5,14
2148,39,4,14
2149,220,10,14
2150,66,2,14
2151,140,2,14
2152,241,2,14
2153,204,2,14
2154,4,3,14
2155,126,3,14
2156,120,3,14
2157,44,1,14
2158,151,2,14
2159,85,2,14
2160,36,5,14
2161,127,2,14
2162,164,67,11
2163,232,52,11
2164,86,3,11
2165,181,174,11
2166,56,23,11
2167,87,155,11
2168,41,191,11
2169,216,125,11
2170,240,4,11
2171,238,204,11
2172,10,9,11
2173,79,90,11
2174,106,4,11
2175,234,39,11
2176,118,55,11
2177,215,106,11
2178,13,40,11
2179,113,179,11
2180,80,82,11
2181,178,40,11
2182,46,73,11
2183,20,28,11
2184,115,110,11
2185,124,57,11
2186,45,9,11
2187,125,3,11
2188,180,25,11
2189,5,3,11
2190,31,9,11
2191,209,16,11
2192,227,6,11
2193,11,5,11
2194,202,58,11
2195,60,83,11
2196,203,36,11
2197,35,21,11
2198,157,15,11
2199,3,2,11
2200,14,73,11
2201,105,5,11
2202,174,45,11
2203,119,1,11
2204,122,1,11
2205,73,26,11
2206,155,33,11
2207,206,3,11
2208,145,4,11
2209,179,6,11
2210,129,5,11
2211,192,1,11
2212,112,5,11
2213,110,4,11
2214,28,6,11
2215,220,3,11
2216,104,19,11
2217,21,4,11
2218,90,5,11
2219,130,7,11
2220,218,1,11
2221,64,4,11
2222,146,2,11
2223,15,2,11
2224,62,6,11
2225,47,1,11
2226,242,1,11
2227,59,1,11
2228,55,1,11
2229,0,1,11
2230,131,1,11
2231,108,2,11
2232,219,1,11
2233,132,1,11
2234,196,1,11
2235,154,1,11
2236,175,1,11
2237,24,1,11
2238,75,1,11
2239,2,1,11
2240,164,84,12
2241,73,47,12
2242,209,283,12
2243,181,454,12
2244,20,177,12
2245,80,309,12
2246,113,333,12
2247,166,21,12
2248,15,44,12
2249,13,432,12
2250,206,134,12
2251,41,332,12
2252,238,588,12
2253,149,47,12
2254,69,100,12
2255,72,10,12
2256,212,9,12
2257,3,56,12
2258,211,4,12
2259,109,4,12
2260,177,20,12
2261,122,20,12
2262,218,15,12
2263,115,332,12
2264,87,420,12
2265,227,67,12
2266,61,21,12
2267,118,130,12
2268,215,123,12
2269,175,77,12
2270,6,32,12
2271,108,54,12
2272,18,5,12
2273,160,74,12
2274,180,101,12
2275,242,108,12
2276,106,53,12
2277,234,304,12
2278,226,26,12
2279,10,132,12
2280,143,83,12
2281,57,158,12
2282,141,11,12
2283,174,257,12
2284,157,178,12
2285,127,3,12
2286,75,27,12
2287,154,8,12
2288,11,25,12
2289,155,237,12
2290,31,268,12
2291,232,243,12
2292,4,4,12
2293,21,94,12
2294,90,152,12
2295,14,70,12
2296,198,9,12
2297,67,24,12
2298,158,6,12
2299,170,7,12
2300,52,3,12
2301,152,10,12
2302,24,6,12
2303,191,6,12
2304,59,17,12
2305,119,46,12
2306,195,14,12
2307,121,8,12
2308,17,14,12
2309,217,7,12
2310,165,4,12
2311,246,5,12
2312,117,7,12
2313,233,8,12
2314,79,57,12
2315,114,50,12
2316,130,71,12
2317,35,70,12
2318,190,2,12
2319,159,4,12
2320,128,6,12
2321,40,32,12
2322,65,2,12
2323,28,5,12
2324,94,6,12
2325,56,99,12
2326,19,8,12
2327,45,26,12
2328,103,25,12
2329,51,67,12
2330,240,56,12
2331,16,25,12
2332,134,32,12
2333,88,9,12
2334,178,265,12
2335,62,58,12
2336,64,84,12
2337,132,6,12
2338,172,15,12
2339,60,134,12
2340,46,599,12
2341,228,10,12
2342,124,47,12
2343,110,55,12
2344,219,47,12
2345,95,12,12
2346,70,11,12
2347,225,28,12
2348,104,171,12
2349,105,27,12
2350,176,22,12
2351,216,83,12
2352,137,6,12
2353,47,34,12
2354,100,7,12
2355,112,43,12
2356,1,4,12
2357,196,15,12
2358,146,28,12
2359,136,17,12
2360,84,4,12
2361,68,25,12
2362,9,5,12
2363,53,5,12
2364,29,11,12
2365,248,13,12
2366,171,13,12
2367,237,7,12
2368,97,5,12
2369,202,57,12
2370,92,9,12
2371,231,11,12
2372,235,9,12
2373,187,4,12
2374,86,35,12
2375,2,11,12
2376,5,5,12
2377,197,87,12
2378,199,3,12
2379,131,13,12
2380,168,5,12
2381,169,7,12
2382,193,3,12
2383,43,3,12
2384,222,4,12
2385,203,61,12
2386,179,29,12
2387,55,8,12
2388,239,12,12
2389,192,4,12
2390,78,6,12
2391,99,4,12
2392,247,8,12
2393,26,7,12
2394,150,4,12
2395,140,2,12
2396,0,79,12
2397,133,4,12
2398,107,24,12
2399,123,4,12
2400,186,4,12
2401,38,2,12
2402,98,3,12
2403,144,5,12
2404,23,5,12
2405,27,3,12
2406,25,2,12
2407,153,1,12
2408,145,5,12
2409,182,4,12
2410,74,4,12
2411,243,13,12
2412,167,5,12
2413,230,3,12
2414,22,4,12
2415,42,4,12
2416,129,2,12
2417,125,6,12
2418,204,3,12
2419,33,2,12
2420,54,4,12
2421,39,4,12
2422,66,2,12
2423,135,4,12
2424,205,2,12
2425,85,3,12
2426,210,8,12
2427,241,3,12
2428,120,2,12
2429,63,5,12
2430,126,5,12
2431,151,6,12
2432,224,3,12
2433,71,3,12
2434,44,2,12
2435,220,7,12
2436,213,4,12
2437,36,6,12
2438,37,3,12
2439,12,2,12
2440,221,1,12
2441,166,1,26
2442,238,212,26
2443,232,45,26
2444,86,6,26
2445,20,47,26
2446,181,175,26
2447,125,3,26
2448,41,201,26
2449,87,149,26
2450,79,91,26
2451,234,52,26
2452,64,17,26
2453,35,19,26
2454,215,101,26
2455,13,40,26
2456,216,134,26
2457,80,104,26
2458,178,45,26
2459,164,95,26
2460,115,91,26
2461,180,28,26
2462,113,109,26
2463,124,53,26
2464,15,2,26
2465,118,37,26
2466,227,5,26
2467,149,1,26
2468,202,68,26
2469,60,90,26
2470,179,7,26
2471,45,3,26
2472,110,6,26
2473,203,47,26
2474,14,75,26
2475,104,15,26
2476,174,46,26
2477,105,4,26
2478,155,32,26
2479,157,16,26
2480,56,19,26
2481,129,4,26
2482,46,86,26
2483,171,3,26
2484,192,1,26
2485,209,18,26
2486,31,5,26
2487,145,3,26
2488,220,3,26
2489,90,7,26
2490,51,1,26
2491,218,1,26
2492,73,30,26
2493,146,2,26
2494,197,10,26
2495,10,7,26
2496,240,3,26
2497,5,6,26
2498,21,8,26
2499,47,1,26
2500,108,4,26
2501,28,5,26
2502,114,1,26
2503,106,3,26
2504,11,4,26
2505,3,1,26
2506,62,2,26
2507,206,2,26
2508,0,1,26
2509,24,1,26
2510,88,1,26
2511,130,6,26
2512,59,2,26
2513,112,3,26
2514,122,2,26
2515,196,1,26
2516,154,1,26
2517,175,1,26
2518,75,1,26
2519,2,1,26
2520,42,1,26
2521,143,1,26
2522,46,375,1
2523,80,324,1
2524,149,63,1
2525,181,429,1
2526,10,137,1
2527,113,281,1
2528,3,38,1
2529,166,21,1
2530,108,52,1
2531,69,109,1
2532,13,405,1
2533,238,530,1
2534,40,32,1
2535,109,8,1
2536,240,53,1
2537,15,52,1
2538,233,26,1
2539,122,14,1
2540,218,16,1
2541,41,273,1
2542,57,109,1
2543,209,278,1
2544,115,291,1
2545,160,49,1
2546,175,76,1
2547,216,98,1
2548,51,101,1
2549,75,33,1
2550,117,9,1
2551,211,5,1
2552,118,113,1
2553,234,530,1
2554,231,15,1
2555,226,83,1
2556,155,173,1
2557,143,99,1
2558,242,68,1
2559,174,210,1
2560,159,6,1
2561,186,4,1
2562,157,178,1
2563,87,383,1
2564,127,3,1
2565,72,12,1
2566,31,248,1
2567,215,133,1
2568,21,111,1
2569,134,29,1
2570,90,102,1
2571,180,105,1
2572,182,7,1
2573,222,6,1
2574,170,8,1
2575,239,27,1
2576,52,3,1
2577,107,22,1
2578,135,5,1
2579,23,5,1
2580,61,9,1
2581,152,9,1
2582,73,32,1
2583,225,25,1
2584,130,62,1
2585,232,230,1
2586,190,3,1
2587,227,112,1
2588,59,13,1
2589,195,18,1
2590,121,10,1
2591,177,12,1
2592,17,12,1
2593,246,4,1
2594,165,3,1
2595,212,6,1
2596,79,56,1
2597,78,9,1
2598,241,5,1
2599,114,45,1
2600,95,19,1
2601,176,25,1
2602,35,63,1
2603,11,24,1
2604,124,45,1
2605,197,116,1
2606,20,160,1
2607,33,2,1
2608,70,10,1
2609,132,7,1
2610,65,4,1
2611,56,107,1
2612,172,11,1
2613,198,6,1
2614,19,6,1
2615,68,36,1
2616,6,33,1
2617,164,61,1
2618,55,11,1
2619,14,70,1
2620,16,21,1
2621,29,4,1
2622,88,7,1
2623,62,52,1
2624,64,114,1
2625,119,47,1
2626,110,64,1
2627,146,29,1
2628,203,65,1
2629,167,5,1
2630,104,152,1
2631,106,81,1
2632,60,133,1
2633,206,124,1
2634,45,35,1
2635,219,37,1
2636,67,33,1
2637,171,16,1
2638,105,27,1
2639,112,37,1
2640,141,11,1
2641,179,20,1
2642,94,8,1
2643,47,41,1
2644,84,21,1
2645,151,6,1
2646,1,6,1
2647,196,31,1
2648,125,10,1
2649,178,250,1
2650,9,4,1
2651,53,7,1
2652,26,5,1
2653,145,6,1
2654,217,10,1
2655,97,4,1
2656,202,47,1
2657,99,6,1
2658,228,10,1
2659,187,4,1
2660,2,9,1
2661,103,25,1
2662,191,8,1
2663,5,6,1
2664,92,8,1
2665,37,6,1
2666,220,4,1
2667,86,34,1
2668,137,5,1
2669,43,6,1
2670,158,6,1
2671,54,8,1
2672,24,8,1
2673,18,5,1
2674,131,9,1
2675,150,6,1
2676,136,6,1
2677,168,8,1
2678,39,6,1
2679,0,44,1
2680,25,2,1
2681,247,7,1
2682,243,18,1
2683,85,2,1
2684,210,7,1
2685,248,7,1
2686,193,2,1
2687,98,4,1
2688,144,6,1
2689,120,3,1
2690,100,5,1
2691,153,2,1
2692,154,5,1
2693,128,4,1
2694,140,2,1
2695,71,2,1
2696,4,4,1
2697,205,2,1
2698,28,6,1
2699,224,3,1
2700,42,4,1
2701,66,2,1
2702,235,6,1
2703,192,4,1
2704,237,7,1
2705,74,3,1
2706,129,3,1
2707,12,4,1
2708,123,3,1
2709,169,8,1
2710,63,4,1
2711,36,5,1
2712,204,4,1
2713,230,3,1
2714,126,4,1
2715,34,3,1
2716,38,3,1
2717,22,3,1
2718,221,2,1
2719,44,2,1
2720,213,5,1
2721,199,2,1
2722,133,3,1
2723,79,99,9
2724,108,5,9
2725,238,222,9
2726,124,56,9
2727,86,4,9
2728,232,42,9
2729,20,26,9
2730,180,22,9
2731,115,109,9
2732,234,53,9
2733,80,107,9
2734,216,152,9
2735,21,7,9
2736,222,2,9
2737,227,6,9
2738,41,217,9
2739,113,110,9
2740,118,50,9
2741,145,5,9
2742,215,99,9
2743,13,60,9
2744,181,213,9
2745,87,151,9
2746,14,126,9
2747,35,18,9
2748,90,7,9
2749,174,58,9
2750,130,9,9
2751,105,5,9
2752,164,110,9
2753,46,62,9
2754,202,62,9
2755,60,87,9
2756,224,1,9
2757,10,7,9
2758,45,6,9
2759,157,14,9
2760,203,58,9
2761,110,5,9
2762,104,16,9
2763,155,39,9
2764,31,13,9
2765,0,3,9
2766,146,2,9
2767,15,3,9
2768,56,11,9
2769,197,8,9
2770,112,4,9
2771,179,4,9
2772,237,1,9
2773,171,3,9
2774,209,20,9
2775,125,2,9
2776,178,71,9
2777,33,1,9
2778,220,3,9
2779,66,1,9
2780,175,2,9
2781,114,2,9
2782,64,10,9
2783,73,25,9
2784,11,4,9
2785,240,3,9
2786,221,1,9
2787,5,6,9
2788,129,3,9
2789,106,2,9
2790,166,1,9
2791,28,5,9
2792,149,2,9
2793,47,1,9
2794,170,1,9
2795,172,1,9
2796,2,1,9
2797,192,2,9
2798,24,1,9
2799,59,1,9
2800,242,1,9
2801,137,1,9
2802,131,1,9
2803,218,1,9
2804,154,1,9
2805,248,1,9
2806,219,2,9
2807,122,1,9
2808,42,1,9
2809,143,1,9
2810,180,95,13
2811,209,307,13
2812,113,309,13
2813,15,56,13
2814,80,392,13
2815,3,64,13
2816,17,33,13
2817,155,237,13
2818,109,20,13
2819,110,76,13
2820,238,555,13
2821,69,121,13
2822,108,63,13
2823,21,104,13
2824,40,22,13
2825,118,101,13
2826,34,3,13
2827,240,70,13
2828,218,7,13
2829,181,284,13
2830,41,310,13
2831,87,418,13
2832,143,123,13
2833,75,37,13
2834,210,9,13
2835,11,31,13
2836,119,79,13
2837,160,71,13
2838,31,462,13
2839,13,420,13
2840,45,42,13
2841,216,102,13
2842,20,120,13
2843,99,6,13
2844,86,40,13
2845,175,90,13
2846,51,143,13
2847,65,7,13
2848,117,8,13
2849,211,6,13
2850,195,10,13
2851,106,112,13
2852,88,13,13
2853,103,23,13
2854,70,8,13
2855,242,85,13
2856,10,215,13
2857,228,9,13
2858,115,335,13
2859,186,6,13
2860,234,360,13
2861,157,195,13
2862,227,100,13
2863,72,12,13
2864,231,21,13
2865,146,43,13
2866,130,67,13
2867,152,10,13
2868,122,19,13
2869,176,40,13
2870,134,32,13
2871,191,8,13
2872,6,26,13
2873,206,135,13
2874,90,92,13
2875,164,62,13
2876,57,117,13
2877,170,11,13
2878,107,28,13
2879,18,7,13
2880,61,12,13
2881,225,28,13
2882,46,392,13
2883,149,48,13
2884,215,150,13
2885,232,204,13
2886,226,61,13
2887,165,4,13
2888,177,37,13
2889,233,12,13
2890,179,23,13
2891,141,11,13
2892,35,51,13
2893,197,103,13
2894,190,4,13
2895,14,71,13
2896,159,6,13
2897,55,11,13
2898,212,6,13
2899,132,6,13
2900,166,7,13
2901,44,2,13
2902,28,11,13
2903,172,13,13
2904,42,5,13
2905,217,7,13
2906,114,56,13
2907,73,46,13
2908,198,10,13
2909,68,37,13
2910,168,10,13
2911,84,6,13
2912,16,29,13
2913,112,47,13
2914,219,54,13
2915,29,12,13
2916,178,207,13
2917,64,119,13
2918,38,5,13
2919,174,234,13
2920,67,26,13
2921,104,154,13
2922,60,104,13
2923,23,6,13
2924,239,17,13
2925,124,32,13
2926,5,4,13
2927,59,15,13
2928,52,4,13
2929,128,7,13
2930,47,37,13
2931,187,5,13
2932,150,6,13
2933,144,5,13
2934,222,5,13
2935,140,2,13
2936,246,3,13
2937,56,85,13
2938,9,8,13
2939,1,3,13
2940,220,6,13
2941,202,51,13
2942,97,5,13
2943,78,53,13
2944,125,9,13
2945,95,21,13
2946,169,8,13
2947,248,30,13
2948,85,4,13
2949,203,63,13
2950,19,11,13
2951,54,9,13
2952,137,7,13
2953,154,7,13
2954,193,3,13
2955,53,10,13
2956,43,6,13
2957,196,22,13
2958,171,29,13
2959,153,2,13
2960,98,5,13
2961,123,5,13
2962,182,7,13
2963,221,3,13
2964,2,6,13
2965,131,10,13
2966,100,10,13
2967,26,12,13
2968,79,54,13
2969,0,55,13
2970,92,6,13
2971,247,7,13
2972,133,5,13
2973,62,31,13
2974,39,6,13
2975,237,7,13
2976,136,6,13
2977,145,3,13
2978,167,5,13
2979,243,22,13
2980,24,8,13
2981,66,2,13
2982,71,1,13
2983,224,7,13
2984,204,3,13
2985,37,9,13
2986,105,8,13
2987,33,4,13
2988,129,3,13
2989,235,7,13
2990,151,7,13
2991,94,5,13
2992,135,4,13
2993,199,4,13
2994,22,3,13
2995,4,4,13
2996,63,4,13
2997,25,2,13
2998,120,3,13
2999,36,5,13
3000,213,6,13
3001,127,2,13
3002,158,5,13
3003,126,8,13
3004,241,4,13
3005,12,7,13
3006,74,2,13
3007,205,2,13
3008,192,4,13
3009,230,1,13
