"id","noc","year","value"
6742,"INX",1992,
6743,"INX",1993,
6744,"INX",1994,
6745,"INX",1995,
6746,"INX",1996,
6747,"INX",1997,
6748,"INX",1998,
6749,"INX",1999,
6750,"INX",2000,
6751,"INX",2001,
6752,"INX",2002,
6753,"INX",2003,
6754,"INX",2004,
6755,"INX",2005,
6756,"INX",2006,
6757,"INX",2007,
6758,"INX",2008,
6759,"INX",2009,
6760,"INX",2010,
6761,"INX",2011,
6762,"INX",2012,
6763,"INX",2013,
6764,"INX",2014,
6765,"INX",2015,
6766,"INX",2016,
6767,"INX",2017,
6768,"INX",2018,
6769,"INX",2019,
6770,"INX",2020,
6771,"IRL",1960,"1939329775.43739"
6772,"IRL",1961,"2088012282.35667"
6773,"IRL",1962,"2260349684.08625"
6774,"IRL",1963,"2430843768.44553"
6775,"IRL",1964,"2766608945.87402"
6776,"IRL",1965,"2945704142.99765"
6777,"IRL",1966,"3104034393.23162"
6778,"IRL",1967,"3343636773.36759"
6779,"IRL",1968,"3278584478.33023"
6780,"IRL",1969,"3787077343.72783"
6781,"IRL",1970,"4396684936.68494"
6782,"IRL",1971,"5099049444.23151"
6783,"IRL",1972,"6319051927.61605"
6784,"IRL",1973,"7482346131.58403"
6785,"IRL",1974,"7898097956.1775"
6786,"IRL",1975,"9485294425.08711"
6787,"IRL",1976,"9455237758.27908"
6788,"IRL",1977,"11250103036.1313"
6789,"IRL",1978,"14650291452.7333"
6790,"IRL",1979,"18322206640.8769"
6791,"IRL",1980,"21751265576.9542"
6792,"IRL",1981,"20673430092.5339"
6793,"IRL",1982,"21478119830.0917"
6794,"IRL",1983,"20769303122.2472"
6795,"IRL",1984,"20109800239.0302"
6796,"IRL",1985,"21273347214.1251"
6797,"IRL",1986,"28719072700.2967"
6798,"IRL",1987,"33925835674.1573"
6799,"IRL",1988,"37778818236.3527"
6800,"IRL",1989,"39244542917.7364"
6801,"IRL",1990,"49313360687.7687"
6802,"IRL",1991,"49795307390.0368"
6803,"IRL",1992,"55927302693.2869"
6804,"IRL",1993,"52425693685.3122"
6805,"IRL",1994,"57106606595.9953"
6806,"IRL",1995,"69150661616.1616"
6807,"IRL",1996,"75786499495.9677"
6808,"IRL",1997,"82821063753.5817"
6809,"IRL",1998,"90121737131.3222"
6810,"IRL",1999,"98730943959.088"
6811,"IRL",2000,"99871239174.4979"
6812,"IRL",2001,"109181142729.306"
6813,"IRL",2002,"127946590438.547"
6814,"IRL",2003,"164259648984.199"
6815,"IRL",2004,"193927356592.997"
6816,"IRL",2005,"211703631389.131"
6817,"IRL",2006,"231983616861.122"
6818,"IRL",2007,"269818695592.664"
6819,"IRL",2008,"274819833015.966"
6820,"IRL",2009,"235879085857.183"
6821,"IRL",2010,"222071182064.214"
6822,"IRL",2011,"237644567329.291"
6823,"IRL",2012,"224984397510.31"
6824,"IRL",2013,"238483849535.574"
6825,"IRL",2014,"258909619169.7"
6826,"IRL",2015,"291521892625.047"
6827,"IRL",2016,"299556360839.631"
6828,"IRL",2017,"338503196943.167"
6829,"IRL",2018,"385967106117.099"
6830,"IRL",2019,"398590210120.337"
6831,"IRL",2020,"418621818482.305"
6832,"IRN",1960,"4199134389.9037"
6833,"IRN",1961,"4426949094.8403"
6834,"IRN",1962,"4693566416.48346"
6835,"IRN",1963,"4928628018.38759"
6836,"IRN",1964,"5379845647.70139"
6837,"IRN",1965,"6197319929.04038"
6838,"IRN",1966,"6789938671.75094"
6839,"IRN",1967,"7555383690.16"
6840,"IRN",1968,"8623172959.89803"
6841,"IRN",1969,"9743089607.49587"
6842,"IRN",1970,"10976245153.5894"
6843,"IRN",1971,"13731801564.0908"
6844,"IRN",1972,"17153463263.1086"
6845,"IRN",1973,"27081698249.5083"
6846,"IRN",1974,"46209092072.1383"
6847,"IRN",1975,"51776222349.8869"
6848,"IRN",1976,"68055295080.7538"
6849,"IRN",1977,"80600122701.9632"
6850,"IRN",1978,"77994316621.4814"
6851,"IRN",1979,"90391877325.9285"
6852,"IRN",1980,"94362275580.0229"
6853,"IRN",1981,"100499312749.923"
6854,"IRN",1982,"125948756439.485"
6855,"IRN",1983,"156365156618.241"
6856,"IRN",1984,"162276728619.519"
6857,"IRN",1985,"180183629599.684"
6858,"IRN",1986,"209094561833.48"
6859,"IRN",1987,"134009995923.169"
6860,"IRN",1988,"123057861333.908"
6861,"IRN",1989,"120496362916.271"
6862,"IRN",1990,"124813263926.225"
6863,"IRN",1991,
6864,"IRN",1992,
6865,"IRN",1993,"63743623232.012"
6866,"IRN",1994,"71841461172.5964"
6867,"IRN",1995,"96419225743.6737"
6868,"IRN",1996,"120403931885.441"
6869,"IRN",1997,"113919163421.155"
6870,"IRN",1998,"110276913362.508"
6871,"IRN",1999,"113848450088.351"
6872,"IRN",2000,"109591707802.216"
6873,"IRN",2001,"126878750295.944"
6874,"IRN",2002,"128626917503.72"
6875,"IRN",2003,"153544751395.43"
6876,"IRN",2004,"190043433964.841"
6877,"IRN",2005,"226452138291.542"
6878,"IRN",2006,"266298911661.144"
6879,"IRN",2007,"349881601458.56"
6880,"IRN",2008,"412336172446.849"
6881,"IRN",2009,"416397025729.361"
6882,"IRN",2010,"486807615326.147"
6883,"IRN",2011,"580764902917.439"
6884,"IRN",2012,"598868460912.847"
6885,"IRN",2013,"460293149324.326"
6886,"IRN",2014,"432687036177.818"
6887,"IRN",2015,"384951479697.42"
6888,"IRN",2016,"417983583565.54"
6889,"IRN",2017,"445345256459.105"
6890,"IRN",2018,"294356680624.658"
6891,"IRN",2019,"258245497664.394"
6892,"IRN",2020,"191718271483.759"
6893,"IRQ",1960,
6894,"IRQ",1961,
6895,"IRQ",1962,"1954634836.18034"
6896,"IRQ",1963,"1978437692.5231"
6897,"IRQ",1964,"2340521142.5371"
6898,"IRQ",1965,
6899,"IRQ",1966,
6900,"IRQ",1967,
6901,"IRQ",1968,"2896947633.71605"
6902,"IRQ",1969,"3008120974.51694"
6903,"IRQ",1970,"3281713805.65668"
6904,"IRQ",1971,"3865346534.65347"
6905,"IRQ",1972,"4113848002.40312"
6906,"IRQ",1973,"5134367778.1446"
6907,"IRQ",1974,"11516762614.2906"
6908,"IRQ",1975,"13458516762.6143"
6909,"IRQ",1976,"17754825601.0836"
6910,"IRQ",1977,"19838130714.5276"
6911,"IRQ",1978,"23762275651.8794"
6912,"IRQ",1979,"37816457839.4853"
6913,"IRQ",1980,"52569000000"
6914,"IRQ",1981,"37823000000"
6915,"IRQ",1982,"42382333333.3333"
6916,"IRQ",1983,"40712903225.8064"
6917,"IRQ",1984,"46938387096.7742"
6918,"IRQ",1985,"48425161290.3226"
6919,"IRQ",1986,"47264516129.0323"
6920,"IRQ",1987,"56774193548.3871"
6921,"IRQ",1988,"62684516129.0323"
6922,"IRQ",1989,"65831935483.871"
6923,"IRQ",1990,"180408064516.129"
6924,"IRQ",1991,"407796349.663785"
6925,"IRQ",1992,"553671957.671958"
6926,"IRQ",1993,"1031944881.13189"
6927,"IRQ",1994,"3991349282.75729"
6928,"IRQ",1995,"12894029888.1122"
6929,"IRQ",1996,"10433698621.3427"
6930,"IRQ",1997,"20764857056.3795"
6931,"IRQ",1998,"20617405044.2425"
6932,"IRQ",1999,"36881601583.8194"
6933,"IRQ",2000,"48364250943.9051"
6934,"IRQ",2001,"36176430128.8057"
6935,"IRQ",2002,"32928454672.4246"
6936,"IRQ",2003,"21921569478.8163"
6937,"IRQ",2004,"36627901762.063"
6938,"IRQ",2005,"49954890353.2609"
6939,"IRQ",2006,"65140147197.1215"
6940,"IRQ",2007,"88837055195.2619"
6941,"IRQ",2008,"131614433712.245"
6942,"IRQ",2009,"111657581662.35"
6943,"IRQ",2010,"138516722649.573"
6944,"IRQ",2011,"185749664444.444"
6945,"IRQ",2012,"218002481737.691"
6946,"IRQ",2013,"234637675128.645"
6947,"IRQ",2014,"228415656174.957"
6948,"IRQ",2015,"166774109673.732"
6949,"IRQ",2016,"166602488747.885"
6950,"IRQ",2017,"190643898226.351"
6951,"IRQ",2018,"212271807144.367"
6952,"IRQ",2019,"222434137055.838"
6953,"IRQ",2020,"167224432560.319"
6954,"ISL",1960,"248434096.968726"
6955,"ISL",1961,"253885656.329253"
6956,"ISL",1962,"284916516.159537"
6957,"ISL",1963,"340061650.119898"
6958,"ISL",1964,"434267936.914583"
6959,"ISL",1965,"523694949.370689"
6960,"ISL",1966,"628893310.399926"
6961,"ISL",1967,"621225962.154708"
6962,"ISL",1968,"474399471.622359"
6963,"ISL",1969,"414709311.35296"
6964,"ISL",1970,"526704545.454545"
6965,"ISL",1971,"670251136.363636"
6966,"ISL",1972,"839652164.06073"
6967,"ISL",1973,"1154440252.96794"
6968,"ISL",1974,"1515190595.29765"
6969,"ISL",1975,"1406875081.32726"
6970,"ISL",1976,"1669488389.96542"
6971,"ISL",1977,"2208509076.28099"
6972,"ISL",1978,"2511826196.009"
6973,"ISL",1979,"2853435053.88542"
6974,"ISL",1980,"3381419042.85476"
6975,"ISL",1981,"3492997010.04956"
6976,"ISL",1982,"3206626563.57527"
6977,"ISL",1983,"2765950295.45784"
6978,"ISL",1984,"2864441355.85306"
6979,"ISL",1985,"2984052332.4588"
6980,"ISL",1986,"3989622714.9537"
6981,"ISL",1987,"5520318352.93144"
6982,"ISL",1988,"6106635769.74938"
6983,"ISL",1989,"5672569396.47767"
6984,"ISL",1990,"6468736286.92707"
6985,"ISL",1991,"6909730237.31997"
6986,"ISL",1992,"7080981668.54633"
6987,"ISL",1993,"6218581472.47468"
6988,"ISL",1994,"6389460285.59828"
6989,"ISL",1995,"7123633356.36565"
6990,"ISL",1996,"7426081278.19549"
6991,"ISL",1997,"7569666973.65322"
6992,"ISL",1998,"8503693098.62271"
6993,"ISL",1999,"8982047589.4895"
6994,"ISL",2000,"9025660361.75842"
6995,"ISL",2001,"8234846804.60582"
6996,"ISL",2002,"9318395054.85934"
6997,"ISL",2003,"11429333037.8443"
6998,"ISL",2004,"13825302535.7699"
6999,"ISL",2005,"16852963067.0496"
7000,"ISL",2006,"17465318552.2941"
7001,"ISL",2007,"21652505596.7528"
7002,"ISL",2008,"18074622987.0185"
7003,"ISL",2009,"13154414219.207"
7004,"ISL",2010,"13751161917.7398"
7005,"ISL",2011,"15221622925.9319"
7006,"ISL",2012,"14751508133.5443"
7007,"ISL",2013,"16125060515.3117"
7008,"ISL",2014,"17867662177.8911"
7009,"ISL",2015,"17517210519.0912"
7010,"ISL",2016,"20793168030.9524"
7011,"ISL",2017,"24728285177.4603"
7012,"ISL",2018,"26224228693.3954"
7013,"ISL",2019,"24836714771.4638"
7014,"ISL",2020,"21714670569.6033"
7015,"ISR",1960,"2598500000"
7016,"ISR",1961,"3138500000"
7017,"ISR",1962,"2510000000"
7018,"ISR",1963,"2992333333.33333"
7019,"ISR",1964,"3405333333.33333"
7020,"ISR",1965,"3663333333.33333"
7021,"ISR",1966,"3980000000"
7022,"ISR",1967,"4030000000"
7023,"ISR",1968,"4619000000"
7024,"ISR",1969,"5329333333.33333"
7025,"ISR",1970,
7026,"ISR",1971,
7027,"ISR",1972,
7028,"ISR",1973,
7029,"ISR",1974,
7030,"ISR",1975,
7031,"ISR",1976,
7032,"ISR",1977,
7033,"ISR",1978,
7034,"ISR",1979,
7035,"ISR",1980,
7036,"ISR",1981,
7037,"ISR",1982,
7038,"ISR",1983,
7039,"ISR",1984,
7040,"ISR",1985,
7041,"ISR",1986,
7042,"ISR",1987,
7043,"ISR",1988,
7044,"ISR",1989,
7045,"ISR",1990,
7046,"ISR",1991,
7047,"ISR",1992,
7048,"ISR",1993,
7049,"ISR",1994,
7050,"ISR",1995,"100734903862.119"
7051,"ISR",1996,"110428661215.026"
7052,"ISR",1997,"114976879747.202"
7053,"ISR",1998,"116207999000.026"
7054,"ISR",1999,"117373576587.675"
7055,"ISR",2000,"132705321658.941"
7056,"ISR",2001,"131056971966.617"
7057,"ISR",2002,"121411638102.073"
7058,"ISR",2003,"127330118574.471"
7059,"ISR",2004,"135728171575.19"
7060,"ISR",2005,"142660526327.517"
7061,"ISR",2006,"154157752143.274"
7062,"ISR",2007,"179067829653.611"
7063,"ISR",2008,"216338894091.416"
7064,"ISR",2009,"207499297357.78"
7065,"ISR",2010,"234000056700.031"
7066,"ISR",2011,"261013927690.223"
7067,"ISR",2012,"257173086463.689"
7068,"ISR",2013,"292692657451.921"
7069,"ISR",2014,"310047504908.571"
7070,"ISR",2015,"300122499721.281"
7071,"ISR",2016,"318616506157.945"
7072,"ISR",2017,"352667925811.028"
7073,"ISR",2018,"370455651179.958"
7074,"ISR",2019,"394652208893.138"
7075,"ISR",2020,"401953804837.087"
7076,"ITA",1960,"40385288344.1911"
7077,"ITA",1961,"44842760293.1924"
7078,"ITA",1962,"50383891898.9911"
7079,"ITA",1963,"57710743059.8341"
7080,"ITA",1964,"63175417019.0094"
7081,"ITA",1965,"67978153850.5191"
7082,"ITA",1966,"73654870011.2757"
7083,"ITA",1967,"81133120065.4202"
7084,"ITA",1968,"87942231678.3505"
7085,"ITA",1969,"97085082807.3751"
7086,"ITA",1970,"113395315985.13"
7087,"ITA",1971,"124672365792.759"
7088,"ITA",1972,"145260039840.637"
7089,"ITA",1973,"175492055795.417"
7090,"ITA",1974,"199564489431.378"
7091,"ITA",1975,"227695851126.928"
7092,"ITA",1976,"224717278436.846"
7093,"ITA",1977,"257596313364.055"
7094,"ITA",1978,"315058323066.393"
7095,"ITA",1979,"393677161500.816"
7096,"ITA",1980,"477256775943.929"
7097,"ITA",1981,"430702851303.015"
7098,"ITA",1982,"427272645669.291"
7099,"ITA",1983,"443042373788.883"
7100,"ITA",1984,"437887689001.543"
7101,"ITA",1985,"452217492140.757"
7102,"ITA",1986,"640386352773.087"
7103,"ITA",1987,"805713128174.485"
7104,"ITA",1988,"891608957155.608"
7105,"ITA",1989,"928661332204.347"
7106,"ITA",1990,"1181222653522.95"
7107,"ITA",1991,"1246220156079.29"
7108,"ITA",1992,"1320161644933.23"
7109,"ITA",1993,"1064958075550.63"
7110,"ITA",1994,"1099216688280.5"
7111,"ITA",1995,"1174662070605.02"
7112,"ITA",1996,"1312426527795.21"
7113,"ITA",1997,"1241879604365.62"
7114,"ITA",1998,"1270052525928.4"
7115,"ITA",1999,"1252023758789.69"
7116,"ITA",2000,"1143829832319.88"
7117,"ITA",2001,"1167012796420.58"
7118,"ITA",2002,"1270712309429.7"
7119,"ITA",2003,"1574145823927.77"
7120,"ITA",2004,"1803226967966.23"
7121,"ITA",2005,"1857524312896.41"
7122,"ITA",2006,"1947919708944.93"
7123,"ITA",2007,"2210292636189.43"
7124,"ITA",2008,"2398856598798.89"
7125,"ITA",2009,"2191241872742.43"
7126,"ITA",2010,"2134017843247.16"
7127,"ITA",2011,"2291991045770.29"
7128,"ITA",2012,"2087077032435.15"
7129,"ITA",2013,"2141315327318.21"
7130,"ITA",2014,"2159133919743.77"
7131,"ITA",2015,"1835899237320.04"
7132,"ITA",2016,"1875797463583.87"
7133,"ITA",2017,"1956950469673.29"
7134,"ITA",2018,"2091117091124.1"
7135,"ITA",2019,"2004913357800"
7136,"ITA",2020,"1886445268340.71"
7137,"JAM",1960,"699050678.98642"
7138,"JAM",1961,"748028839.423211"
7139,"JAM",1962,"777712445.751085"
7140,"JAM",1963,"826690466.190676"
7141,"JAM",1964,"897931401.371973"
7142,"JAM",1965,"972140557.188856"
7143,"JAM",1966,"1096738065.2387"
7144,"JAM",1967,"1148025407.34604"
7145,"JAM",1968,"1083883355.33421"
7146,"JAM",1969,"1191287651.50606"
7147,"JAM",1970,"1404776071.04284"
7148,"JAM",1971,"1539865513.92891"
7149,"JAM",1972,"1875048859.93485"
7150,"JAM",1973,"1905917553.19149"
7151,"JAM",1974,"2375096249.03751"
7152,"JAM",1975,"2860411285.88714"
7153,"JAM",1976,"2966010229.8977"
7154,"JAM",1977,"3249697393.02607"
7155,"JAM",1978,"2644449232.29321"
7156,"JAM",1979,"2425033998.18676"
7157,"JAM",1980,"2679409453.23903"
7158,"JAM",1981,"2979061412.37229"
7159,"JAM",1982,"3293533288.42483"
7160,"JAM",1983,"3619294120.69144"
7161,"JAM",1984,"2373566957.49214"
7162,"JAM",1985,"2100223149.71396"
7163,"JAM",1986,"2754566176.20212"
7164,"JAM",1987,"3286987551.71597"
7165,"JAM",1988,"3828310734.97795"
7166,"JAM",1989,"4404970058.83786"
7167,"JAM",1990,"4592224067.37194"
7168,"JAM",1991,"4106199176.28901"
7169,"JAM",1992,"3535460089.80719"
7170,"JAM",1993,"5440064773.17365"
7171,"JAM",1994,"5452564385.43307"
7172,"JAM",1995,"6577523824.70029"
7173,"JAM",1996,"7393883554.77969"
7174,"JAM",1997,"8400033893.99653"
7175,"JAM",1998,"8787195622.43502"
7176,"JAM",1999,"8887061866.89206"
7177,"JAM",2000,"9005064474.93003"
7178,"JAM",2001,"9194717835.99985"
7179,"JAM",2002,"9719017925.92929"
7180,"JAM",2003,"9430230564.4699"
7181,"JAM",2004,"10174664853.9476"
7182,"JAM",2005,"11243868485.7428"
7183,"JAM",2006,"11930171468.3796"
7184,"JAM",2007,"12799593017.7101"
7185,"JAM",2008,"13709402085.3206"
7186,"JAM",2009,"12120460872.8003"
7187,"JAM",2010,"13220556882.7046"
7188,"JAM",2011,"14444655299.8772"
7189,"JAM",2012,"14807086889.2099"
7190,"JAM",2013,"14264202737.3082"
7191,"JAM",2014,"13899228824.2161"
7192,"JAM",2015,"14188935947.5694"
7193,"JAM",2016,"14077109396.8584"
7194,"JAM",2017,"14808989993.3185"
7195,"JAM",2018,"15730793852.7913"
7196,"JAM",2019,"15830768549.8916"
7197,"JAM",2020,"13812421803.4084"
7198,"JOR",1960,
7199,"JOR",1961,
7200,"JOR",1962,
7201,"JOR",1963,
7202,"JOR",1964,
7203,"JOR",1965,"599831979.837581"
7204,"JOR",1966,"658078969.476337"
7205,"JOR",1967,"631755810.697284"
7206,"JOR",1968,"561187342.481098"
7207,"JOR",1969,"698963875.66508"
7208,"JOR",1970,"639596751.610193"
7209,"JOR",1971,"678241388.966676"
7210,"JOR",1972,"788574628.955475"
7211,"JOR",1973,"943700547.778454"
7212,"JOR",1974,"1197454206.76808"
7213,"JOR",1975,"1363039399.62477"
7214,"JOR",1976,"1708734939.75904"
7215,"JOR",1977,"2096568478.59095"
7216,"JOR",1978,"2602748691.09948"
7217,"JOR",1979,"3271728271.72827"
7218,"JOR",1980,"3910036925.14267"
7219,"JOR",1981,"4384685230.02421"
7220,"JOR",1982,"4680567375.88653"
7221,"JOR",1983,"4920407601.21179"
7222,"JOR",1984,"4966710013.0039"
7223,"JOR",1985,"4993829194.12063"
7224,"JOR",1986,"6401380000"
7225,"JOR",1987,"6755599113.73707"
7226,"JOR",1988,"6277197435.2124"
7227,"JOR",1989,"4220945005.22102"
7228,"JOR",1990,"4160003917.43258"
7229,"JOR",1991,"4344250257.01278"
7230,"JOR",1992,"5311329067.37276"
7231,"JOR",1993,"5605841535.57512"
7232,"JOR",1994,"6237739516.24445"
7233,"JOR",1995,"6727446632.42009"
7234,"JOR",1996,"6928359238.36389"
7235,"JOR",1997,"7246188575.45839"
7236,"JOR",1998,"7912327362.48237"
7237,"JOR",1999,"8149106064.88011"
7238,"JOR",2000,"8460424400.56418"
7239,"JOR",2001,"8975689844.8519"
7240,"JOR",2002,"9582453032.44006"
7241,"JOR",2003,"10195660789.8449"
7242,"JOR",2004,"11411390409.0268"
7243,"JOR",2005,"12588665303.244"
7244,"JOR",2006,"15056929760.2257"
7245,"JOR",2007,"17110587447.1086"
7246,"JOR",2008,"22657662392.5602"
7247,"JOR",2009,"24537876056.338"
7248,"JOR",2010,"27133804225.3521"
7249,"JOR",2011,"29524149154.9296"
7250,"JOR",2012,"31634561690.1408"
7251,"JOR",2013,"34454440140.8451"
7252,"JOR",2014,"36847643521.1268"
7253,"JOR",2015,"38587017887.3239"
7254,"JOR",2016,"39892551126.7606"
7255,"JOR",2017,"41408960845.0704"
7256,"JOR",2018,"42932112676.0563"
7257,"JOR",2019,"44502895915.493"
7258,"JOR",2020,"43697659275.3137"
7259,"JPN",1960,"44307342950.4"
7260,"JPN",1961,"53508617739.3778"
7261,"JPN",1962,"60723018683.7333"
7262,"JPN",1963,"69498131797.3333"
7263,"JPN",1964,"81749006381.5111"
7264,"JPN",1965,"90950278257.7778"
7265,"JPN",1966,"105628070343.111"
7266,"JPN",1967,"123781880217.6"
7267,"JPN",1968,"146601072685.511"
7268,"JPN",1969,"172204199480.889"
7269,"JPN",1970,"212609187919.444"
7270,"JPN",1971,"240151807460.241"
7271,"JPN",1972,"318031297492.352"
7272,"JPN",1973,"432082670450.719"
7273,"JPN",1974,"479625998613.406"
7274,"JPN",1975,"521541905673.251"
7275,"JPN",1976,"586161858999.671"
7276,"JPN",1977,"721411786536.814"
7277,"JPN",1978,"1013612173518.84"
7278,"JPN",1979,"1055012119526.33"
7279,"JPN",1980,"1105385973763.87"
7280,"JPN",1981,"1218988935129.81"
7281,"JPN",1982,"1134518001884.56"
7282,"JPN",1983,"1243323592058.83"
7283,"JPN",1984,"1318381627003.76"
7284,"JPN",1985,"1398892744820.69"
7285,"JPN",1986,"2078953333673.55"
7286,"JPN",1987,"2532808573157.03"
7287,"JPN",1988,"3071683013178.91"
7288,"JPN",1989,"3054914166263.18"
7289,"JPN",1990,"3132817652848.04"
7290,"JPN",1991,"3584420077100.84"
7291,"JPN",1992,"3908809463463.86"
7292,"JPN",1993,"4454143876947.21"
7293,"JPN",1994,"4907039384469.68"
7294,"JPN",1995,"5449116304981.1"
7295,"JPN",1996,"4833712542207.1"
7296,"JPN",1997,"4414732843544.43"
7297,"JPN",1998,"4032509760872.94"
7298,"JPN",1999,"4562078822335.45"
7299,"JPN",2000,"4887519660744.86"
7300,"JPN",2001,"4303544259842.72"
7301,"JPN",2002,"4115116279069.77"
7302,"JPN",2003,"4445658071221.86"
7303,"JPN",2004,"4815148854362.11"
7304,"JPN",2005,"4755410630912.14"
7305,"JPN",2006,"4530377224970.4"
7306,"JPN",2007,"4515264514430.57"
7307,"JPN",2008,"5037908465114.48"
7308,"JPN",2009,"5231382674593.7"
7309,"JPN",2010,"5700098114744.41"
7310,"JPN",2011,"6157459594823.72"
7311,"JPN",2012,"6203213121334.12"
7312,"JPN",2013,"5155717056270.83"
7313,"JPN",2014,"4850413536037.84"
7314,"JPN",2015,"4389475622588.97"
7315,"JPN",2016,"4922538141454.62"
7316,"JPN",2017,"4866864409657.68"
7317,"JPN",2018,"4954806619995.19"
7318,"JPN",2019,"5064872875604.59"
7319,"JPN",2020,
7320,"KAZ",1960,
7321,"KAZ",1961,
7322,"KAZ",1962,
7323,"KAZ",1963,
7324,"KAZ",1964,
7325,"KAZ",1965,
7326,"KAZ",1966,
7327,"KAZ",1967,
7328,"KAZ",1968,
7329,"KAZ",1969,
7330,"KAZ",1970,
7331,"KAZ",1971,
7332,"KAZ",1972,
7333,"KAZ",1973,
7334,"KAZ",1974,
7335,"KAZ",1975,
7336,"KAZ",1976,
7337,"KAZ",1977,
7338,"KAZ",1978,
7339,"KAZ",1979,
7340,"KAZ",1980,
7341,"KAZ",1981,
7342,"KAZ",1982,
7343,"KAZ",1983,
7344,"KAZ",1984,
7345,"KAZ",1985,
7346,"KAZ",1986,
7347,"KAZ",1987,
7348,"KAZ",1988,
7349,"KAZ",1989,
7350,"KAZ",1990,"26932729102.7371"
7351,"KAZ",1991,"24923076923.0769"
7352,"KAZ",1992,"24917355371.9008"
7353,"KAZ",1993,"23409260879.9427"
7354,"KAZ",1994,"21250792886.1054"
7355,"KAZ",1995,"20374302652.3819"
7356,"KAZ",1996,"21035368250.8881"
7357,"KAZ",1997,"22165932062.966"
7358,"KAZ",1998,"22135254836.0031"
7359,"KAZ",1999,"16870821839.7584"
7360,"KAZ",2000,"18291994909.0044"
7361,"KAZ",2001,"22152694161.8882"
7362,"KAZ",2002,"24636593223.3467"
7363,"KAZ",2003,"30833699702.7594"
7364,"KAZ",2004,"43151647002.6096"
7365,"KAZ",2005,"57123671733.8952"
7366,"KAZ",2006,"81003884545.4099"
7367,"KAZ",2007,"104849886825.584"
7368,"KAZ",2008,"133441612246.798"
7369,"KAZ",2009,"115308661142.927"
7370,"KAZ",2010,"148047348240.643"
7371,"KAZ",2011,"192626507971.584"
7372,"KAZ",2012,"207998568865.789"
7373,"KAZ",2013,"236634552078.102"
7374,"KAZ",2014,"221415572819.5"
7375,"KAZ",2015,"184388432148.715"
7376,"KAZ",2016,"137278320084.171"
7377,"KAZ",2017,"166805800595.704"
7378,"KAZ",2018,"179339994859.384"
7379,"KAZ",2019,"181667190075.541"
7380,"KAZ",2020,"169835426427.153"
7381,"KEN",1960,"791265458.818076"
7382,"KEN",1961,"792959472.139024"
7383,"KEN",1962,"868111400.014073"
7384,"KEN",1963,"926589348.572953"
7385,"KEN",1964,"998759333.643326"
7386,"KEN",1965,"997919319.980049"
7387,"KEN",1966,"1164519673.19763"
7388,"KEN",1967,"1232559505.92359"
7389,"KEN",1968,"1353295457.5261"
7390,"KEN",1969,"1458379415.40278"
7391,"KEN",1970,"1603447357.25171"
7392,"KEN",1971,"1778391289.19123"
7393,"KEN",1972,"2107279157.38336"
7394,"KEN",1973,"2508998457.4073"
7395,"KEN",1974,"2969942180.34692"
7396,"KEN",1975,"3259344935.76836"
7397,"KEN",1976,"3474542392.03212"
7398,"KEN",1977,"4494378855.33109"
7399,"KEN",1978,"5303734882.53447"
7400,"KEN",1979,"6234390975.27091"
7401,"KEN",1980,"7265315331.62273"
7402,"KEN",1981,"6854491453.90208"
7403,"KEN",1982,"6431579357.31256"
7404,"KEN",1983,"5979198463.83025"
7405,"KEN",1984,"6191437070.44184"
7406,"KEN",1985,"6135034338.30431"
7407,"KEN",1986,"7239126716.93219"
7408,"KEN",1987,"7970820530.75078"
7409,"KEN",1988,"8355380879.12955"
7410,"KEN",1989,"8283114648.36775"
7411,"KEN",1990,"8572359162.85631"
7412,"KEN",1991,"8151479004.21334"
7413,"KEN",1992,"8209129171.73649"
7414,"KEN",1993,"5751789915.05363"
7415,"KEN",1994,"7148145375.78545"
7416,"KEN",1995,"9046326059.98857"
7417,"KEN",1996,"12045858436.2399"
7418,"KEN",1997,"13115773737.5664"
7419,"KEN",1998,"14093998843.7334"
7420,"KEN",1999,"12896013576.7324"
7421,"KEN",2000,"12705357103.0056"
7422,"KEN",2001,"12986007425.8781"
7423,"KEN",2002,"13147743910.7241"
7424,"KEN",2003,"14904517649.8476"
7425,"KEN",2004,"16095337093.8366"
7426,"KEN",2005,"18737897744.7948"
7427,"KEN",2006,"25825524820.8064"
7428,"KEN",2007,"31958195182.2406"
7429,"KEN",2008,"35895153327.8497"
7430,"KEN",2009,"37021512048.8158"
7431,"KEN",2010,"40000088346.8041"
7432,"KEN",2011,"41953433591.4101"
7433,"KEN",2012,"50412754861.0191"
7434,"KEN",2013,"55096728047.9408"
7435,"KEN",2014,"61448046801.6041"
7436,"KEN",2015,"64007750169.3344"
7437,"KEN",2016,"69188755364.2995"
7438,"KEN",2017,"78965004656.1823"
7439,"KEN",2018,"87778582964.1388"
7440,"KEN",2019,"95503088538.092"
7441,"KEN",2020,"98842939649.1149"
7442,"KGZ",1960,
7443,"KGZ",1961,
7444,"KGZ",1962,
7445,"KGZ",1963,
7446,"KGZ",1964,
7447,"KGZ",1965,
7448,"KGZ",1966,
7449,"KGZ",1967,
7450,"KGZ",1968,
7451,"KGZ",1969,
7452,"KGZ",1970,
7453,"KGZ",1971,
7454,"KGZ",1972,
7455,"KGZ",1973,
7456,"KGZ",1974,
7457,"KGZ",1975,
7458,"KGZ",1976,
7459,"KGZ",1977,
7460,"KGZ",1978,
7461,"KGZ",1979,
7462,"KGZ",1980,
7463,"KGZ",1981,
