"id","noc","year","value"
3523,"DMA",2006,"390251851.851852"
3524,"DMA",2007,"421374074.074074"
3525,"DMA",2008,"458188888.888889"
3526,"DMA",2009,"489074074.074074"
3527,"DMA",2010,"493825925.925926"
3528,"DMA",2011,"501025925.925926"
3529,"DMA",2012,"485996296.296296"
3530,"DMA",2013,"498296296.296296"
3531,"DMA",2014,"520207407.407407"
3532,"DMA",2015,"540737037.037037"
3533,"DMA",2016,"576229629.62963"
3534,"DMA",2017,"519837037.037037"
3535,"DMA",2018,"551074074.074074"
3536,"DMA",2019,"574607407.407407"
3537,"DMA",2020,"469870370.37037"
3538,"DNK",1960,
3539,"DNK",1961,
3540,"DNK",1962,
3541,"DNK",1963,
3542,"DNK",1964,
3543,"DNK",1965,
3544,"DNK",1966,"11931739858.7046"
3545,"DNK",1967,"13059064374.6287"
3546,"DNK",1968,"13505573866.6667"
3547,"DNK",1969,"15414902266.6667"
3548,"DNK",1970,"17075457600"
3549,"DNK",1971,"19085731252.4407"
3550,"DNK",1972,"23232379951.9376"
3551,"DNK",1973,"30730626663.3606"
3552,"DNK",1974,"34160444798.1099"
3553,"DNK",1975,"40474406216.2821"
3554,"DNK",1976,"44575892473.1183"
3555,"DNK",1977,"49784338519.4563"
3556,"DNK",1978,"60362931853.6249"
3557,"DNK",1979,"70366241969.2074"
3558,"DNK",1980,"71127528699.9414"
3559,"DNK",1981,"61877813965.2413"
3560,"DNK",1982,"60412844678.604"
3561,"DNK",1983,"60644782176.0525"
3562,"DNK",1984,"59105236853.7937"
3563,"DNK",1985,"62658568287.3429"
3564,"DNK",1986,"88078760103.8191"
3565,"DNK",1987,"109414423928.775"
3566,"DNK",1988,"115552846616.653"
3567,"DNK",1989,"112409222182.704"
3568,"DNK",1990,"138247285815.855"
3569,"DNK",1991,"139224688814.195"
3570,"DNK",1992,"152915654478.885"
3571,"DNK",1993,"143195627014.605"
3572,"DNK",1994,"156162386724.523"
3573,"DNK",1995,"185006881515.065"
3574,"DNK",1996,"187632346387.984"
3575,"DNK",1997,"173537647058.824"
3576,"DNK",1998,"176991934992.837"
3577,"DNK",1999,"177965188354.692"
3578,"DNK",2000,"164158739097.623"
3579,"DNK",2001,"164791442543.375"
3580,"DNK",2002,"178635163717.431"
3581,"DNK",2003,"218096033517.009"
3582,"DNK",2004,"251373002954.382"
3583,"DNK",2005,"264467336457.17"
3584,"DNK",2006,"282884947702.966"
3585,"DNK",2007,"319423424509.066"
3586,"DNK",2008,"353361038818.383"
3587,"DNK",2009,"321241303699.006"
3588,"DNK",2010,"321995279401.502"
3589,"DNK",2011,"344003137611.271"
3590,"DNK",2012,"327148943812.137"
3591,"DNK",2013,"343584391647.927"
3592,"DNK",2014,"352993631617.708"
3593,"DNK",2015,"302673070846.857"
3594,"DNK",2016,"313115929314.339"
3595,"DNK",2017,"332121063806.391"
3596,"DNK",2018,"356879499797.896"
3597,"DNK",2019,"350104327658.675"
3598,"DNK",2020,"355184024841.254"
3599,"DOM",1960,"672399700"
3600,"DOM",1961,"654100200"
3601,"DOM",1962,"824100000"
3602,"DOM",1963,"940799900"
3603,"DOM",1964,"1025599900"
3604,"DOM",1965,"888100000"
3605,"DOM",1966,"983900000"
3606,"DOM",1967,"1034800000"
3607,"DOM",1968,"1079100000"
3608,"DOM",1969,"1230500000"
3609,"DOM",1970,"1485500000"
3610,"DOM",1971,"1666500000"
3611,"DOM",1972,"1987400000"
3612,"DOM",1973,"2344800000"
3613,"DOM",1974,"2925700000"
3614,"DOM",1975,"3599200000"
3615,"DOM",1976,"3951500000"
3616,"DOM",1977,"4587100000"
3617,"DOM",1978,"4734400000"
3618,"DOM",1979,"5498800000"
3619,"DOM",1980,"6761300000"
3620,"DOM",1981,"7561300000"
3621,"DOM",1982,"8267400000"
3622,"DOM",1983,"9220600000"
3623,"DOM",1984,"11594000000"
3624,"DOM",1985,"5044592944.80499"
3625,"DOM",1986,"6122198120.02892"
3626,"DOM",1987,"5826987099.45901"
3627,"DOM",1988,"5374314928.42536"
3628,"DOM",1989,"6686593059.93691"
3629,"DOM",1990,"7073675544.80847"
3630,"DOM",1991,"9824498183.03263"
3631,"DOM",1992,"11605382504"
3632,"DOM",1993,"13081042400"
3633,"DOM",1994,"14644711384.8202"
3634,"DOM",1995,"16637370839.1608"
3635,"DOM",1996,"18241691857.3544"
3636,"DOM",1997,"20017480054.834"
3637,"DOM",1998,"21672231760.6491"
3638,"DOM",1999,"22136621337.0889"
3639,"DOM",2000,"24305717541.6371"
3640,"DOM",2001,"25601765400.5153"
3641,"DOM",2002,"27137508656.8522"
3642,"DOM",2003,"21403167848.1444"
3643,"DOM",2004,"22322395368.0274"
3644,"DOM",2005,"35777570135.5225"
3645,"DOM",2006,"37879869897.8979"
3646,"DOM",2007,"43965420072.4107"
3647,"DOM",2008,"48122547177.1881"
3648,"DOM",2009,"48261033298.2133"
3649,"DOM",2010,"53860175555.9961"
3650,"DOM",2011,"58029750745.6495"
3651,"DOM",2012,"60681537195.7996"
3652,"DOM",2013,"62682163837.347"
3653,"DOM",2014,"67179914026.9623"
3654,"DOM",2015,"71164825256.6849"
3655,"DOM",2016,"75704720189.5607"
3656,"DOM",2017,"79997975621.8654"
3657,"DOM",2018,"85555378042.8196"
3658,"DOM",2019,"88941299733.5018"
3659,"DOM",2020,"78844702329.0785"
3660,"DZA",1960,"2723593384.78054"
3661,"DZA",1961,"2434727329.809"
3662,"DZA",1962,"2001428328.37091"
3663,"DZA",1963,"2702960118.28806"
3664,"DZA",1964,"2909292864.23204"
3665,"DZA",1965,"3136258896.9233"
3666,"DZA",1966,"3039834558.74906"
3667,"DZA",1967,"3370843065.76735"
3668,"DZA",1968,"3852115816.97758"
3669,"DZA",1969,"4257218772.15369"
3670,"DZA",1970,"4863487492.65763"
3671,"DZA",1971,"5077222366.97472"
3672,"DZA",1972,"6766766610.86932"
3673,"DZA",1973,"8707847924.29022"
3674,"DZA",1974,"13210029612.2659"
3675,"DZA",1975,"15557934268.4965"
3676,"DZA",1976,"17728347374.994"
3677,"DZA",1977,"20971901273.271"
3678,"DZA",1978,"26364491313.4471"
3679,"DZA",1979,"33243422157.6311"
3680,"DZA",1980,"42346380830.7708"
3681,"DZA",1981,"44348672667.8715"
3682,"DZA",1982,"45207088715.6483"
3683,"DZA",1983,"48801369800.3675"
3684,"DZA",1984,"53698278905.9678"
3685,"DZA",1985,"57937868670.1937"
3686,"DZA",1986,"63692238160.0493"
3687,"DZA",1987,"66746396416.2732"
3688,"DZA",1988,"59089067187.3943"
3689,"DZA",1989,"55634414465.2104"
3690,"DZA",1990,"62048562947.2509"
3691,"DZA",1991,"45715614559.7064"
3692,"DZA",1992,"48003078388.5401"
3693,"DZA",1993,"49945599428.5812"
3694,"DZA",1994,"42543178042.4148"
3695,"DZA",1995,"41764315330.4366"
3696,"DZA",1996,"46941582519.4661"
3697,"DZA",1997,"48177612042.1507"
3698,"DZA",1998,"48187747528.899"
3699,"DZA",1999,"48640653469.3025"
3700,"DZA",2000,"54790379458.8877"
3701,"DZA",2001,"54744725765.7191"
3702,"DZA",2002,"56760318215.3036"
3703,"DZA",2003,"67863841333.4195"
3704,"DZA",2004,"85332581188.6107"
3705,"DZA",2005,"103198251003.394"
3706,"DZA",2006,"117027321306.159"
3707,"DZA",2007,"134977125918.571"
3708,"DZA",2008,"171000653424.751"
3709,"DZA",2009,"137211049535.152"
3710,"DZA",2010,"161207310515.42"
3711,"DZA",2011,"200013038488.906"
3712,"DZA",2012,"209058991952.125"
3713,"DZA",2013,"209755003250.664"
3714,"DZA",2014,"213810023703.446"
3715,"DZA",2015,"165979173991.026"
3716,"DZA",2016,"160034162957.738"
3717,"DZA",2017,"170097230857.956"
3718,"DZA",2018,"175414987760.927"
3719,"DZA",2019,"171157803367.473"
3720,"DZA",2020,"145163902228.168"
3721,"EAP",1960,"80228099085.3378"
3722,"EAP",1961,"70426361459.3414"
3723,"EAP",1962,"64535753438.5537"
3724,"EAP",1963,"69883263758.9678"
3725,"EAP",1964,"81022528789.384"
3726,"EAP",1965,"94554860890.8996"
3727,"EAP",1966,"103511578944.536"
3728,"EAP",1967,"100299454113.949"
3729,"EAP",1968,"101235231307.134"
3730,"EAP",1969,"113676490050.783"
3731,"EAP",1970,"126719320074.403"
3732,"EAP",1971,"136274469801.281"
3733,"EAP",1972,"154597718185.031"
3734,"EAP",1973,"194646430944.668"
3735,"EAP",1974,"219597802175.469"
3736,"EAP",1975,"246874824066.823"
3737,"EAP",1976,"250579590569.052"
3738,"EAP",1977,"289564300777.745"
3739,"EAP",1978,"280328981492.619"
3740,"EAP",1979,"324710146248.678"
3741,"EAP",1980,"374689555131.979"
3742,"EAP",1981,"399830476578.648"
3743,"EAP",1982,"419619343470.517"
3744,"EAP",1983,"440304530639.417"
3745,"EAP",1984,"477903530829.459"
3746,"EAP",1985,"523746677671.532"
3747,"EAP",1986,"522268460559.237"
3748,"EAP",1987,"515804867646.469"
3749,"EAP",1988,"572051742353.545"
3750,"EAP",1989,"618245451898.913"
3751,"EAP",1990,"662701753534.694"
3752,"EAP",1991,"719215979989.903"
3753,"EAP",1992,"805950900188.054"
3754,"EAP",1993,"884813762187.84"
3755,"EAP",1994,"1064437761462.78"
3756,"EAP",1995,"1313810678015.13"
3757,"EAP",1996,"1509046901464.46"
3758,"EAP",1997,"1563083719721.13"
3759,"EAP",1998,"1432627687348.96"
3760,"EAP",1999,"1575922637667.81"
3761,"EAP",2000,"1733454057731.44"
3762,"EAP",2001,"1846557678858.12"
3763,"EAP",2002,"2047031065026.03"
3764,"EAP",2003,"2314322225877.23"
3765,"EAP",2004,"2683390811016.86"
3766,"EAP",2005,"3108683042738.35"
3767,"EAP",2006,"3745670675271.14"
3768,"EAP",2007,"4740511155969.64"
3769,"EAP",2008,"5990710174842.98"
3770,"EAP",2009,"6501452914432.56"
3771,"EAP",2010,"7876717091447.72"
3772,"EAP",2011,"9614405505106.71"
3773,"EAP",2012,"10720903993610.1"
3774,"EAP",2013,"11833482197223.7"
3775,"EAP",2014,"12755768289745.4"
3776,"EAP",2015,"13287040054360.4"
3777,"EAP",2016,"13569980627868.9"
3778,"EAP",2017,"14834229766065.1"
3779,"EAP",2018,"16586777101494.7"
3780,"EAP",2019,"17156128622048.8"
3781,"EAP",2020,"17454153396870.2"
3782,"EAR",1960,"155760911038.015"
3783,"EAR",1961,"156501527150.353"
3784,"EAR",1962,"161727595330.508"
3785,"EAR",1963,"171478810153.645"
3786,"EAR",1964,"196835283798.465"
3787,"EAR",1965,"213471002700.762"
3788,"EAR",1966,"210490915090.854"
3789,"EAR",1967,"221186024225.324"
3790,"EAR",1968,"239433240127.065"
3791,"EAR",1969,"267457506055.19"
3792,"EAR",1970,"283014742055.788"
3793,"EAR",1971,"306475388257.499"
3794,"EAR",1972,"335449690590.732"
3795,"EAR",1973,"428728643459.24"
3796,"EAR",1974,"600503152995.619"
3797,"EAR",1975,"645796572182.501"
3798,"EAR",1976,"705858547472.65"
3799,"EAR",1977,"788602144370.339"
3800,"EAR",1978,"876040240006.548"
3801,"EAR",1979,"1064443647987.45"
3802,"EAR",1980,"1324869953023.73"
3803,"EAR",1981,"1478656816759.63"
3804,"EAR",1982,"1406082282665.24"
3805,"EAR",1983,"1415643058861.73"
3806,"EAR",1984,"1405634896223.57"
3807,"EAR",1985,"1443814418821.55"
3808,"EAR",1986,"1448011416483.17"
3809,"EAR",1987,"1447097593526.61"
3810,"EAR",1988,"1535279951031.59"
3811,"EAR",1989,"1561315489790.12"
3812,"EAR",1990,"1831987387469.43"
3813,"EAR",1991,"1934372123117.73"
3814,"EAR",1992,"2123448862041.85"
3815,"EAR",1993,"2334389388484.65"
3816,"EAR",1994,"2440797234843"
3817,"EAR",1995,"2494155781003.43"
3818,"EAR",1996,"2716419909483.29"
3819,"EAR",1997,"2904990106272.54"
3820,"EAR",1998,"2871235559318.94"
3821,"EAR",1999,"3038999464044.55"
3822,"EAR",2000,"3306967998299.72"
3823,"EAR",2001,"3274588936680.55"
3824,"EAR",2002,"3182101939067.11"
3825,"EAR",2003,"3537481540691.09"
3826,"EAR",2004,"4113241766951.7"
3827,"EAR",2005,"4794874941278.2"
3828,"EAR",2006,"5484082947238.32"
3829,"EAR",2007,"6508713238524.13"
3830,"EAR",2008,"7332883779102.75"
3831,"EAR",2009,"7064067869170.23"
3832,"EAR",2010,"8576600003890.37"
3833,"EAR",2011,"9609321705096.68"
3834,"EAR",2012,"10076933482439.4"
3835,"EAR",2013,"10261105002159.5"
3836,"EAR",2014,"10615976272032"
3837,"EAR",2015,"10306669247463"
3838,"EAR",2016,"10547542985530.6"
3839,"EAR",2017,"11397555336619.6"
3840,"EAR",2018,"11457073674938.5"
3841,"EAR",2019,"11782968929039.6"
3842,"EAR",2020,"10845901024093.1"
3843,"EAS",1960,"153371358387.281"
3844,"EAS",1961,"153819454355.002"
3845,"EAS",1962,"157384238189.396"
3846,"EAS",1963,"175624780153.863"
3847,"EAS",1964,"201780076727.835"
3848,"EAS",1965,"224741576903.94"
3849,"EAS",1966,"251265930036.736"
3850,"EAS",1967,"272255507119.453"
3851,"EAS",1968,"299979424558.43"
3852,"EAS",1969,"345549637773.339"
3853,"EAS",1970,"407940931170.555"
3854,"EAS",1971,"452752624222.026"
3855,"EAS",1972,"562019068217.203"
3856,"EAS",1973,"740818121453.116"
3857,"EAS",1974,"852913216935.175"
3858,"EAS",1975,"933856735333.436"
3859,"EAS",1976,"1026673826788.95"
3860,"EAS",1977,"1223887006223.7"
3861,"EAS",1978,"1544793723568.97"
3862,"EAS",1979,"1677478062771.21"
3863,"EAS",1980,"1812877987096.27"
3864,"EAS",1981,"1998510487492.64"
3865,"EAS",1982,"1958426788902.06"
3866,"EAS",1983,"2084611550423.46"
3867,"EAS",1984,"2233156959391.93"
3868,"EAS",1985,"2356905429423.03"
3869,"EAS",1986,"3080802790720.51"
3870,"EAS",1987,"3618144820286.81"
3871,"EAS",1988,"4353732400963.96"
3872,"EAS",1989,"4534148277900.57"
3873,"EAS",1990,"4735686655807.86"
3874,"EAS",1991,"5347297429257.79"
3875,"EAS",1992,"5842440012833.68"
3876,"EAS",1993,"6534578558241.84"
3877,"EAS",1994,"7308398231967.05"
3878,"EAS",1995,"8305660529735.62"
3879,"EAS",1996,"8003568915704.89"
3880,"EAS",1997,"7658763571678.36"
3881,"EAS",1998,"6865108950748.37"
3882,"EAS",1999,"7667166578807.77"
3883,"EAS",2000,"8293503430323.31"
3884,"EAS",2001,"7716567263917.25"
3885,"EAS",2002,"7845735663486.6"
3886,"EAS",2003,"8625237733626.79"
3887,"EAS",2004,"9675804291398.35"
3888,"EAS",2005,"10331001353375.9"
3889,"EAS",2006,"10960487518348"
3890,"EAS",2007,"12268135762195.8"
3891,"EAS",2008,"14148003015824.3"
3892,"EAS",2009,"14577855775040.7"
3893,"EAS",2010,"16990763894087.1"
3894,"EAS",2011,"19681477559952.1"
3895,"EAS",2012,"21065517287924"
3896,"EAS",2013,"21316510680577.5"
3897,"EAS",2014,"21996327244686.3"
3898,"EAS",2015,"21904440888146.7"
3899,"EAS",2016,"22653391943372.2"
3900,"EAS",2017,"24223795431177.3"
3901,"EAS",2018,"26352450117702.2"
3902,"EAS",2019,"26916892986113.9"
3903,"EAS",2020,
3904,"ECA",1960,
3905,"ECA",1961,
3906,"ECA",1962,
3907,"ECA",1963,
3908,"ECA",1964,
3909,"ECA",1965,
3910,"ECA",1966,
3911,"ECA",1967,
3912,"ECA",1968,
3913,"ECA",1969,
3914,"ECA",1970,
3915,"ECA",1971,
3916,"ECA",1972,
3917,"ECA",1973,
3918,"ECA",1974,
3919,"ECA",1975,
3920,"ECA",1976,
3921,"ECA",1977,
3922,"ECA",1978,
3923,"ECA",1979,
3924,"ECA",1980,
3925,"ECA",1981,
3926,"ECA",1982,
3927,"ECA",1983,
3928,"ECA",1984,
3929,"ECA",1985,
3930,"ECA",1986,
3931,"ECA",1987,
3932,"ECA",1988,"889776561504.486"
3933,"ECA",1989,"863838880963.493"
3934,"ECA",1990,"918088214185.128"
3935,"ECA",1991,"890913790291.506"
3936,"ECA",1992,"823207925175.836"
3937,"ECA",1993,"816148516887.565"
3938,"ECA",1994,"707691377229.373"
3939,"ECA",1995,"759426160230.855"
3940,"ECA",1996,"767105993041.1"
3941,"ECA",1997,"797772877112.523"
3942,"ECA",1998,"748049899975.579"
3943,"ECA",1999,"628434961221.345"
3944,"ECA",2000,"699699778418.52"
3945,"ECA",2001,"695516132611.66"
3946,"ECA",2002,"796227166663.26"
3947,"ECA",2003,"1004189934373.12"
3948,"ECA",2004,"1330511314958.94"
3949,"ECA",2005,"1685902327380.96"
3950,"ECA",2006,"2068464629932.56"
3951,"ECA",2007,"2678370639204.61"
3952,"ECA",2008,"3316902511131.54"
3953,"ECA",2009,"2608099242368.92"
3954,"ECA",2010,"3111286257559.26"
3955,"ECA",2011,"3843565605092.33"
3956,"ECA",2012,"4074705077727.23"
3957,"ECA",2013,"4329802436641.44"
3958,"ECA",2014,"4041744187936.65"
3959,"ECA",2015,"3094795378990.3"
3960,"ECA",2016,"2961397287993.34"
3961,"ECA",2017,"3326908116206.88"
3962,"ECA",2018,"3421588877159.18"
3963,"ECA",2019,"3491568511353.26"
3964,"ECA",2020,"3217679452264.09"
3965,"ECS",1960,
3966,"ECS",1961,
3967,"ECS",1962,
3968,"ECS",1963,
3969,"ECS",1964,
3970,"ECS",1965,
3971,"ECS",1966,"736205313188.168"
3972,"ECS",1967,"792846897711.324"
3973,"ECS",1968,"829367961870.197"
3974,"ECS",1969,"917335394741.422"
3975,"ECS",1970,"1014815760514.72"
3976,"ECS",1971,"1144476431843.54"
3977,"ECS",1972,"1371339669073.23"
3978,"ECS",1973,"1741811478299.28"
3979,"ECS",1974,"1968179867269.26"
3980,"ECS",1975,"2299234846384.11"
3981,"ECS",1976,"2390049320587.06"
3982,"ECS",1977,"2708634086229.33"
3983,"ECS",1978,"3305876750778.18"
3984,"ECS",1979,"4044118942751.62"
3985,"ECS",1980,"4580594438169.47"
3986,"ECS",1981,"4076801537075.26"
3987,"ECS",1982,"3928682114454.98"
3988,"ECS",1983,"3811247440150.2"
3989,"ECS",1984,"3663133706700.06"
3990,"ECS",1985,"3790816312333.99"
3991,"ECS",1986,"5174170511712.89"
3992,"ECS",1987,"6393668402522.98"
3993,"ECS",1988,"7116953232102.66"
3994,"ECS",1989,"7211879335903.39"
3995,"ECS",1990,"8823105645156.17"
3996,"ECS",1991,"9115942659338.28"
3997,"ECS",1992,"9797870725657.13"
3998,"ECS",1993,"9003394843267.65"
3999,"ECS",1994,"9415724978914.74"
4000,"ECS",1995,"10866195173590"
4001,"ECS",1996,"11089853574145.4"
4002,"ECS",1997,"10518639988478.1"
4003,"ECS",1998,"10791701495279.3"
4004,"ECS",1999,"10667876043934.8"
4005,"ECS",2000,"10040438163699"
4006,"ECS",2001,"10150063252884.7"
4007,"ECS",2002,"11093129759237.6"
4008,"ECS",2003,"13508592893546.9"
4009,"ECS",2004,"15744922966817.9"
4010,"ECS",2005,"16763323713475.4"
4011,"ECS",2006,"18151630377883"
4012,"ECS",2007,"21208067024894.4"
4013,"ECS",2008,"23288787562958.7"
4014,"ECS",2009,"20488892388892.1"
4015,"ECS",2010,"20991178793318.6"
4016,"ECS",2011,"23267745493064.2"
4017,"ECS",2012,"22432082553429.5"
4018,"ECS",2013,"23441137793195.1"
4019,"ECS",2014,"23764266963815.1"
4020,"ECS",2015,"20476130622442"
4021,"ECS",2016,"20408867237330"
4022,"ECS",2017,"21601609622591.7"
4023,"ECS",2018,"23155657495410.9"
4024,"ECS",2019,"22828201129149.4"
4025,"ECS",2020,"21960949545194.9"
4026,"ECU",1960,"2069465326.41882"
4027,"ECU",1961,"1753850416.70826"
4028,"ECU",1962,"1518208221.23052"
4029,"ECU",1963,"1824344492.07169"
4030,"ECU",1964,"2244146867.90195"
4031,"ECU",1965,"2387048255.45173"
4032,"ECU",1966,"2429309513.80854"
4033,"ECU",1967,"2553596091.82258"
4034,"ECU",1968,"2582180794.1855"
4035,"ECU",1969,"3112166848.3004"
4036,"ECU",1970,"2862504169.99893"
4037,"ECU",1971,"2754220263.02528"
4038,"ECU",1972,"3185987234.84089"
4039,"ECU",1973,"3891755551.94138"
4040,"ECU",1974,"6599259420.99605"
4041,"ECU",1975,"7731677256.80982"
4042,"ECU",1976,"9091924304.83477"
4043,"ECU",1977,"11026346589.5011"
4044,"ECU",1978,"11922502170.6405"
4045,"ECU",1979,"14175166007.5774"
4046,"ECU",1980,"17881514682.8784"
4047,"ECU",1981,"21810767209.3695"
4048,"ECU",1982,"19929853574.6095"
4049,"ECU",1983,"17152483214.3536"
4050,"ECU",1984,"16912515183.2783"
4051,"ECU",1985,"17149094589.9827"
4052,"ECU",1986,"15314143988.0621"
4053,"ECU",1987,"13945431882.2271"
4054,"ECU",1988,"13051886552.3377"
4055,"ECU",1989,"13890828707.6493"
4056,"ECU",1990,"15239278100.3502"
4057,"ECU",1991,"16988535267.6338"
4058,"ECU",1992,"18094238119.0595"
4059,"ECU",1993,"18938717358.6793"
4060,"ECU",1994,"22708673336.6683"
4061,"ECU",1995,"24432884442.2211"
4062,"ECU",1996,"25226393196.5983"
4063,"ECU",1997,"28162053026.5133"
4064,"ECU",1998,"27981896948.4742"
4065,"ECU",1999,"19645272636.3182"
4066,"ECU",2000,"18327764882.4412"
4067,"ECU",2001,"24468324000"
4068,"ECU",2002,"28548945000"
4069,"ECU",2003,"32432858000"
4070,"ECU",2004,"36591661000"
4071,"ECU",2005,"41507085000"
4072,"ECU",2006,"46802044000"
4073,"ECU",2007,"51007777000"
4074,"ECU",2008,"61762635000"
4075,"ECU",2009,"62519686000"
4076,"ECU",2010,"69555367000"
4077,"ECU",2011,"79276664000"
4078,"ECU",2012,"87924544000"
4079,"ECU",2013,"95129659000"
4080,"ECU",2014,"101726331000"
4081,"ECU",2015,"99290381000"
4082,"ECU",2016,"99937696000"
4083,"ECU",2017,"104295862000"
4084,"ECU",2018,"107562008000"
4085,"ECU",2019,"108108009000"
4086,"ECU",2020,"98808010000"
4087,"EGY",1960,
4088,"EGY",1961,
4089,"EGY",1962,
4090,"EGY",1963,
4091,"EGY",1964,
4092,"EGY",1965,"4948667540.41066"
4093,"EGY",1966,"5278005611.91453"
4094,"EGY",1967,"5605484298.98275"
4095,"EGY",1968,"5932242990.65421"
4096,"EGY",1969,"6524455205.81114"
4097,"EGY",1970,"8042200452.1477"
4098,"EGY",1971,"8609283346.08518"
4099,"EGY",1972,"9299638055.84281"
4100,"EGY",1973,"10098534613.4411"
4101,"EGY",1974,"9228963224.60004"
4102,"EGY",1975,"11632178868.9171"
4103,"EGY",1976,"13315988083.4161"
4104,"EGY",1977,"14400806875.9867"
4105,"EGY",1978,"14811704063.0685"
4106,"EGY",1979,"18020571428.5714"
4107,"EGY",1980,"21669908177.0664"
4108,"EGY",1981,"22136081081.0811"
4109,"EGY",1982,"27655172413.7931"
4110,"EGY",1983,"30966239813.7369"
4111,"EGY",1984,"33971188991.6147"
4112,"EGY",1985,"39053502251.0732"
4113,"EGY",1986,"41253507951.3564"
4114,"EGY",1987,"40455616653.5742"
4115,"EGY",1988,"34980124929.0176"
4116,"EGY",1989,"39756299049.9793"
4117,"EGY",1990,"42978914311.3504"
4118,"EGY",1991,"37387836490.5284"
4119,"EGY",1992,"41855986519.4235"
4120,"EGY",1993,"46578631452.581"
4121,"EGY",1994,"51897983392.6453"
4122,"EGY",1995,"60159245060.4541"
4123,"EGY",1996,"67629716981.1321"
4124,"EGY",1997,"78436578171.0914"
4125,"EGY",1998,"84828807556.0803"
4126,"EGY",1999,"90710704806.8416"
4127,"EGY",2000,"99838543960.0763"
4128,"EGY",2001,"96684636118.5984"
4129,"EGY",2002,"85146067415.7303"
4130,"EGY",2003,"80288461538.4615"
4131,"EGY",2004,"78782467532.4675"
4132,"EGY",2005,"89600665557.4043"
4133,"EGY",2006,"107426086956.522"
4134,"EGY",2007,"130437828371.278"
4135,"EGY",2008,"162818181818.182"
4136,"EGY",2009,"189147005444.646"
4137,"EGY",2010,"218983666061.706"
4138,"EGY",2011,"235989672977.625"
4139,"EGY",2012,"279116666666.667"
4140,"EGY",2013,"288434108527.132"
4141,"EGY",2014,"305595408895.265"
4142,"EGY",2015,"329366576819.407"
4143,"EGY",2016,"332441717791.411"
4144,"EGY",2017,"235733695652.174"
4145,"EGY",2018,"249712999437.254"
4146,"EGY",2019,"303080865603.645"
4147,"EGY",2020,"363069245165.315"
4148,"EMU",1960,"244822233085.413"
4149,"EMU",1961,"268953400361.151"
4150,"EMU",1962,"298805957085.637"
4151,"EMU",1963,"335327047842.942"
4152,"EMU",1964,"373007781485.543"
4153,"EMU",1965,"407722672045.098"
4154,"EMU",1966,"444863225922.114"
4155,"EMU",1967,"483397390711.538"
4156,"EMU",1968,"518968899248.406"
4157,"EMU",1969,"579307468883.092"
4158,"EMU",1970,"642669382317.214"
4159,"EMU",1971,"728403968107.264"
4160,"EMU",1972,"879933220963.294"
4161,"EMU",1973,"1142328375724.48"
4162,"EMU",1974,"1295481649107.16"
4163,"EMU",1975,"1502108094364.03"
4164,"EMU",1976,"1567615719725.96"
4165,"EMU",1977,"1783111088122.11"
4166,"EMU",1978,"2183509436583.37"
4167,"EMU",1979,"2645027354092.41"
4168,"EMU",1980,"2962392356381.08"
4169,"EMU",1981,"2574552788573.21"
4170,"EMU",1982,"2492657158208.36"
4171,"EMU",1983,"2431770092845.08"
4172,"EMU",1984,"2332559281215.53"
4173,"EMU",1985,"2396345961356.07"
4174,"EMU",1986,"3363142563850.4"
4175,"EMU",1987,"4159723960476.85"
4176,"EMU",1988,"4574852714498.55"
4177,"EMU",1989,"4673042664268.62"
4178,"EMU",1990,"5881137822224.26"
4179,"EMU",1991,"6114609722625.93"
4180,"EMU",1992,"6746164548139.04"
4181,"EMU",1993,"6173033059775.9"
4182,"EMU",1994,"6516242163200.54"
4183,"EMU",1995,"7516449332885.35"
4184,"EMU",1996,"7605460651709.11"
4185,"EMU",1997,"6952380140406.78"
4186,"EMU",1998,"7149233472666.7"
4187,"EMU",1999,"7114007930529.7"
4188,"EMU",2000,"6479517906677.19"
4189,"EMU",2001,"6590492526018.28"
4190,"EMU",2002,"7166143619599"
4191,"EMU",2003,"8842850733589.03"
4192,"EMU",2004,"10141488215183"
4193,"EMU",2005,"10519196931753.9"
4194,"EMU",2006,"11174269934238.3"
4195,"EMU",2007,"12862314437968.1"
4196,"EMU",2008,"14098918910873.1"
4197,"EMU",2009,"12885387842544.4"
4198,"EMU",2010,"12626207695632.6"
4199,"EMU",2011,"13617896370499.2"
4200,"EMU",2012,"12635903316916.9"
4201,"EMU",2013,"13188825535935.2"
4202,"EMU",2014,"13489216575577.6"
4203,"EMU",2015,"11667231581453.3"
4204,"EMU",2016,"11963764271196.6"
4205,"EMU",2017,"12640555958300.5"
4206,"EMU",2018,"13678330614580.3"
4207,"EMU",2019,"13363549848680.3"
4208,"EMU",2020,"12933363276561.7"
4209,"ERI",1960,
4210,"ERI",1961,
4211,"ERI",1962,
4212,"ERI",1963,
4213,"ERI",1964,
4214,"ERI",1965,
4215,"ERI",1966,
4216,"ERI",1967,
4217,"ERI",1968,
4218,"ERI",1969,
4219,"ERI",1970,
4220,"ERI",1971,
4221,"ERI",1972,
4222,"ERI",1973,
4223,"ERI",1974,
4224,"ERI",1975,
4225,"ERI",1976,
4226,"ERI",1977,
4227,"ERI",1978,
4228,"ERI",1979,
4229,"ERI",1980,
4230,"ERI",1981,
4231,"ERI",1982,
4232,"ERI",1983,
4233,"ERI",1984,
4234,"ERI",1985,
4235,"ERI",1986,
4236,"ERI",1987,
4237,"ERI",1988,
